"",BBK01.SUD002,BBK01.SUD002_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Households' deposits with an agreed maturity of over 2 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:33,
2003-01,3.33,
2003-02,3.33,
2003-03,3.31,
2003-04,3.30,
2003-05,3.28,
2003-06,3.27,
2003-07,3.25,
2003-08,3.24,
2003-09,3.23,
2003-10,3.22,
2003-11,3.16,
2003-12,3.16,
2004-01,3.14,
2004-02,3.13,
2004-03,3.11,
2004-04,3.07,
2004-05,3.05,
2004-06,3.03,
2004-07,3.03,
2004-08,3.03,
2004-09,2.97,
2004-10,2.96,
2004-11,2.95,
2004-12,2.92,
2005-01,2.91,
2005-02,2.89,
2005-03,2.88,
2005-04,2.87,
2005-05,2.83,
2005-06,2.83,
2005-07,2.82,
2005-08,2.80,
2005-09,2.77,
2005-10,2.76,
2005-11,2.75,
2005-12,2.74,
2006-01,2.72,
2006-02,2.71,
2006-03,2.69,
2006-04,2.68,
2006-05,2.67,
2006-06,2.66,
2006-07,2.65,
2006-08,2.64,
2006-09,2.64,
2006-10,2.63,
2006-11,2.62,
2006-12,2.61,
2007-01,2.60,
2007-02,2.59,
2007-03,2.58,
2007-04,2.57,
2007-05,2.56,
2007-06,2.55,
2007-07,2.55,
2007-08,2.54,
2007-09,2.54,
2007-10,2.54,
2007-11,2.53,
2007-12,2.52,
2008-01,2.52,
2008-02,2.51,
2008-03,2.50,
2008-04,2.49,
2008-05,2.49,
2008-06,2.48,
2008-07,2.48,
2008-08,2.49,
2008-09,2.45,
2008-10,2.45,
2008-11,2.45,
2008-12,2.45,
2009-01,2.46,
2009-02,2.45,
2009-03,2.45,
2009-04,2.45,
2009-05,2.44,
2009-06,2.44,
2009-07,2.43,
2009-08,2.43,
2009-09,2.42,
2009-10,2.42,
2009-11,2.41,
2009-12,2.40,
2010-01,2.40,
2010-02,2.40,
2010-03,2.38,
2010-04,2.37,
2010-05,2.37,
2010-06,2.47,
2010-07,2.46,
2010-08,2.46,
2010-09,2.45,
2010-10,2.44,
2010-11,2.42,
2010-12,2.41,
2011-01,2.40,
2011-02,2.40,
2011-03,2.37,
2011-04,2.36,
2011-05,2.36,
2011-06,2.36,
2011-07,2.35,
2011-08,2.35,
2011-09,2.34,
2011-10,2.34,
2011-11,2.33,
2011-12,2.32,
2012-01,2.32,
2012-02,2.32,
2012-03,2.31,
2012-04,2.30,
2012-05,2.29,
2012-06,2.29,
2012-07,2.28,
2012-08,2.28,
2012-09,2.27,
2012-10,2.20,
2012-11,2.18,
2012-12,2.16,
2013-01,2.13,
2013-02,2.11,
2013-03,2.10,
2013-04,2.09,
2013-05,2.06,
2013-06,2.04,
2013-07,2.03,
2013-08,2.02,
2013-09,2.01,
2013-10,2.00,
2013-11,1.98,
2013-12,1.97,
2014-01,1.95,
2014-02,1.94,
2014-03,1.92,
2014-04,1.91,
2014-05,1.89,
2014-06,1.87,
2014-07,1.85,
2014-08,1.84,
2014-09,1.82,
2014-10,1.81,
2014-11,1.80,
2014-12,1.77,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
