"",BBK01.OUU243,BBK01.OUU243_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for more than two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:09,
1999-01,1.982,
1999-02,2.002,
1999-03,1.994,
1999-04,1.976,
1999-05,1.941,
1999-06,1.928,
1999-07,1.940,
1999-08,1.903,
1999-09,1.919,
1999-10,1.941,
1999-11,1.958,
1999-12,1.912,
2000-01,1.974,
2000-02,1.943,
2000-03,1.923,
2000-04,1.932,
2000-05,1.866,
2000-06,1.857,
2000-07,1.846,
2000-08,1.868,
2000-09,1.852,
2000-10,1.867,
2000-11,1.864,
2000-12,1.853,
2001-01,1.846,
2001-02,1.839,
2001-03,1.818,
2001-04,1.834,
2001-05,1.781,
2001-06,1.788,
2001-07,1.786,
2001-08,1.795,
2001-09,1.820,
2001-10,1.816,
2001-11,1.728,
2001-12,1.765,
2002-01,1.747,
2002-02,1.756,
2002-03,1.754,
2002-04,1.735,
2002-05,1.742,
2002-06,1.732,
2002-07,1.719,
2002-08,1.717,
2002-09,1.708,
2002-10,1.736,
2002-11,1.733,
2002-12,1.729,
2003-01,1.730,
2003-02,1.704,
2003-03,1.697,
2003-04,1.729,
2003-05,1.704,
2003-06,1.724,
2003-07,1.747,
2003-08,1.761,
2003-09,1.756,
2003-10,1.798,
2003-11,1.793,
2003-12,1.743,
2004-01,1.760,
2004-02,1.751,
2004-03,1.709,
2004-04,1.706,
2004-05,1.618,
2004-06,1.662,
2004-07,1.679,
2004-08,1.672,
2004-09,1.639,
2004-10,1.664,
2004-11,1.671,
2004-12,1.676,
2005-01,1.662,
2005-02,1.681,
2005-03,1.726,
2005-04,1.727,
2005-05,1.709,
2005-06,1.746,
2005-07,1.750,
2005-08,1.767,
2005-09,1.768,
2005-10,1.806,
2005-11,1.803,
2005-12,1.816,
2006-01,1.830,
2006-02,1.834,
2006-03,1.829,
2006-04,1.820,
2006-05,1.833,
2006-06,1.794,
2006-07,1.793,
2006-08,1.784,
2006-09,1.771,
2006-10,1.758,
2006-11,1.728,
2006-12,1.727,
2007-01,1.697,
2007-02,1.679,
2007-03,1.730,
2007-04,1.762,
2007-05,1.771,
2007-06,1.731,
2007-07,1.747,
2007-08,1.751,
2007-09,1.751,
2007-10,1.743,
2007-11,1.730,
2007-12,1.716,
2008-01,2.080,
2008-02,2.093,
2008-03,2.054,
2008-04,2.041,
2008-05,2.023,
2008-06,1.996,
2008-07,1.989,
2008-08,1.978,
2008-09,1.976,
2008-10,1.972,
2008-11,1.998,
2008-12,2.207,
2009-01,2.192,
2009-02,2.217,
2009-03,2.211,
2009-04,2.210,
2009-05,2.201,
2009-06,2.188,
2009-07,2.223,
2009-08,2.277,
2009-09,2.304,
2009-10,2.500,
2009-11,2.529,
2009-12,2.566,
2010-01,2.568,
2010-02,2.615,
2010-03,2.582,
2010-04,2.586,
2010-05,2.642,
2010-06,2.678,
2010-07,2.671,
2010-08,2.661,
2010-09,2.659,
2010-10,2.636,
2010-11,2.681,
2010-12,2.635,
2011-01,2.666,
2011-02,2.687,
2011-03,2.705,
2011-04,2.711,
2011-05,2.736,
2011-06,2.779,
2011-07,2.787,
2011-08,2.761,
2011-09,2.778,
2011-10,2.780,
2011-11,2.805,
2011-12,2.784,
2012-01,2.743,
2012-02,2.779,
2012-03,2.780,
2012-04,2.804,
2012-05,2.815,
2012-06,2.692,
2012-07,2.735,
2012-08,2.749,
2012-09,2.741,
2012-10,2.736,
2012-11,2.715,
2012-12,2.726,
2013-01,2.705,
2013-02,2.691,
2013-03,2.710,
2013-04,2.712,
2013-05,2.700,
2013-06,2.757,
2013-07,2.746,
2013-08,2.705,
2013-09,2.691,
2013-10,2.691,
2013-11,2.687,
2013-12,2.704,
2014-01,2.551,
2014-02,2.562,
2014-03,2.539,
2014-04,2.547,
2014-05,2.547,
2014-06,2.515,
2014-07,2.561,
2014-08,2.567,
2014-09,2.563,
2014-10,2.591,
2014-11,2.560,
2014-12,2.542,Provisional value
