"",BBK01.PC3656,BBK01.PC3656_FLAGS
"",Lending to domestic employees and other individuals / Short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:32,
1985-10,0.665,
1986-01,0.729,
1986-04,0.765,
1986-07,0.748,
1986-10,0.799,
1987-01,0.798,
1987-04,0.792,
1987-07,0.869,
1987-10,0.828,
1988-01,0.812,
1988-04,0.817,
1988-07,0.813,
1988-10,0.777,
1989-01,0.794,
1989-04,0.822,
1989-07,0.851,
1989-10,0.980,
1990-01,1.013,
1990-04,1.084,
1990-07,1.108,
1990-10,1.202,
1991-01,1.232,
1991-04,1.254,
1991-07,1.392,
1991-10,1.368,
1992-01,1.417,
1992-04,1.428,
1992-07,1.443,
1992-10,1.863,
1993-01,1.860,
1993-04,1.837,
1993-07,1.835,
1993-10,1.784,
1994-01,1.776,
1994-04,1.800,
1994-07,1.890,
1994-10,1.890,
1995-01,1.868,
1995-04,1.915,
1995-07,1.999,
1995-10,2.032,
1996-01,1.979,
1996-04,1.981,
1996-07,2.065,
1996-10,2.087,
1997-01,2.057,
1997-04,2.148,
1997-07,2.238,
1997-10,2.242,
1998-01,2.201,
1998-04,2.522,
1998-07,2.629,
1998-10,2.685,
1999-01,2.635,
1999-04,2.646,
1999-07,2.770,
1999-10,2.874,
2000-01,2.895,
2000-04,2.959,
2000-07,3.111,
2000-10,3.079,
2001-01,3.089,
2001-04,3.144,
2001-07,3.220,
2001-10,3.205,
2002-01,3.224,
2002-04,3.440,
2002-07,3.975,
2002-10,4.036,
2003-01,4.013,
2003-04,4.074,
2003-07,4.239,
2003-10,4.304,
2004-01,4.363,
2004-04,4.367,
2004-07,4.743,
2004-10,4.447,
2005-01,4.624,
2005-04,5.023,
2005-07,5.227,
2005-10,6.241,
2006-01,6.467,
2006-04,6.509,
2006-07,6.584,
2006-10,6.584,
2007-01,6.432,
2007-04,6.457,
2007-07,7.083,
2007-10,7.280,
2008-01,7.157,
2008-04,7.125,
2008-07,7.354,
2008-10,7.406,
2009-01,7.922,
2009-04,7.844,
2009-07,7.943,
2009-10,7.889,
2010-01,7.037,
2010-04,8.839,
2010-07,8.273,
2010-10,8.273,
2011-01,8.282,
2011-04,8.355,
2011-07,8.482,
2011-10,8.962,
2012-01,9.114,
2012-04,9.131,
2012-07,9.056,
2012-10,9.240,
2013-01,8.184,
2013-04,8.160,
2013-07,8.320,
2013-10,8.126,
2014-01,8.233,
2014-04,8.317,
2014-07,8.490,
2014-10,8.121,
