"",BBK01.CEF560,BBK01.CEF560_FLAGS
"",Shares and other equity                     debtor: Money market funds                                                       creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:06,
1999-01,346.8,
1999-04,337.3,
1999-07,327.2,
1999-10,361.5,
2000-01,406.6,
2000-04,372.9,
2000-07,380.2,
2000-10,364.6,
2001-01,362.5,
2001-04,363.0,
2001-07,326.1,
2001-10,353.2,
2002-01,364.3,
2002-04,352.8,
2002-07,269.6,
2002-10,266.5,
2003-01,261.8,
2003-04,300.0,
2003-07,303.6,
2003-10,318.0,
2004-01,315.5,
2004-04,323.9,
2004-07,318.2,
2004-10,328.6,
2005-01,339.9,
2005-04,346.3,
2005-07,378.8,
2005-10,394.4,
2006-01,444.5,
2006-04,434.0,
2006-07,454.4,
2006-10,459.7,
2007-01,483.0,
2007-04,491.7,
2007-07,464.5,
2007-10,485.9,
2008-01,439.2,
2008-04,410.2,
2008-07,365.6,
2008-10,277.8,
2009-01,282.2,
2009-04,303.7,
2009-07,328.2,
2009-10,320.3,
2010-01,335.6,
2010-04,315.9,
2010-07,310.1,
2010-10,323.2,
2011-01,327.9,
2011-04,335.9,
2011-07,303.6,
2011-10,304.9,
2012-01,326.4,
2012-04,310.1,
2012-07,317.0,
2012-10,338.0,
2013-01,334.7,
2013-04,338.7,
2013-07,344.0,
2013-10,353.8,
2014-01,353.4,
2014-04,350.4,
2014-07,360.8,
