"",BBK01.OUE227,BBK01.OUE227_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year up to and including two years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:43,
1999-01,0.115,
1999-02,0.110,
1999-03,0.110,
1999-04,0.108,
1999-05,0.108,
1999-06,0.118,
1999-07,0.119,
1999-08,0.128,
1999-09,0.138,
1999-10,0.147,
1999-11,0.161,
1999-12,0.162,
2000-01,0.178,
2000-02,0.188,
2000-03,0.193,
2000-04,0.193,
2000-05,0.219,
2000-06,0.213,
2000-07,0.239,
2000-08,0.247,
2000-09,0.211,
2000-10,0.208,
2000-11,0.205,
2000-12,0.196,
2001-01,0.208,
2001-02,0.218,
2001-03,0.209,
2001-04,0.219,
2001-05,0.239,
2001-06,0.248,
2001-07,0.263,
2001-08,0.270,
2001-09,0.287,
2001-10,0.324,
2001-11,0.328,
2001-12,0.332,
2002-01,0.333,
2002-02,0.342,
2002-03,0.340,
2002-04,0.336,
2002-05,0.338,
2002-06,0.325,
2002-07,0.300,
2002-08,0.296,
2002-09,0.279,
2002-10,0.284,
2002-11,0.275,
2002-12,0.293,
2003-01,0.287,
2003-02,0.274,
2003-03,0.364,
2003-04,0.420,
2003-05,0.462,
2003-06,0.504,
2003-07,0.525,
2003-08,0.535,
2003-09,0.532,
2003-10,0.520,
2003-11,0.505,
2003-12,0.538,
2004-01,0.554,
2004-02,0.544,
2004-03,0.426,
2004-04,0.392,
2004-05,0.363,
2004-06,0.345,
2004-07,0.357,
2004-08,0.360,
2004-09,0.361,
2004-10,0.366,
2004-11,0.382,
2004-12,0.342,
2005-01,0.346,
2005-02,0.343,
2005-03,0.346,
2005-04,0.355,
2005-05,0.432,
2005-06,0.446,
2005-07,0.454,
2005-08,0.457,
2005-09,0.459,
2005-10,0.441,
2005-11,0.413,
2005-12,0.410,
2006-01,0.414,
2006-02,0.421,
2006-03,0.419,
2006-04,0.416,
2006-05,0.419,
2006-06,0.419,
2006-07,0.403,
2006-08,0.407,
2006-09,0.427,
2006-10,0.423,
2006-11,0.422,
2006-12,0.435,
2007-01,0.432,
2007-02,0.417,
2007-03,0.461,
2007-04,0.445,
2007-05,0.466,
2007-06,0.486,
2007-07,0.489,
2007-08,0.512,
2007-09,0.549,
2007-10,0.580,
2007-11,0.595,
2007-12,0.628,
2008-01,0.699,
2008-02,0.777,
2008-03,0.746,
2008-04,0.832,
2008-05,0.832,
2008-06,0.829,
2008-07,0.815,
2008-08,0.713,
2008-09,0.817,
2008-10,0.828,
2008-11,0.847,
2008-12,0.894,
2009-01,0.917,
2009-02,0.948,
2009-03,1.089,
2009-04,1.102,
2009-05,1.164,
2009-06,1.170,
2009-07,1.192,
2009-08,1.215,
2009-09,1.194,
2009-10,1.192,
2009-11,1.171,
2009-12,1.141,
2010-01,1.127,
2010-02,1.111,
2010-03,1.094,
2010-04,1.105,
2010-05,1.069,
2010-06,1.113,
2010-07,1.121,
2010-08,1.108,
2010-09,1.171,
2010-10,1.178,
2010-11,1.193,
2010-12,1.165,
2011-01,1.189,
2011-02,1.312,
2011-03,1.349,
2011-04,1.439,
2011-05,1.471,
2011-06,1.507,
2011-07,1.539,
2011-08,1.608,
2011-09,1.624,
2011-10,1.680,
2011-11,1.757,
2011-12,1.923,
2012-01,2.065,
2012-02,2.192,
2012-03,2.241,
2012-04,2.286,
2012-05,2.352,
2012-06,2.330,
2012-07,2.454,
2012-08,2.419,
2012-09,2.420,
2012-10,2.418,
2012-11,2.439,
2012-12,2.431,
2013-01,2.357,
2013-02,2.234,
2013-03,2.270,
2013-04,2.331,
2013-05,2.429,
2013-06,2.629,
2013-07,2.675,
2013-08,2.671,
2013-09,2.569,
2013-10,2.611,
2013-11,2.994,
2013-12,3.133,
2014-01,3.195,
2014-02,3.269,
2014-03,3.254,
2014-04,3.278,
2014-05,3.375,
2014-06,3.465,
2014-07,3.496,
2014-08,3.560,
2014-09,3.612,
2014-10,3.616,
2014-11,3.614,
2014-12,4.320,Provisional value
