"",BBK01.OEAA33N,BBK01.OEAA33N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:15,
2002-01,186.118,
2002-04,188.007,
2002-07,191.248,
2002-10,194.767,
2003-01,195.078,
2003-04,194.845,
2003-07,198.159,
2003-10,200.464,
2004-01,200.218,
2004-04,203.960,
2004-07,210.344,
2004-10,186.839,
2005-01,191.939,
2005-04,193.659,
2005-07,193.627,
2005-10,196.894,
2006-01,201.514,
2006-04,202.241,
2006-07,204.066,
2006-10,205.085,
2007-01,204.017,
2007-04,205.195,
2007-07,206.513,
2007-10,206.538,
2008-01,206.362,
2008-04,207.857,
2008-07,204.771,
2008-10,204.899,
2009-01,203.849,
2009-04,204.619,
2009-07,206.036,
2009-10,205.968,
2010-01,206.020,
2010-04,206.163,
2010-07,208.045,
2010-10,208.547,
2011-01,208.833,
2011-04,210.216,
2011-07,212.006,
2011-10,212.322,
2012-01,212.412,
2012-04,207.897,
2012-07,209.465,
2012-10,211.326,
2013-01,211.455,
2013-04,212.499,
2013-07,214.086,
2013-10,214.517,
2014-01,214.828,
2014-04,215.651,
2014-07,217.219,
