"",BBK01.WX0207,BBK01.WX0207_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 35.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:36,
2002-01,5.332,
2002-02,5.465,
2002-03,5.694,
2002-04,5.618,
2002-05,5.639,
2002-06,5.324,
2002-07,5.210,
2002-08,5.081,
2002-09,4.996,
2002-10,5.176,
2002-11,5.152,
2002-12,4.963,
2003-01,4.812,
2003-02,4.885,
2003-03,5.050,
2003-04,5.106,
2003-05,4.925,
2003-06,5.103,
2003-07,5.379,
2003-08,5.192,
2003-09,5.218,
2003-10,5.275,
2003-11,5.365,
2003-12,5.272,
2004-01,5.277,
2004-02,5.216,
2004-03,5.134,
2004-04,5.237,
2004-05,5.377,
2004-06,5.211,
2004-07,5.125,
2004-08,4.990,
2004-09,4.940,
2004-10,4.882,
2004-11,4.711,
2004-12,4.564,
2005-01,4.288,
2005-02,4.444,
2005-03,4.368,
2005-04,4.285,
2005-05,4.109,
2005-06,3.936,
2005-07,4.035,
2005-08,3.845,
2005-09,3.867,
2005-10,4.033,
2005-11,4.030,
2005-12,3.813,
2006-01,4.004,
2006-02,3.995,
2006-03,4.283,
2006-04,4.467,
2006-05,4.598,
2006-06,4.603,
2006-07,4.502,
2006-08,4.289,
2006-09,4.135,
2006-10,4.023,
2006-11,3.996,
2006-12,4.221,
2007-01,4.387,
2007-02,4.260,
2007-03,4.420,
2007-04,4.473,
2007-05,4.688,
2007-06,4.897,
2007-07,4.716,
2007-08,4.756,
2007-09,4.841,
2007-10,4.758,
2007-11,4.849,
2007-12,4.820,
2008-01,4.696,
2008-02,4.617,
2008-03,4.608,
2008-04,4.754,
2008-05,4.897,
2008-06,4.753,
2008-07,4.613,
2008-08,4.506,
2008-09,4.320,
2008-10,4.011,
2008-11,3.252,
2008-12,3.210,
2009-01,3.379,
2009-02,3.145,
2009-03,3.463,
2009-04,3.561,
2009-05,3.790,
2009-06,3.909,
2009-07,3.797,
2009-08,3.736,
2009-09,3.841,
2009-10,3.805,
2009-11,3.673,
2009-12,3.798,
2010-01,3.706,
2010-02,3.586,
2010-03,3.587,
2010-04,3.417,
2010-05,3.060,
2010-06,3.116,
2010-07,3.260,
2010-08,2.444,
2010-09,2.697,
2010-10,2.784,
2010-11,2.978,
2010-12,3.312,
2011-01,3.509,
2011-02,3.487,
2011-03,3.710,
2011-04,3.646,
2011-05,3.519,
2011-06,3.840,
2011-07,3.395,
2011-08,3.175,
2011-09,2.691,
2011-10,2.810,
2011-11,2.807,
2011-12,2.524,
2012-01,2.437,
2012-02,2.479,
2012-03,2.508,
2012-04,2.490,
2012-05,1.864,
2012-06,2.326,
2012-07,2.335,
2012-08,2.290,
2012-09,2.463,
2012-10,2.452,
2012-11,2.419,
2012-12,2.373,
2013-01,2.531,
2013-02,2.508,
2013-03,2.452,
2013-04,2.272,
2013-05,2.518,
2013-06,2.596,
2013-07,2.569,
2013-08,2.784,
2013-09,2.702,
2013-10,2.720,
2013-11,2.683,
2013-12,2.801,
2014-01,2.587,
2014-02,2.590,
2014-03,2.533,
2014-04,2.450,
2014-05,2.360,
2014-06,2.265,
2014-07,2.171,
2014-08,1.851,
2014-09,2.029,
2014-10,1.904,
2014-11,1.699,
2014-12,1.543,
2015-01,1.211,
