"",BBK01.OEAA13P,BBK01.OEAA13P_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:52,
2002-01,17.818,
2002-04,17.908,
2002-07,17.965,
2002-10,18.311,
2003-01,18.622,
2003-04,18.710,
2003-07,18.752,
2003-10,18.882,
2004-01,18.929,
2004-04,19.173,
2004-07,19.367,
2004-10,19.383,
2005-01,19.661,
2005-04,19.791,
2005-07,19.850,
2005-10,19.811,
2006-01,19.843,
2006-04,19.878,
2006-07,19.942,
2006-10,20.156,
2007-01,20.151,
2007-04,20.175,
2007-07,20.365,
2007-10,20.609,
2008-01,20.650,
2008-04,20.807,
2008-07,20.923,
2008-10,20.925,
2009-01,20.858,
2009-04,21.303,
2009-07,21.393,
2009-10,21.547,
2010-01,21.545,
2010-04,22.043,
2010-07,22.105,
2010-10,22.317,
2011-01,22.452,
2011-04,22.695,
2011-07,23.109,
2011-10,23.267,
2012-01,23.442,
2012-04,24.211,
2012-07,24.351,
2012-10,24.420,
2013-01,24.430,
2013-04,24.441,
2013-07,24.370,
2013-10,24.524,
2014-01,24.387,
2014-04,24.344,
2014-07,24.448,
