"",BBK01.CEFR03,BBK01.CEFR03_FLAGS
"",long-term time deposits                                      debtor: Total           creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:23,
1999-01,711.8,
1999-04,741.5,
1999-07,774.6,
1999-10,798.5,
2000-01,821.0,
2000-04,827.4,
2000-07,844.1,
2000-10,844.3,
2001-01,858.2,
2001-04,865.8,
2001-07,872.8,
2001-10,879.5,
2002-01,885.4,
2002-04,877.5,
2002-07,882.1,
2002-10,883.5,
2003-01,880.5,
2003-04,885.8,
2003-07,878.3,
2003-10,884.8,
2004-01,882.6,
2004-04,878.5,
2004-07,879.6,
2004-10,872.8,
2005-01,883.9,
2005-04,912.1,
2005-07,921.9,
2005-10,928.5,
2006-01,942.6,
2006-04,956.4,
2006-07,963.7,
2006-10,978.4,
2007-01,982.0,
2007-04,996.9,
2007-07,1014.7,
2007-10,1032.8,
2008-01,1070.3,
2008-04,1093.8,
2008-07,1142.6,
2008-10,1153.4,
2009-01,1161.3,
2009-04,1162.7,
2009-07,1131.1,
2009-10,1114.9,
2010-01,1114.8,
2010-04,1121.3,
2010-07,1079.1,
2010-10,1047.6,
2011-01,1042.6,
2011-04,1056.1,
2011-07,1073.4,
2011-10,1142.3,
2012-01,1152.7,
2012-04,1155.5,
2012-07,1143.4,
2012-10,1123.2,
2013-01,1065.6,
2013-04,1042.0,
2013-07,1027.3,
2013-10,1003.0,
2014-01,977.5,
2014-04,971.6,
2014-07,988.9,
