"",BBK01.AU1722,BBK01.AU1722_FLAGS
"","Other factors (net) / Eurosystem Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:29,
1999-02,28.900,
1999-03,25.000,
1999-04,39.000,
1999-05,38.000,
1999-06,37.200,
1999-07,39.500,
1999-08,42.100,
1999-09,41.600,
1999-10,45.900,
1999-11,47.300,
1999-12,47.500,
2000-01,61.200,
2000-02,64.200,
2000-03,63.500,
2000-04,69.100,
2000-05,71.800,
2000-06,72.100,
2000-07,76.800,
2000-08,80.000,
2000-09,81.200,
2000-10,102.500,
2000-11,109.200,
2000-12,111.100,
2001-01,94.200,
2001-02,86.300,
2001-03,87.700,
2001-04,89.100,
2001-05,87.500,
2001-06,87.500,
2001-07,98.800,
2001-08,101.800,
2001-09,105.400,
2001-10,93.600,
2001-11,93.100,
2001-12,109.300,
2002-01,54.200,
2002-02,85.200,
2002-03,91.800,
2002-04,95.300,
2002-05,93.500,
2002-06,91.200,
2002-07,60.300,
2002-08,50.800,
2002-09,51.700,
2002-10,58.200,
2002-11,58.600,
2002-12,55.500,
2003-01,53.300,
2003-02,48.000,
2003-03,40.600,
2003-04,20.500,
2003-05,15.500,
2003-06,13.200,
2003-07,2.900,
2003-08,-1.600,
2003-09,-4.400,
2003-10,-1.100,
2003-11,-2.200,
2003-12,-4.500,
2004-01,-11.200,
2004-02,.,No value available
2004-03,-21.100,
2004-04,-25.700,
2004-05,-18.900,
2004-06,-21.100,
2004-07,-24.100,
2004-08,-31.800,
2004-09,-32.400,
2004-10,-32.100,
2004-11,-32.100,
2004-12,-36.000,
2005-01,-41.900,
2005-02,-55.500,
2005-03,-59.200,
2005-04,-62.100,
2005-05,-58.900,
2005-06,-62.000,
2005-07,-57.300,
2005-08,-45.000,
2005-09,-46.200,
2005-10,-44.600,
2005-11,-37.900,
2005-12,-39.600,
2006-01,-33.500,
2006-02,-28.700,
2006-03,-34.000,
2006-04,-35.200,
2006-05,-33.500,
2006-06,-37.000,
2006-07,-42.100,
2006-08,-51.500,
2006-09,-55.600,
2006-10,-59.100,
2006-11,-60.600,
2006-12,-66.400,
2007-01,-72.700,
2007-02,-83.100,
2007-03,-90.000,
2007-04,-95.200,
2007-05,-97.200,
2007-06,-99.400,
2007-07,-106.400,
2007-08,-115.800,
2007-09,-117.800,
2007-10,-118.000,
2007-11,-123.300,
2007-12,-126.600,
2008-01,-116.400,
2008-02,-110.700,
2008-03,-125.000,
2008-04,-124.800,
2008-05,-112.200,
2008-06,-111.500,
2008-07,-118.300,
2008-08,-123.000,
2008-09,-121.200,
2008-10,-82.600,
2008-11,78.200,
2008-12,114.300,
2009-01,100.600,
2009-02,79.300,
2009-03,41.400,
2009-04,13.300,
2009-05,13.700,
2009-06,-15.800,
2009-07,-65.100,
2009-08,-103.900,
2009-09,-110.400,
2009-10,-113.100,
2009-11,-118.900,
2009-12,-130.200,
2010-01,-132.100,
2010-02,-117.500,
2010-03,-119.300,
2010-04,-116.100,
2010-05,-100.300,
2010-06,-98.400,
2010-07,-56.500,
2010-08,-11.800,
2010-09,-15.000,
2010-10,-39.800,
2010-11,-72.000,
2010-12,-79.100,
2011-01,-85.100,
2011-02,-66.700,
2011-03,-79.900,
2011-04,-95.200,
2011-05,-111.600,
2011-06,-107.900,
2011-07,-111.200,
2011-08,-104.500,
2011-09,-103.000,
2011-10,-88.500,
2011-11,-80.800,
2011-12,-85.900,
2012-01,-8.700,
2012-02,1.600,
2012-03,-19.400,
2012-04,-13.300,
2012-05,-28.500,
2012-06,-24.200,
2012-07,60.600,
2012-08,93.500,
2012-09,81.000,
2012-10,96.000,
2012-11,146.400,
2012-12,144.500,
2013-01,141.700,
2013-02,185.600,
2013-03,187.100,
2013-04,168.700,
2013-05,166.200,
2013-06,172.300,
2013-07,115.100,
2013-08,28.200,
2013-09,34.700,
2013-10,41.900,
2013-11,63.400,
2013-12,57.200,
2014-01,24.700,
2014-02,-12.900,
2014-03,-17.600,
2014-04,-25.000,
2014-05,-2.100,
2014-06,-0.500,
2014-07,-12.500,
2014-08,-23.600,
2014-09,-27.000,
2014-10,-22.600,
2014-11,-5.700,
2014-12,1.800,
2015-01,9.800,
