"",BBK01.TSD302,BBK01.TSD302_FLAGS
"","Monetary aggregate M2 (from January 2002, excluding currency in circulation) / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:03,
1999-01,1242.2,
1999-02,1245.5,
1999-03,1253.4,
1999-04,1259.9,
1999-05,1269.0,
1999-06,1279.5,
1999-07,1281.0,
1999-08,1284.3,
1999-09,1287.2,
1999-10,1291.4,
1999-11,1299.9,
1999-12,1288.8,
2000-01,1298.5,
2000-02,1301.4,
2000-03,1299.9,
2000-04,1302.4,
2000-05,1294.5,
2000-06,1288.3,
2000-07,1282.0,
2000-08,1279.4,
2000-09,1278.5,
2000-10,1276.7,
2000-11,1279.1,
2000-12,1275.8,
2001-01,1285.3,
2001-02,1296.6,
2001-03,1304.7,
2001-04,1311.8,
2001-05,1314.7,
2001-06,1327.5,
2001-07,1328.0,
2001-08,1333.5,
2001-09,1346.8,
2001-10,1348.4,
2001-11,1347.8,
2001-12,1332.8,
2002-01,1269.0,
2002-02,1266.3,
2002-03,1270.4,
2002-04,1271.1,
2002-05,1279.0,
2002-06,1291.9,
2002-07,1295.3,
2002-08,1295.4,
2002-09,1299.9,
2002-10,1310.8,
2002-11,1321.0,
2002-12,1337.5,
2003-01,1334.6,
2003-02,1347.6,
2003-03,1353.4,
2003-04,1358.0,
2003-05,1367.5,
2003-06,1379.2,
2003-07,1372.1,
2003-08,1382.3,
2003-09,1375.9,
2003-10,1379.0,
2003-11,1386.6,
2003-12,1382.3,
2004-01,1385.8,
2004-02,1392.4,
2004-03,1396.2,
2004-04,1395.8,
2004-05,1398.3,
2004-06,1395.5,
2004-07,1397.3,
2004-08,1402.8,
2004-09,1407.9,
2004-10,1409.7,
2004-11,1412.3,
2004-12,1410.2,
2005-01,1427.1,
2005-02,1431.6,
2005-03,1427.6,
2005-04,1435.3,
2005-05,1444.8,
2005-06,1450.7,
2005-07,1459.0,
2005-08,1464.1,
2005-09,1467.1,
2005-10,1474.4,
2005-11,1473.1,
2005-12,1476.6,
2006-01,1486.6,
2006-02,1489.1,
2006-03,1498.5,
2006-04,1516.3,
2006-05,1505.7,
2006-06,1522.5,
2006-07,1520.3,
2006-08,1521.2,
2006-09,1524.6,
2006-10,1523.8,
2006-11,1536.7,
2006-12,1553.2,
2007-01,1560.2,
2007-02,1564.7,
2007-03,1576.5,
2007-04,1584.8,
2007-05,1591.9,
2007-06,1612.2,
2007-07,1624.3,
2007-08,1640.4,
2007-09,1661.6,
2007-10,1662.5,
2007-11,1685.8,
2007-12,1717.2,
2008-01,1727.6,
2008-02,1747.8,
2008-03,1759.2,
2008-04,1763.9,
2008-05,1779.3,
2008-06,1784.5,
2008-07,1796.6,
2008-08,1808.5,
2008-09,1820.1,
2008-10,1865.5,
2008-11,1870.0,
2008-12,1860.4,
2009-01,1895.7,
2009-02,1902.7,
2009-03,1888.1,
2009-04,1896.7,
2009-05,1883.4,
2009-06,1874.8,
2009-07,1867.8,
2009-08,1865.4,
2009-09,1859.9,
2009-10,1860.0,
2009-11,1854.5,
2009-12,1849.2,
2010-01,1869.8,
2010-02,1874.3,
2010-03,1866.9,
2010-04,1883.9,
2010-05,1892.4,
2010-06,1895.8,
2010-07,1900.9,
2010-08,1907.9,
2010-09,1910.5,
2010-10,1913.2,
2010-11,1922.3,
2010-12,1929.3,
2011-01,1953.0,
2011-02,1948.4,
2011-03,1962.3,
2011-04,1974.4,
2011-05,1983.2,
2011-06,1992.4,
2011-07,2005.0,
2011-08,2019.2,
2011-09,2038.0,
2011-10,2039.0,
2011-11,2049.2,
2011-12,2059.6,
2012-01,2077.2,
2012-02,2085.7,
2012-03,2101.8,
2012-04,2109.4,
2012-05,2128.9,
2012-06,2159.0,
2012-07,2183.9,
2012-08,2188.2,
2012-09,2197.7,
2012-10,2234.2,
2012-11,2236.5,
2012-12,2215.3,
2013-01,2219.5,
2013-02,2218.9,
2013-03,2221.0,
2013-04,2239.0,
2013-05,2243.0,
2013-06,2244.1,
2013-07,2251.6,
2013-08,2260.4,
2013-09,2265.3,
2013-10,2279.6,
2013-11,2273.9,
2013-12,2278.4,
2014-01,2294.6,
2014-02,2311.7,
2014-03,2316.6,
2014-04,2335.8,
2014-05,2352.6,
2014-06,2350.2,
2014-07,2357.4,
2014-08,2368.7,
2014-09,2371.2,
2014-10,2373.4,
2014-11,2386.3,
2014-12,2387.1,Provisional value
2015-01,2425.2,
