"",BBK01.SUD244,BBK01.SUD244_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 0.25 million and up to EUR 1 million with initial rate fixation of over 3 months and up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:28,
2010-06,953,
2010-07,912,
2010-08,647,
2010-09,795,
2010-10,901,
2010-11,800,
2010-12,1112,
2011-01,959,
2011-02,813,
2011-03,989,
2011-04,668,
2011-05,581,
2011-06,723,
2011-07,773,
2011-08,577,
2011-09,585,
2011-10,633,
2011-11,479,
2011-12,696,
2012-01,682,
2012-02,514,
2012-03,685,
2012-04,633,
2012-05,622,
2012-06,765,
2012-07,656,
2012-08,570,
2012-09,707,
2012-10,734,
2012-11,545,
2012-12,771,
2013-01,713,
2013-02,563,
2013-03,745,
2013-04,657,
2013-05,618,
2013-06,913,
2013-07,851,
2013-08,512,
2013-09,641,
2013-10,672,
2013-11,573,
2013-12,835,
2014-01,686,
2014-02,637,
2014-03,712,
2014-04,622,
2014-05,524,
2014-06,722,
2014-07,710,
2014-08,461,
2014-09,634,
2014-10,687,
2014-11,545,
2014-12,864,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
