"",BBK01.OUB360,BBK01.OUB360_FLAGS
"",Loans to social security funds for up to and including one year / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:58:24,
1999-01,0.285,
1999-02,0.462,
1999-03,0.404,
1999-04,0.372,
1999-05,0.411,
1999-06,0.256,
1999-07,0.262,
1999-08,0.380,
1999-09,0.437,
1999-10,0.353,
1999-11,0.406,
1999-12,0.335,
2000-01,0.526,
2000-02,0.429,
2000-03,0.464,
2000-04,0.860,
2000-05,0.879,
2000-06,0.771,
2000-07,0.882,
2000-08,1.041,
2000-09,0.644,
2000-10,0.897,
2000-11,0.676,
2000-12,0.859,
2001-01,0.752,
2001-02,0.557,
2001-03,0.623,
2001-04,0.934,
2001-05,0.681,
2001-06,0.632,
2001-07,0.700,
2001-08,0.736,
2001-09,0.540,
2001-10,0.638,
2001-11,0.748,
2001-12,0.571,
2002-01,0.846,
2002-02,0.693,
2002-03,0.960,
2002-04,0.813,
2002-05,0.938,
2002-06,1.127,
2002-07,1.101,
2002-08,0.838,
2002-09,1.066,
2002-10,1.190,
2002-11,1.091,
2002-12,1.098,
2003-01,1.341,
2003-02,1.504,
2003-03,1.514,
2003-04,1.699,
2003-05,1.772,
2003-06,1.522,
2003-07,1.878,
2003-08,1.754,
2003-09,1.887,
2003-10,2.115,
2003-11,2.050,
2003-12,2.548,
2004-01,2.167,
2004-02,1.828,
2004-03,2.197,
2004-04,2.382,
2004-05,1.586,
2004-06,1.663,
2004-07,1.523,
2004-08,2.053,
2004-09,1.755,
2004-10,2.009,
2004-11,1.905,
2004-12,1.316,
2005-01,1.508,
2005-02,1.447,
2005-03,1.471,
2005-04,1.547,
2005-05,1.245,
2005-06,1.505,
2005-07,1.182,
2005-08,1.367,
2005-09,1.440,
2005-10,1.239,
2005-11,1.099,
2005-12,0.819,
2006-01,0.844,
2006-02,0.653,
2006-03,0.614,
2006-04,0.481,
2006-05,0.254,
2006-06,0.238,
2006-07,0.289,
2006-08,0.222,
2006-09,0.339,
2006-10,0.185,
2006-11,0.368,
2006-12,0.385,
2007-01,0.143,
2007-02,0.151,
2007-03,0.170,
2007-04,0.142,
2007-05,0.058,
2007-06,0.091,
2007-07,0.099,
2007-08,0.130,
2007-09,0.236,
2007-10,0.257,
2007-11,0.090,
2007-12,0.063,
2008-01,0.074,
2008-02,0.078,
2008-03,0.057,
2008-04,0.114,
2008-05,0.138,
2008-06,0.204,
2008-07,0.283,
2008-08,0.112,
2008-09,0.477,
2008-10,0.001,
2008-11,0.012,
2008-12,0.006,
2009-01,0.067,
2009-02,0.007,
2009-03,0.010,
2009-04,0.020,
2009-05,0.058,
2009-06,0.027,
2009-07,0.006,
2009-08,0.003,
2009-09,0.003,
2009-10,0.130,
2009-11,0.139,
2009-12,0.007,
2010-01,0.071,
2010-02,0.002,
2010-03,0.030,
2010-04,0.005,
2010-05,0.006,
2010-06,0.015,
2010-07,0.029,
2010-08,0.044,
2010-09,0.021,
2010-10,0.243,
2010-11,0.010,
2010-12,0.001,
2011-01,0.044,
2011-02,0.139,
2011-03,0.201,
2011-04,0.065,
2011-05,0.034,
2011-06,0.247,
2011-07,0.025,
2011-08,0.031,
2011-09,0.010,
2011-10,0.009,
2011-11,0.008,
2011-12,0.066,
2012-01,0.234,
2012-02,0.123,
2012-03,0.009,
2012-04,0.081,
2012-05,0.064,
2012-06,0.079,
2012-07,0.078,
2012-08,0.036,
2012-09,0.165,
2012-10,0.051,
2012-11,0.035,
2012-12,0.062,
2013-01,0.085,
2013-02,0.085,
2013-03,0.115,
2013-04,0.134,
2013-05,0.110,
2013-06,0.021,
2013-07,0.049,
2013-08,0.054,
2013-09,0.019,
2013-10,0.030,
2013-11,0.062,
2013-12,0.093,
2014-01,0.296,
2014-02,0.028,
2014-03,0.043,
2014-04,0.030,
2014-05,0.017,
2014-06,0.028,
2014-07,0.074,
2014-08,0.036,
2014-09,0.057,
2014-10,0.011,
2014-11,0.033,
2014-12,0.026,Provisional value
