"",BBK01.QUY462,BBK01.QUY462_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Sweden / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:25,
2002-03,1.051,
2002-04,0.960,
2002-05,0.801,
2002-06,0.088,
2002-07,0.093,
2002-08,0.088,
2002-09,0.078,
2002-10,0.076,
2002-11,0.034,
2002-12,0.222,
2003-01,0.210,
2003-02,0.263,
2003-03,0.228,
2003-04,0.302,
2003-05,0.260,
2003-06,0.205,
2003-07,0.158,
2003-08,0.067,
2003-09,-0.030,
2003-10,-0.075,
2003-11,-0.033,
2003-12,0.031,
2004-01,0.032,
2004-02,-0.034,
2004-03,-0.055,
2004-04,0.031,
2004-05,-0.012,
2004-06,0.023,
2004-07,0.035,
2004-08,0.033,
2004-09,-0.274,
2004-10,-0.029,
2004-11,-0.340,
2004-12,-0.137,
2005-01,-0.136,
2005-02,-0.056,
2005-03,0.192,
2005-04,0.522,
2005-05,0.313,
2005-06,0.008,
2005-07,-0.028,
2005-08,-0.077,
2005-09,0.030,
2005-10,0.092,
2005-11,0.134,
2005-12,0.179,
2006-01,0.218,
2006-02,0.110,
2006-03,0.172,
2006-04,0.467,
2006-05,0.229,
2006-06,0.208,
2006-07,-0.054,
2006-08,-0.010,
2006-09,0.070,
2006-10,-0.020,
2006-11,0.049,
2006-12,0.191,
2007-01,0.243,
2007-02,0.265,
2007-03,0.159,
2007-04,-0.482,
2007-05,0.796,
2007-06,0.446,
2007-07,0.448,
2007-08,0.130,
2007-09,0.300,
2007-10,0.324,
2007-11,0.263,
2007-12,0.233,
2008-01,0.115,
2008-02,0.096,
2008-03,0.228,
2008-04,-0.500,
2008-05,0.100,
2008-06,0.055,
2008-07,0.150,
2008-08,0.139,
2008-09,0.160,
2008-10,-0.189,
2008-11,-0.224,
2008-12,-0.156,
2009-01,0.007,
2009-02,0.022,
2009-03,-0.231,
2009-04,-0.762,
2009-05,-0.051,
2009-06,-0.135,
2009-07,-0.088,
2009-08,-0.128,
2009-09,-0.038,
2009-10,-0.008,
2009-11,0.205,
2009-12,0.174,
2010-01,0.275,
2010-02,0.170,
2010-03,-0.415,
2010-04,-1.060,
2010-05,0.091,
2010-06,0.034,
2010-07,0.078,
2010-08,0.252,
2010-09,-0.274,
2010-10,0.303,
2010-11,0.113,
2010-12,0.160,
2011-01,0.220,
2011-02,0.349,
2011-03,-1.144,
2011-04,0.027,
2011-05,0.084,
2011-06,0.182,
2011-07,-0.031,
2011-08,-0.007,
2011-09,-0.068,
2011-10,-0.081,
2011-11,-0.034,
2011-12,-0.004,
2012-01,-0.118,
2012-02,-0.197,
2012-03,-1.438,
2012-04,-0.741,
2012-05,-0.015,
2012-06,0.080,
2012-07,0.132,
2012-08,0.102,
2012-09,0.139,
2012-10,0.192,
2012-11,0.099,
2012-12,0.084,
2013-01,0.191,
2013-02,0.080,
2013-03,-0.098,
2013-04,-0.244,
2013-05,0.074,
2013-06,0.155,
2013-07,0.114,
2013-08,0.118,
2013-09,0.219,
2013-10,0.254,
2013-11,0.151,
2013-12,0.216,
2014-01,0.411,
2014-02,0.330,
2014-03,0.194,
2014-04,-1.598,
2014-05,0.202,
2014-06,0.495,
2014-07,0.535,
2014-08,0.409,
2014-09,0.170,
2014-10,0.475,
