"",BBK01.OEAH35V,BBK01.OEAH35V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:58,
2002-01,3.836,
2002-04,3.883,
2002-07,3.876,
2002-10,3.920,
2003-01,4.003,
2003-04,4.138,
2003-07,4.144,
2003-10,4.188,
2004-01,4.188,
2004-04,4.835,
2004-07,4.823,
2004-10,4.853,
2005-01,4.855,
2005-04,4.801,
2005-07,5.632,
2005-10,5.640,
2006-01,5.527,
2006-04,5.620,
2006-07,5.617,
2006-10,5.566,
2007-01,5.615,
2007-04,5.623,
2007-07,5.556,
2007-10,5.525,
2008-01,5.612,
2008-04,0.919,
2008-07,0.891,
2008-10,0.936,
2009-01,0.987,
2009-04,1.078,
2009-07,1.117,
2009-10,1.208,
2010-01,1.275,
2010-04,1.306,
2010-07,1.336,
2010-10,1.343,
2011-01,1.348,
2011-04,1.380,
2011-07,1.653,
2011-10,1.665,
2012-01,1.712,
2012-04,1.722,
2012-07,1.686,
2012-10,1.643,
2013-01,1.709,
2013-04,1.762,
2013-07,1.660,
2013-10,1.605,
2014-01,1.704,
2014-04,1.809,
2014-07,1.804,
