"",BBK01.BU1122,BBK01.BU1122_FLAGS
1985-09,12629.0,
1985-10,12778.0,
1985-11,12970.0,
1985-12,13253.1,
1986-01,13581.6,
1986-02,13867.6,
1986-03,14137.1,
1986-04,14045.1,
1986-05,14104.8,
1986-06,13786.3,
1986-07,13783.7,
1986-08,13886.6,
1986-09,14004.6,
1986-10,14091.9,
1986-11,14207.9,
1986-12,14381.6,
1987-01,14552.6,
1987-02,14622.5,
1987-03,14786.4,
1987-04,14665.5,
1987-05,14716.6,
1987-06,14771.8,
1987-07,14902.3,
1987-08,14882.1,
1987-09,15068.3,
1987-10,15155.7,
1987-11,15431.9,
1987-12,15915.6,
1988-01,16445.1,
1988-02,16974.9,
1988-03,17446.9,
1988-04,17498.9,
1988-05,17452.8,
1988-06,17666.6,
1988-07,17696.3,
1988-08,17619.0,
1988-09,17758.5,
1988-10,17853.4,
1988-11,17832.1,
1988-12,17841.7,
1989-01,17680.2,
1989-02,17760.6,
1989-03,17803.3,
1989-04,17651.3,
1989-05,17703.8,
1989-06,17713.2,
1989-07,17659.9,
1989-08,17678.4,
1989-09,17293.5,
1989-10,17231.1,
1989-11,17123.0,
1989-12,17059.8,
1990-01,16789.9,
1990-02,16653.5,
1990-03,16539.5,
1990-04,16058.2,
1990-05,15951.6,
1990-06,15873.9,
1990-07,16002.0,
1990-08,16148.5,
1990-09,15691.7,
1990-10,15515.5,
1990-11,15607.6,
1990-12,15794.7,
1991-01,15644.0,
1991-02,16356.1,
1991-03,16677.0,
1991-04,16706.0,
1991-05,17009.6,
1991-06,17398.1,
1991-07,17525.0,
1991-08,17514.7,
1991-09,17410.2,
1991-10,17381.4,
1991-11,17472.2,
1991-12,17739.9,
1992-01,17956.6,
1992-02,18327.6,
1992-03,18313.9,
1992-04,18418.3,
1992-05,18327.9,
1992-06,18376.3,
1992-07,18257.9,
1992-08,18089.7,
1992-09,18050.8,
1992-10,18260.0,
1992-11,18104.2,
1992-12,18107.6,
1993-01,18468.4,
1993-02,19028.7,
1993-03,19219.1,
1993-04,19426.5,
1993-05,19569.0,
1993-06,19774.0,
1993-07,20269.3,
1993-08,20791.5,
1993-09,21376.3,
1993-10,22135.8,
1993-11,22774.1,
1993-12,23566.7,
1994-01,24437.3,
1994-02,25005.5,
1994-03,25306.6,
1994-04,25536.1,
1994-05,26062.4,
1994-06,26672.0,
1994-07,27445.5,
1994-08,28238.3,
1994-09,28888.4,
1994-10,29295.7,
1994-11,29783.3,
1994-12,30337.0,
1995-01,30879.7,
1995-02,31454.9,
1995-03,32297.0,
1995-04,32987.7,
1995-05,34017.3,
1995-06,34856.9,
1995-07,35702.7,
1995-08,36715.3,
1995-09,37640.6,
1995-10,38865.1,
1995-11,39470.8,
1995-12,40113.7,
1996-01,42021.9,
1996-02,43049.2,
1996-03,43453.8,
1996-04,44828.7,
1996-05,45288.5,
1996-06,46013.5,
1996-07,46977.9,
1996-08,47861.7,
1996-09,48125.7,
1996-10,48708.1,
1996-11,48745.3,
1996-12,49283.9,
1997-01,50631.1,
1997-02,50952.3,
1997-03,50291.8,
1997-04,50753.0,
1997-05,50671.2,
1997-06,51064.9,
1997-07,51180.3,
1997-08,51308.1,
1997-09,50941.4,
1997-10,51029.4,
1997-11,50475.3,
1997-12,50780.2,
1998-01,51030.2,
1998-02,50219.5,
1998-03,49688.4,
1998-04,49869.1,
1998-05,49953.1,
1998-06,49875.1,
1998-07,49581.4,
1998-08,49342.4,
1998-09,49423.5,
1998-10,49084.4,
1998-11,48009.5,
1998-12,47395.9,
1999-01,46678.3,
1999-02,45455.8,
1999-03,45414.7,
1999-04,45376.3,
1999-05,45346.4,
1999-06,44646.0,
1999-07,44292.7,
1999-08,43878.7,
1999-09,43211.8,
1999-10,42606.0,
1999-11,41879.6,
1999-12,41620.6,
2000-01,40856.7,
2000-02,40884.1,
2000-03,40925.0,
2000-04,41045.0,
2000-05,40444.6,
2000-06,39199.6,
2000-07,39232.9,
2000-08,38780.9,
2000-09,38130.5,
2000-10,38129.6,
2000-11,35991.4,
2000-12,35990.7,
2001-01,35958.7,
2001-02,34929.0,
2001-03,34560.0,
2001-04,33636.6,
2001-05,32585.2,
2001-06,30245.0,
2001-07,30319.0,
2001-08,30338.6,
2001-09,28823.2,
2001-10,28266.2,
2001-11,26383.6,
2001-12,26395.0,
2002-01,24779.1,
2002-02,24751.7,
2002-03,22647.5,
2002-04,22666.1,
2002-05,21967.3,
2002-06,20635.7,
2002-07,20772.5,
2002-08,20057.3,
2002-09,19751.8,
2002-10,18011.2,
2002-11,17852.4,
2002-12,17897.7,
2003-01,15407.7,
2003-02,15514.5,
2003-03,15433.7,
2003-04,15457.9,
2003-05,14414.3,
2003-06,14284.1,
2003-07,13804.2,
2003-08,13754.4,
2003-09,13753.8,
2003-10,12760.5,
2003-11,12791.7,
2003-12,12810.1,
2004-01,11830.0,
2004-02,11211.7,
2004-03,11245.4,
2004-04,10786.2,
2004-05,10574.7,
2004-06,10589.8,
2004-07,10438.5,
2004-08,10558.0,
2004-09,10568.1,
2004-10,10570.3,
2004-11,10730.6,
2004-12,10817.3,
2005-01,10895.1,
2005-02,10951.2,
2005-03,11036.5,
2005-04,11066.8,
2005-05,11118.8,
2005-06,11179.7,
2005-07,11186.0,
2005-08,11125.2,
2005-09,11061.1,
2005-10,11087.6,
2005-11,10980.7,
2005-12,11055.4,
2006-01,10627.7,
2006-02,10734.8,
2006-03,10883.0,
2006-04,10642.9,
2006-05,10770.5,
2006-06,10399.3,
2006-07,10525.6,
2006-08,10598.5,
2006-09,10252.8,
2006-10,10309.1,
2006-11,10247.4,
2006-12,10198.7,
2007-01,10085.9,
2007-02,10185.2,
2007-03,10275.7,
2007-04,10263.5,
2007-05,10075.1,
2007-06,10114.4,
2007-07,10270.8,
2007-08,10288.9,
2007-09,10344.0,
2007-10,10315.6,
2007-11,10270.7,
2007-12,10286.6,
2008-01,10094.4,
2008-02,10161.2,
2008-03,9884.6,
2008-04,9922.0,
2008-05,9904.5,
2008-06,9816.1,
2008-07,9721.5,
2008-08,9567.9,
2008-09,9414.8,
2008-10,9484.9,
2008-11,9568.3,
2008-12,9649.4,
2009-01,9449.1,
2009-02,9522.9,
2009-03,9435.9,comment
2009-04,9491.4,
2009-05,9535.5,
2009-06,9490.4,
2009-07,9522.2,comment
2009-08,9427.0,
2009-09,9449.6,
2009-10,9465.8,
2009-11,9423.7,
2009-12,9470.5,
2010-01,9374.6,
2010-02,9429.0,
2010-03,9441.3,
2010-04,9414.6,
2010-05,9437.4,
2010-06,9437.9,
2010-07,9388.4,
2010-08,9195.5,
2010-09,8866.7,
2010-10,8886.0,
2010-11,8767.9,
2010-12,8703.6,
2011-01,8588.7,
2011-02,8477.2,
2011-03,8499.9,
2011-04,8508.4,
2011-05,8502.6,
2011-06,8497.2,
2011-07,8472.7,
2011-08,8442.4,
2011-09,8349.2,
2011-10,8355.5,
2011-11,8238.1,
2011-12,8208.4,
2012-01,8107.0,
2012-02,8002.8,
2012-03,7869.1,
2012-04,7777.9,
2012-05,7613.3,
2012-06,7517.7,
2012-07,7406.3,
2012-08,7162.4,
2012-09,7109.5,
2012-10,6968.5,
2012-11,6935.2,
2012-12,6818.2,
2013-01,6658.3,
2013-02,6537.8,
2013-03,6353.6,
2013-04,6126.0,
2013-05,6027.2,
2013-06,5889.5,
2013-07,5557.3,
2013-08,4985.8,
2013-09,4970.0,
2013-10,4806.0,
2013-11,4685.1,
2013-12,4488.3,
2014-01,4376.3,
2014-02,4170.2,
2014-03,4130.2,
2014-04,4003.3,
2014-05,3921.5,
2014-06,3772.5,
2014-07,3567.4,
2014-08,3330.6,
2014-09,3067.8,
2014-10,2837.6,
2014-11,2686.3,
"","General: For Germany as a whole (western Germany up to and including 1990) From March 2009, including the debt of the Investment and Repayment Fund. From July 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-03: On 1 March 2009, central government assumed joint responsibility for the debts of the Investment and Repayment Fund.",
"","Comment on 2009-07: On 1 July 2009, central government assumed joint responsibility for the debts of the Financial Market Stabilisation Fund (SoFFin).",
