"",BBK01.OUC108,BBK01.OUC108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:57,
1968-12,0.046,
1969-01,0.044,
1969-02,0.047,
1969-03,0.058,
1969-04,0.064,
1969-05,0.067,
1969-06,0.072,
1969-07,0.085,
1969-08,0.078,
1969-09,0.055,
1969-10,0.060,
1969-11,0.059,
1969-12,0.059,
1970-01,0.075,
1970-02,0.077,
1970-03,0.074,
1970-04,0.065,
1970-05,0.071,
1970-06,0.063,
1970-07,0.063,
1970-08,0.065,
1970-09,0.067,
1970-10,0.069,
1970-11,0.069,
1970-12,0.021,
1971-01,0.033,
1971-02,0.036,
1971-03,0.060,
1971-04,0.031,
1971-05,0.025,
1971-06,0.025,
1971-07,0.028,
1971-08,0.019,
1971-09,0.022,
1971-10,0.019,
1971-11,0.021,
1971-12,0.036,
1972-01,0.020,
1972-02,0.020,
1972-03,0.022,
1972-04,0.029,
1972-05,0.024,
1972-06,0.020,
1972-07,0.026,
1972-08,0.054,
1972-09,0.067,
1972-10,0.052,
1972-11,0.043,
1972-12,0.054,
1973-01,0.043,
1973-02,0.041,
1973-03,0.042,
1973-04,0.044,
1973-05,0.053,
1973-06,0.063,
1973-07,0.047,
1973-08,0.048,
1973-09,0.040,
1973-10,0.048,
1973-11,0.047,
1973-12,0.046,
1974-01,0.055,
1974-02,0.056,
1974-03,0.058,
1974-04,0.060,
1974-05,0.054,
1974-06,0.055,
1974-07,0.053,
1974-08,0.076,
1974-09,0.079,
1974-10,0.089,
1974-11,0.067,
1974-12,0.032,
1975-01,0.054,
1975-02,0.062,
1975-03,0.068,
1975-04,0.081,
1975-05,0.056,
1975-06,0.042,
1975-07,0.040,
1975-08,0.042,
1975-09,0.041,
1975-10,0.041,
1975-11,0.062,
1975-12,0.069,
1976-01,0.051,
1976-02,0.053,
1976-03,0.089,
1976-04,0.071,
1976-05,0.070,
1976-06,0.074,
1976-07,0.066,
1976-08,0.070,
1976-09,0.066,
1976-10,0.107,
1976-11,0.092,
1976-12,0.093,
1977-01,0.092,
1977-02,0.093,
1977-03,0.095,
1977-04,0.109,
1977-05,0.107,
1977-06,0.113,
1977-07,0.109,
1977-08,0.108,
1977-09,0.106,
1977-10,0.106,
1977-11,0.140,
1977-12,0.133,
1978-01,0.110,
1978-02,0.085,
1978-03,0.086,
1978-04,0.092,
1978-05,0.094,
1978-06,0.087,
1978-07,0.088,
1978-08,0.088,
1978-09,0.124,
1978-10,0.149,
1978-11,0.118,
1978-12,0.145,
1979-01,0.100,
1979-02,0.104,
1979-03,0.104,
1979-04,0.106,
1979-05,0.109,
1979-06,0.117,
1979-07,0.103,
1979-08,0.102,
1979-09,0.101,
1979-10,0.104,
1979-11,0.100,
1979-12,0.124,
1980-01,0.095,
1980-02,0.098,
1980-03,0.095,
1980-04,0.093,
1980-05,0.094,
1980-06,0.097,
1980-07,0.096,
1980-08,0.095,
1980-09,0.096,
1980-10,0.099,
1980-11,0.127,
