"",BBK01.SU1056,BBK01.SU1056_FLAGS
"",Deposits of non-banks (non-MFIs) / Deposits under savings and loan contracts / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:30,
1955-01,1.145,
1955-02,1.157,
1955-03,1.181,
1955-04,1.199,
1955-05,1.209,
1955-06,1.228,
1955-07,1.247,
1955-08,1.282,
1955-09,1.322,
1955-10,1.343,
1955-11,1.362,
1955-12,1.544,
1956-01,1.566,
1956-02,1.578,
1956-03,1.598,
1956-04,1.612,
1956-05,1.606,
1956-06,1.639,
1956-07,1.647,
1956-08,1.673,
1956-09,1.702,
1956-10,1.737,
1956-11,1.751,
1956-12,1.964,
1957-01,1.968,
1957-02,1.985,
1957-03,1.992,
1957-04,2.025,
1957-05,2.019,
1957-06,2.074,
1957-07,2.079,
1957-08,2.113,
1957-09,2.156,
1957-10,2.190,
1957-11,2.202,
1957-12,2.483,
1958-01,2.491,
1958-02,2.500,
1958-03,2.522,
1958-04,2.539,
1958-05,2.529,
1958-06,2.568,
1958-07,2.578,
1958-08,2.610,
1958-09,2.659,
1958-10,2.686,
1958-11,2.706,
1958-12,3.075,
1959-01,3.075,
1959-02,3.082,
1959-03,3.090,
1959-04,3.103,
1959-05,3.095,
1959-06,3.142,
1959-07,3.136,
1959-08,3.181,
1959-09,3.255,
1959-10,3.302,
1959-11,3.327,
1959-12,3.830,
1960-01,3.847,
1960-02,3.867,
1960-03,3.899,
1960-04,3.931,
1960-05,3.955,
1960-06,4.013,
1960-07,4.006,
1960-08,4.067,
1960-09,4.166,
1960-10,4.211,
1960-11,4.239,
1960-12,4.783,
1961-01,4.787,
1961-02,4.795,
1961-03,4.833,
1961-04,4.877,
1961-05,4.879,
1961-06,4.945,
1961-07,4.926,
1961-08,4.976,
1961-09,5.045,
1961-10,5.070,
1961-11,5.108,
1961-12,5.769,
1962-01,5.760,
1962-02,5.779,
1962-03,5.814,
1962-04,5.842,
1962-05,5.830,
1962-06,5.868,
1962-07,5.821,
1962-08,5.860,
1962-09,5.924,
1962-10,5.964,
1962-11,5.979,
1962-12,6.684,
1963-01,6.632,
1963-02,6.647,
1963-03,6.696,
1963-04,6.723,
1963-05,6.712,
1963-06,6.760,
1963-07,6.726,
1963-08,6.781,
1963-09,6.864,
1963-10,6.912,
1963-11,6.935,
1963-12,7.755,
1964-01,7.693,
1964-02,7.664,
1964-03,7.683,
1964-04,7.705,
1964-05,7.687,
1964-06,7.737,
1964-07,7.735,
1964-08,7.781,
1964-09,7.834,
1964-10,7.866,
1964-11,7.872,
1964-12,8.892,
1965-01,8.844,
1965-02,8.859,
1965-03,8.901,
1965-04,8.939,
1965-05,8.900,
1965-06,8.961,
1965-07,8.994,
1965-08,9.086,
1965-09,9.229,
1965-10,9.311,
1965-11,9.327,
1965-12,10.707,
1966-01,10.753,
1966-02,10.827,
1966-03,10.989,
1966-04,11.092,
1966-05,11.113,
1966-06,11.265,
1966-07,11.310,
1966-08,11.481,
1966-09,11.703,
1966-10,11.822,
1966-11,11.807,
1966-12,13.093,
1967-01,13.046,
1967-02,13.037,
1967-03,13.104,
1967-04,13.140,
1967-05,13.015,
1967-06,13.142,
1967-07,13.104,
1967-08,13.180,
1967-09,13.252,
1967-10,13.288,
1967-11,13.220,
1967-12,14.579,
1968-01,14.447,
1968-02,14.416,
1968-03,14.402,
1968-04,14.456,
1968-05,14.312,
1968-06,14.340,
1968-07,14.303,
1968-08,14.361,
1968-09,14.381,
1968-10,14.446,
1968-11,14.389,
1968-12,15.884,
1969-01,15.805,
1969-02,15.766,
1969-03,15.817,
1969-04,15.873,
1969-05,15.758,
1969-06,15.813,
1969-07,15.782,
1969-08,15.859,
1969-09,15.982,
1969-10,16.103,
1969-11,16.060,
1969-12,17.945,
1970-01,17.827,
1970-02,17.785,
1970-03,17.857,
1970-04,17.935,
1970-05,17.922,
1970-06,18.008,
1970-07,18.015,
1970-08,18.042,
1970-09,18.337,
1970-10,18.483,
1970-11,18.559,
1970-12,20.763,
1971-01,20.609,
1971-02,20.356,
1971-03,20.405,
1971-04,20.562,
1971-05,20.503,
1971-06,20.546,
1971-07,20.526,
1971-08,20.522,
1971-09,20.953,
1971-10,21.063,
1971-11,21.123,
1971-12,23.621,
1972-01,23.453,
1972-02,23.283,
1972-03,23.464,
1972-04,23.505,
1972-05,23.554,
1972-06,23.556,
1972-07,23.516,
1972-08,23.583,
1972-09,24.012,
1972-10,24.253,
1972-11,24.354,
1972-12,27.366,
1973-01,27.257,
1973-02,27.260,
1973-03,27.616,
1973-04,27.926,
1973-05,28.100,
1973-06,28.255,
1973-07,28.264,
1973-08,28.270,
1973-09,28.559,
1973-10,28.691,
1973-11,28.686,
1973-12,31.007,
1974-01,30.841,
1974-02,30.604,
1974-03,30.776,
1974-04,30.905,
1974-05,30.844,
1974-06,30.868,
1974-07,30.821,
1974-08,30.734,
1974-09,31.093,
1974-10,31.276,
1974-11,31.251,
1974-12,33.941,
1975-01,33.792,
1975-02,33.579,
1975-03,33.745,
1975-04,33.990,
1975-05,33.951,
1975-06,34.063,
1975-07,34.012,
1975-08,33.973,
1975-09,34.449,
1975-10,34.881,
1975-11,34.920,
1975-12,37.724,
1976-01,37.682,
1976-02,37.520,
1976-03,37.941,
1976-04,38.212,
1976-05,38.076,
1976-06,38.127,
1976-07,38.195,
1976-08,38.166,
1976-09,38.601,
1976-10,38.830,
1976-11,38.766,
1976-12,41.403,
1977-01,41.200,
1977-02,41.050,
1977-03,41.426,
1977-04,41.578,
1977-05,41.414,
1977-06,41.467,
1977-07,41.507,
1977-08,41.472,
1977-09,41.892,
1977-10,42.076,
1977-11,42.026,
1977-12,44.722,
1978-01,44.668,
1978-02,44.554,
1978-03,44.908,
1978-04,45.068,
1978-05,44.924,
1978-06,44.981,
1978-07,45.070,
1978-08,44.933,
1978-09,45.375,
1978-10,45.608,
1978-11,45.536,
1978-12,48.455,
1979-01,48.236,
1979-02,48.108,
1979-03,48.589,
1979-04,48.853,
1979-05,48.745,
1979-06,48.886,
1979-07,48.981,
1979-08,48.942,
1979-09,49.296,
1979-10,49.493,
1979-11,49.386,
1979-12,52.440,
1980-01,52.126,
1980-02,51.936,
1980-03,52.331,
1980-04,52.526,
1980-05,52.332,
1980-06,52.383,
1980-07,52.238,
1980-08,52.095,
1980-09,52.428,
1980-10,52.596,
1980-11,52.518,
1980-12,55.572,
1981-01,55.177,
1981-02,55.122,
1981-03,55.435,
1981-04,55.801,
1981-05,55.482,
1981-06,55.545,
1981-07,55.413,
1981-08,55.286,
1981-09,55.456,
1981-10,55.511,
1981-11,55.152,
1981-12,58.188,
1982-01,57.796,
1982-02,57.718,
1982-03,57.965,
1982-04,58.072,
1982-05,57.635,
1982-06,57.588,
1982-07,57.322,
1982-08,57.203,
1982-09,57.399,
1982-10,57.596,
1982-11,57.351,
1982-12,60.622,
1983-01,60.392,
1983-02,60.404,
1983-03,60.537,
1983-04,60.672,
1983-05,60.228,
1983-06,60.205,
1983-07,60.188,
1983-08,60.048,
1983-09,60.102,
1983-10,60.100,
1983-11,59.918,
1983-12,62.912,
1984-01,62.181,
1984-02,61.967,
1984-03,61.915,
1984-04,61.809,
1984-05,61.534,
1984-06,61.481,
1984-07,61.087,
1984-08,60.828,
1984-09,60.464,
1984-10,60.317,
1984-11,59.971,
1984-12,62.705,
1985-01,62.013,
1985-02,61.818,
1985-03,61.621,
1985-04,61.389,
1985-05,60.802,
1985-06,60.590,
1985-07,60.119,
1985-08,59.877,
1985-09,59.625,
1985-10,59.544,
1985-11,59.170,
1985-12,61.712,
1986-01,60.991,
1986-02,60.701,
1986-03,60.449,
1986-04,60.346,
1986-05,59.945,
1986-06,59.717,
1986-07,59.100,
1986-08,58.780,
1986-09,58.531,
1986-10,58.343,
1986-11,58.032,
1986-12,60.492,
1987-01,59.741,
1987-02,59.357,
1987-03,58.929,
1987-04,58.653,
1987-05,58.321,
1987-06,57.983,
1987-07,57.570,
1987-08,57.182,
1987-09,56.942,
1987-10,56.720,
1987-11,56.241,
1987-12,58.650,
1988-01,58.097,
1988-02,57.860,
1988-03,57.790,
1988-04,57.657,
1988-05,57.484,
1988-06,57.366,
1988-07,57.077,
1988-08,56.837,
1988-09,56.741,
1988-10,56.613,
1988-11,56.560,
1988-12,59.100,
1989-01,58.849,
1989-02,58.739,
1989-03,58.785,
1989-04,58.572,
1989-05,58.423,
1989-06,58.379,
1989-07,58.144,
1989-08,57.978,
1989-09,58.040,
1989-10,57.996,
1989-11,57.986,
1989-12,60.673,
