"",BBK01.WT4061,BBK01.WT4061_FLAGS
"","DE0001141596 / Prices / 2,000 BO S 159",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:36:45,
2011-01-12,100.030,
2011-01-13,99.700,
2011-01-14,99.150,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,99.275,
2011-01-18,98.960,
2011-01-19,98.850,
2011-01-20,98.925,
2011-01-21,98.440,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,98.385,
2011-01-25,98.630,
2011-01-26,98.300,
2011-01-27,98.080,
2011-01-28,98.055,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,98.070,
2011-02-01,98.120,
2011-02-02,98.040,
2011-02-03,97.880,
2011-02-04,98.100,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,97.930,
2011-02-08,97.910,
2011-02-09,97.700,
2011-02-10,97.790,
2011-02-11,97.845,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,97.885,
2011-02-15,97.810,
2011-02-16,98.090,
2011-02-17,98.110,
2011-02-18,98.380,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,98.200,
2011-02-22,98.395,
2011-02-23,98.275,
2011-02-24,98.330,
2011-02-25,98.200,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,98.310,
2011-03-01,97.975,
2011-03-02,98.140,
2011-03-03,97.830,
2011-03-04,97.150,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,97.115,
2011-03-08,97.210,
2011-03-09,97.295,
2011-03-10,97.445,
2011-03-11,97.775,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,97.415,
2011-03-15,98.345,
2011-03-16,98.255,
2011-03-17,98.270,
2011-03-18,98.130,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,97.720,
2011-03-22,97.310,
2011-03-23,97.520,
2011-03-24,97.530,
2011-03-25,97.415,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,97.185,
2011-03-29,97.180,
2011-03-30,96.970,
2011-03-31,96.940,
2011-04-01,96.760,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,96.840,
2011-04-05,96.895,
2011-04-06,96.800,
2011-04-07,96.615,
2011-04-08,96.450,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,96.340,
2011-04-12,96.480,
2011-04-13,96.525,
2011-04-14,96.810,
2011-04-15,96.680,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,97.040,
2011-04-19,97.185,
2011-04-20,96.990,
2011-04-21,96.950,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,97.255,
2011-04-27,97.240,
2011-04-28,97.095,
2011-04-29,97.180,
