"",BBK01.QUJ422,BBK01.QUJ422_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Slovenia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:26,
1994-01,0.042,
1994-02,0.047,
1994-03,0.043,
1994-04,0.048,
1994-05,0.084,
1994-06,0.046,
1994-07,0.047,
1994-08,0.041,
1994-09,0.041,
1994-10,0.041,
1994-11,0.044,
1994-12,0.058,
1995-01,0.051,
1995-02,0.046,
1995-03,0.044,
1995-04,0.042,
1995-05,0.043,
1995-06,0.045,
1995-07,0.044,
1995-08,0.042,
1995-09,0.049,
1995-10,0.049,
1995-11,0.048,
1995-12,0.077,
1996-01,0.079,
1996-02,0.075,
1996-03,0.080,
1996-04,0.082,
1996-05,0.082,
1996-06,0.101,
1996-07,0.131,
1996-08,0.114,
1996-09,0.117,
1996-10,0.116,
1996-11,0.117,
1996-12,0.138,
1997-01,0.137,
1997-02,0.130,
1997-03,0.122,
1997-04,0.130,
1997-05,0.220,
1997-06,0.127,
1997-07,0.112,
1997-08,0.107,
1997-09,0.119,
1997-10,0.129,
1997-11,0.135,
1997-12,0.128,
1998-01,0.139,
1998-02,0.127,
1998-03,0.130,
1998-04,0.127,
1998-05,0.124,
1998-06,0.135,
1998-07,0.144,
1998-08,0.137,
1998-09,0.157,
1998-10,0.152,
1998-11,0.155,
1998-12,0.141,
1999-01,0.143,
1999-02,0.147,
1999-03,0.166,
1999-04,0.167,
1999-05,0.193,
1999-06,0.199,
1999-07,0.211,
1999-08,0.192,
1999-09,0.191,
1999-10,0.160,
1999-11,0.160,
1999-12,0.159,
2000-01,0.155,
2000-02,0.162,
2000-03,0.160,
2000-04,0.164,
2000-05,0.161,
2000-06,0.164,
2000-07,0.165,
2000-08,0.173,
2000-09,0.171,
2000-10,0.162,
2000-11,0.179,
2000-12,0.173,
2001-01,0.178,
2001-02,0.193,
2001-03,0.189,
2001-04,0.189,
2001-05,0.211,
2001-06,1.082,
2001-07,1.116,
2001-08,1.126,
2001-09,1.192,
2001-10,1.235,
2001-11,1.221,
2001-12,1.229,
2002-01,1.251,
2002-02,1.341,
2002-03,1.340,
2002-04,1.338,
2002-05,1.378,
2002-06,1.469,
2002-07,1.449,
2002-08,1.456,
2002-09,1.436,
2002-10,1.495,
2002-11,1.575,
2002-12,1.596,
2003-01,1.707,
2003-02,1.671,
2003-03,1.673,
2003-04,1.686,
2003-05,1.682,
2003-06,1.762,
2003-07,1.765,
2003-08,1.804,
2003-09,1.821,
2003-10,1.867,
2003-11,1.852,
2003-12,1.914,
2004-01,1.931,
2004-02,1.956,
2004-03,1.962,
2004-04,1.970,
2004-05,2.000,
2004-06,2.004,
2004-07,2.033,
2004-08,2.111,
2004-09,2.127,
2004-10,2.149,
2004-11,2.155,
2004-12,2.183,
2005-01,2.277,
2005-02,2.416,
2005-03,2.488,
2005-04,2.497,
2005-05,2.602,
2005-06,2.836,
2005-07,2.945,
2005-08,2.817,
2005-09,2.981,
2005-10,2.947,
2005-11,2.775,
2005-12,2.832,
2006-01,2.974,
2006-02,3.055,
2006-03,3.018,
2006-04,2.966,
2006-05,3.038,
2006-06,3.220,
2006-07,3.007,
2006-08,3.124,
2006-09,3.386,
2006-10,3.358,
2006-11,3.313,
2006-12,3.675,
2007-01,0.346,
2007-02,0.358,
2007-03,0.378,
2007-04,0.457,
2007-05,0.479,
2007-06,0.480,
2007-07,0.466,
2007-08,0.452,
2007-09,0.432,
2007-10,0.427,
2007-11,0.439,
2007-12,4.195,
2008-01,5.410,
2008-02,5.543,
2008-03,5.738,
2008-04,5.734,
2008-05,5.844,
2008-06,5.927,
2008-07,6.108,
2008-08,6.165,
2008-09,6.421,
2008-10,6.460,
2008-11,6.424,
2008-12,6.429,
2009-01,6.417,
2009-02,6.303,
2009-03,6.312,
2009-04,6.362,
2009-05,6.392,
2009-06,6.430,
2009-07,6.459,
2009-08,6.384,
2009-09,6.344,
2009-10,6.300,
2009-11,6.324,
2009-12,0.219,
2010-01,0.218,
2010-02,0.218,
2010-03,0.200,
2010-04,0.184,
2010-05,0.184,
2010-06,0.185,
2010-07,0.184,
2010-08,0.184,
2010-09,0.154,
2010-10,0.135,
2010-11,0.132,
2010-12,0.121,
2011-01,0.126,
2011-02,0.126,
2011-03,0.146,
2011-04,0.136,
2011-05,0.064,
2011-06,0.064,
2011-07,0.063,
2011-08,0.063,
2011-09,0.063,
2011-10,0.058,
2011-11,0.058,
2011-12,0.057,
2012-01,0.062,
2012-02,0.059,
2012-03,0.064,
2012-04,0.061,
2012-05,0.060,
2012-06,0.056,
2012-07,0.051,
2012-08,0.046,
2012-09,0.044,
2012-10,0.043,
2012-11,0.044,
2012-12,0.043,
2013-01,0.044,
2013-02,0.044,
2013-03,0.044,
2013-04,0.044,
2013-05,0.042,
2013-06,0.042,
2013-07,0.043,
2013-08,0.042,
2013-09,0.041,
2013-10,0.041,
2013-11,0.041,
2013-12,0.041,
2014-01,0.041,
2014-02,0.041,
2014-03,0.041,
2014-04,0.041,
2014-05,0.041,
2014-06,0.041,
2014-07,0.001,
2014-08,0.001,
2014-09,0.001,
2014-10,0.001,
2014-11,0.001,
