"",BBK01.WX0079,BBK01.WX0079_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 7.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:24,
2002-01,5.025,
2002-02,5.047,
2002-03,5.363,
2002-04,5.225,
2002-05,5.274,
2002-06,5.036,
2002-07,4.831,
2002-08,4.606,
2002-09,4.287,
2002-10,4.453,
2002-11,4.423,
2002-12,4.084,
2003-01,3.958,
2003-02,3.710,
2003-03,3.880,
2003-04,3.882,
2003-05,3.483,
2003-06,3.562,
2003-07,4.020,
2003-08,4.031,
2003-09,3.809,
2003-10,4.161,
2003-11,4.309,
2003-12,4.124,
2004-01,4.077,
2004-02,3.837,
2004-03,3.696,
2004-04,3.995,
2004-05,4.199,
2004-06,4.158,
2004-07,4.057,
2004-08,3.834,
2004-09,3.806,
2004-10,3.673,
2004-11,3.536,
2004-12,3.476,
2005-01,3.347,
2005-02,3.543,
2005-03,3.442,
2005-04,3.240,
2005-05,3.086,
2005-06,2.899,
2005-07,3.065,
2005-08,2.930,
2005-09,3.030,
2005-10,3.303,
2005-11,3.369,
2005-12,3.301,
2006-01,3.501,
2006-02,3.537,
2006-03,3.871,
2006-04,4.031,
2006-05,4.037,
2006-06,4.160,
2006-07,4.033,
2006-08,3.878,
2006-09,3.869,
2006-10,3.884,
2006-11,3.849,
2006-12,4.132,
2007-01,4.257,
2007-02,4.112,
2007-03,4.228,
2007-04,4.330,
2007-05,4.624,
2007-06,4.803,
2007-07,4.660,
2007-08,4.556,
2007-09,4.601,
2007-10,4.569,
2007-11,4.486,
2007-12,4.601,
2008-01,4.190,
2008-02,4.102,
2008-03,4.231,
2008-04,4.428,
2008-05,4.715,
2008-06,5.024,
2008-07,4.795,
2008-08,4.616,
2008-09,4.651,
2008-10,4.260,
2008-11,3.701,
2008-12,3.473,
2009-01,3.392,
2009-02,3.142,
2009-03,3.053,
2009-04,3.115,
2009-05,3.344,
2009-06,3.297,
2009-07,3.199,
2009-08,3.150,
2009-09,3.135,
2009-10,3.185,
2009-11,3.114,
2009-12,3.260,
2010-01,3.054,
2010-02,2.944,
2010-03,2.890,
2010-04,2.795,
2010-05,2.568,
2010-06,2.538,
2010-07,2.567,
2010-08,2.028,
2010-09,2.284,
2010-10,2.482,
2010-11,2.718,
2010-12,2.991,
2011-01,3.201,
2011-02,3.170,
2011-03,3.405,
2011-04,3.319,
2011-05,3.084,
2011-06,3.149,
2011-07,2.850,
2011-08,2.565,
2011-09,2.275,
2011-10,2.312,
2011-11,2.421,
2011-12,2.077,
2012-01,1.908,
2012-02,1.906,
2012-03,1.940,
2012-04,1.803,
2012-05,1.421,
2012-06,1.640,
2012-07,1.391,
2012-08,1.315,
2012-09,1.332,
2012-10,1.345,
2012-11,1.237,
2012-12,1.119,
2013-01,1.529,
2013-02,1.290,
2013-03,1.264,
2013-04,1.061,
2013-05,1.322,
2013-06,1.619,
2013-07,1.541,
2013-08,1.776,
2013-09,1.629,
2013-10,1.513,
2013-11,1.503,
2013-12,1.711,
2014-01,1.417,
2014-02,1.421,
2014-03,1.339,
2014-04,1.270,
2014-05,1.123,
2014-06,1.002,
2014-07,0.946,
2014-08,0.735,
2014-09,0.732,
2014-10,0.674,
2014-11,0.573,
2014-12,0.527,
2015-01,0.433,
