"",BBK01.SUD102,BBK01.SUD102_FLAGS
"",Effective interest rates of German banks / New business / Households' deposits with an agreed maturity of up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:44,
2003-01,2.60,
2003-02,2.42,
2003-03,2.37,
2003-04,2.30,
2003-05,2.29,
2003-06,2.13,
2003-07,1.98,
2003-08,2.07,
2003-09,1.88,
2003-10,1.94,
2003-11,1.89,
2003-12,1.89,
2004-01,1.92,
2004-02,1.95,
2004-03,2.03,
2004-04,2.01,
2004-05,1.88,
2004-06,1.88,
2004-07,1.90,
2004-08,1.96,
2004-09,1.89,
2004-10,1.92,
2004-11,1.92,
2004-12,1.90,
2005-01,1.93,
2005-02,1.93,
2005-03,1.91,
2005-04,1.88,
2005-05,1.89,
2005-06,1.89,
2005-07,1.88,
2005-08,1.88,
2005-09,1.89,
2005-10,1.89,
2005-11,1.92,
2005-12,2.06,
2006-01,2.16,
2006-02,2.21,
2006-03,2.29,
2006-04,2.32,
2006-05,2.37,
2006-06,2.49,
2006-07,2.63,
2006-08,2.75,
2006-09,2.82,
2006-10,2.97,
2006-11,3.05,
2006-12,3.23,
2007-01,3.34,
2007-02,3.33,
2007-03,3.48,
2007-04,3.54,
2007-05,3.60,
2007-06,3.72,
2007-07,3.84,
2007-08,3.94,
2007-09,4.01,
2007-10,4.00,
2007-11,4.03,
2007-12,4.22,
2008-01,4.08,
2008-02,3.91,
2008-03,4.01,
2008-04,4.13,
2008-05,4.18,
2008-06,4.27,
2008-07,4.43,
2008-08,4.51,
2008-09,4.48,
2008-10,4.49,
2008-11,3.89,
2008-12,3.21,
2009-01,2.67,
2009-02,1.94,
2009-03,1.46,
2009-04,1.32,
2009-05,1.34,
2009-06,1.29,
2009-07,1.45,
2009-08,1.18,
2009-09,1.01,
2009-10,1.03,
2009-11,1.04,
2009-12,0.87,
2010-01,1.12,
2010-02,1.21,
2010-03,1.35,
2010-04,1.07,
2010-05,0.96,
2010-06,0.94,
2010-07,1.10,
2010-08,1.03,
2010-09,1.04,
2010-10,1.13,
2010-11,1.16,
2010-12,1.06,
2011-01,1.29,
2011-02,1.24,
2011-03,1.18,
2011-04,1.36,
2011-05,1.36,
2011-06,1.40,
2011-07,1.55,
2011-08,1.53,
2011-09,1.53,
2011-10,1.60,
2011-11,1.57,
2011-12,1.38,
2012-01,1.50,
2012-02,1.42,
2012-03,1.35,
2012-04,1.37,
2012-05,1.26,
2012-06,1.25,
2012-07,1.38,
2012-08,1.28,
2012-09,1.29,
2012-10,1.07,
2012-11,1.06,
2012-12,0.79,
2013-01,0.92,
2013-02,0.94,
2013-03,0.79,
2013-04,0.80,
2013-05,0.82,
2013-06,0.77,
2013-07,0.74,
2013-08,0.75,
2013-09,0.73,
2013-10,0.71,
2013-11,0.74,
2013-12,0.66,
2014-01,0.75,
2014-02,0.78,
2014-03,0.69,
2014-04,0.68,
2014-05,0.66,
2014-06,0.65,
2014-07,0.53,
2014-08,0.54,
2014-09,0.52,
2014-10,0.51,
2014-11,0.52,
2014-12,0.35,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
