"",BBFB1.Q.N.DE.W00200.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.Q.N.DE.W00200.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Industrial Countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:49:20,
1991-01,17311.651,
1991-04,8678.590,
1991-07,11288.739,
1991-10,18894.293,
1992-01,6931.641,
1992-04,5165.715,
1992-07,45428.496,
1992-10,26578.144,
1993-01,48456.025,
1993-04,37727.026,
1993-07,28598.717,
1993-10,40633.986,
1994-01,3749.368,
1994-04,4952.313,
1994-07,18811.431,
1994-10,37121.441,
1995-01,26336.524,
1995-04,34623.532,
1995-07,27928.582,
1995-10,25903.259,
1996-01,23792.626,
1996-04,26509.966,
1996-07,13544.618,
1996-10,48311.011,
1997-01,68966.448,
1997-04,45060.988,
1997-07,27251.549,
1997-10,50609.139,
1998-01,93203.247,
1998-04,75155.984,
1998-07,48879.250,
1998-10,77152.112,
1999-01,84561.769,
1999-04,66796.299,
1999-07,67206.066,
1999-10,92581.371,
2000-01,182051.241,
2000-04,122497.664,
2000-07,80810.464,
2000-10,36368.796,
2001-01,152695.575,
2001-04,76769.645,
2001-07,51461.204,
2001-10,-3635.245,
2002-01,47253.105,
2002-04,85323.299,
2002-07,86424.377,
2002-10,45.658,
2003-01,103430.725,
2003-04,53595.060,
2003-07,26708.643,
2003-10,-1090.983,
2004-01,85440.597,
2004-04,-39144.928,
2004-07,82136.750,
2004-10,6205.239,
2005-01,130908.662,
2005-04,47579.092,
2005-07,50298.575,
2005-10,33518.060,
2006-01,130943.401,
2006-04,24150.262,
2006-07,36895.034,
2006-10,59451.448,
2007-01,127496.825,
2007-04,147261.067,
2007-07,119440.391,
2007-10,27022.419,
2008-01,140207.479,
2008-04,6421.888,
2008-07,34755.138,
2008-10,-163143.218,
2009-01,-65458.226,
2009-04,33663.149,
2009-07,-62130.633,
2009-10,-37309.552,
2010-01,49510.362,
2010-04,79281.213,
2010-07,68079.645,
2010-10,55655.657,
2011-01,520.660,
2011-04,21138.978,
2011-07,143630.514,
2011-10,-93561.942,
2012-01,201372.976,
2012-04,56331.240,
2012-07,-38327.430,
2012-10,-65938.845,
2013-01,-28334.146,
2013-04,3734.016,
2013-07,-80700.230,
2013-10,-103790.510,
2014-01,12767.201,Provisional value
2014-04,38114.366,Provisional value
2014-07,-26975.763,Provisional value
2014-10,-73512.538,Provisional value
