"",BBK01.QUF825,BBK01.QUF825_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:49,
2004-12,0.102,
2005-01,0.117,
2005-02,0.116,
2005-03,0.128,
2005-04,0.128,
2005-05,0.149,
2005-06,0.175,
2005-07,0.179,
2005-08,0.200,
2005-09,0.284,
2005-10,0.339,
2005-11,0.343,
2005-12,0.366,
2006-01,0.359,
2006-02,0.359,
2006-03,0.429,
2006-04,0.442,
2006-05,0.471,
2006-06,0.332,
2006-07,0.408,
2006-08,0.504,
2006-09,0.527,
2006-10,0.524,
2006-11,0.541,
2006-12,0.590,
2007-01,0.309,
2007-02,0.308,
2007-03,0.305,
2007-04,0.309,
2007-05,0.311,
2007-06,0.322,
2007-07,0.310,
2007-08,0.337,
2007-09,0.344,
2007-10,0.336,
2007-11,0.373,
2007-12,0.395,
2008-01,0.409,
2008-02,0.458,
2008-03,0.452,
2008-04,0.464,
2008-05,0.508,
2008-06,0.534,
2008-07,0.570,
2008-08,0.614,
2008-09,0.628,
2008-10,0.675,
2008-11,0.672,
2008-12,0.642,
2009-01,0.685,
2009-02,0.678,
2009-03,0.660,
2009-04,0.659,
2009-05,0.648,
2009-06,0.629,
2009-07,0.588,
2009-08,0.571,
2009-09,0.564,
2009-10,0.553,
2009-11,0.560,
2009-12,0.573,
2010-01,0.584,
2010-02,0.572,
2010-03,0.578,
2010-04,0.595,
2010-05,0.619,
2010-06,0.618,
2010-07,0.542,
2010-08,0.578,
2010-09,0.594,
2010-10,0.555,
2010-11,0.569,
2010-12,0.560,
2011-01,0.505,
2011-02,0.504,
2011-03,0.495,
2011-04,0.482,
2011-05,0.488,
2011-06,0.486,
2011-07,0.493,
2011-08,0.487,
2011-09,0.481,
2011-10,0.477,
2011-11,0.488,
2011-12,0.409,
2012-01,0.406,
2012-02,0.402,
2012-03,0.391,
2012-04,0.460,
2012-05,0.352,
2012-06,0.350,
2012-07,0.350,
2012-08,0.386,
2012-09,0.419,
2012-10,0.416,
2012-11,0.415,
2012-12,0.385,
2013-01,0.337,
2013-02,0.379,
2013-03,0.359,
2013-04,0.352,
2013-05,0.351,
2013-06,0.350,
2013-07,0.347,
2013-08,0.344,
2013-09,0.332,
2013-10,0.334,
2013-11,0.334,
2013-12,0.329,
2014-01,0.329,
2014-02,0.323,
2014-03,0.318,
2014-04,0.314,
2014-05,0.315,
2014-06,0.291,
2014-07,0.291,
2014-08,0.288,
2014-09,0.204,
2014-10,0.201,
2014-11,0.200,
