"",BBK01.TVD449,BBK01.TVD449_FLAGS
2010-08,8892,
2010-09,-19309,
2010-10,-6468,
2010-11,3837,
2010-12,-32976,
2011-01,17,
2011-02,4105,
2011-03,-53420,
2011-04,36607,
2011-05,-5838,
2011-06,-47803,
2011-07,573,
2011-08,47000,
2011-09,29087,
2011-10,11968,
2011-11,11018,
2011-12,-113765,
2012-01,143618,
2012-02,20748,
2012-03,52528,
2012-04,13752,
2012-05,-24446,
2012-06,-34717,
2012-07,6284,
2012-08,25248,
2012-09,-38149,
2012-10,-5848,
2012-11,-33364,
2012-12,-71482,
2013-01,7302,
2013-02,-5457,
2013-03,-16320,
2013-04,6043,
2013-05,-17573,
2013-06,-10126,
2013-07,-5661,
2013-08,-17587,
2013-09,-34484,
2013-10,4199,
2013-11,9258,
2013-12,-53678,
2014-01,37184,
2014-02,-4461,
2014-03,-9915,
2014-04,10240,
2014-05,5669,
2014-06,-20703,
2014-07,22086,
2014-08,-2471,
2014-09,5683,
2014-10,-896,
2014-11,25282,
2014-12,-27121,
2015-01,78980,
