"",BBK01.QUF830,BBK01.QUF830_FLAGS
"",All foreign subsidiaries: Short-term liabilities to non-residents / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:51,
2004-12,0.202,
2005-01,0.205,
2005-02,0.207,
2005-03,0.293,
2005-04,0.416,
2005-05,0.357,
2005-06,0.345,
2005-07,0.329,
2005-08,0.306,
2005-09,0.252,
2005-10,0.329,
2005-11,0.322,
2005-12,0.327,
2006-01,0.318,
2006-02,0.476,
2006-03,0.292,
2006-04,0.365,
2006-05,0.503,
2006-06,0.417,
2006-07,0.523,
2006-08,0.631,
2006-09,0.378,
2006-10,0.410,
2006-11,0.287,
2006-12,0.383,
2007-01,0.265,
2007-02,0.216,
2007-03,0.191,
2007-04,0.190,
2007-05,0.125,
2007-06,0.182,
2007-07,0.210,
2007-08,0.229,
2007-09,0.232,
2007-10,0.243,
2007-11,0.358,
2007-12,0.332,
2008-01,1.401,
2008-02,1.168,
2008-03,1.627,
2008-04,1.592,
2008-05,1.365,
2008-06,1.336,
2008-07,0.970,
2008-08,0.813,
2008-09,0.771,
2008-10,0.844,
2008-11,0.829,
2008-12,1.036,
2009-01,0.840,
2009-02,1.012,
2009-03,0.495,
2009-04,0.296,
2009-05,0.400,
2009-06,0.161,
2009-07,0.266,
2009-08,0.440,
2009-09,0.404,
2009-10,0.235,
2009-11,0.151,
2009-12,0.107,
2010-01,0.108,
2010-02,0.107,
2010-03,0.107,
2010-04,0.175,
2010-05,0.303,
2010-06,0.362,
2010-07,0.392,
2010-08,0.588,
2010-09,0.774,
2010-10,0.649,
2010-11,0.644,
2010-12,0.416,
2011-01,0.368,
2011-02,0.439,
2011-03,0.487,
2011-04,0.493,
2011-05,0.497,
2011-06,0.482,
2011-07,0.429,
2011-08,0.455,
2011-09,0.904,
2011-10,0.815,
2011-11,1.003,
2011-12,0.491,
2012-01,0.456,
2012-02,0.476,
2012-03,0.485,
2012-04,0.499,
2012-05,0.499,
2012-06,0.507,
2012-07,0.553,
2012-08,0.595,
2012-09,0.650,
2012-10,0.608,
2012-11,0.531,
2012-12,0.672,
2013-01,0.561,
2013-02,0.541,
2013-03,0.844,
2013-04,0.692,
2013-05,0.610,
2013-06,0.592,
2013-07,0.535,
2013-08,0.543,
2013-09,0.498,
2013-10,0.475,
2013-11,0.477,
2013-12,0.397,
2014-01,0.452,
2014-02,0.472,
2014-03,0.496,
2014-04,0.446,
2014-05,0.386,
2014-06,0.445,
2014-07,0.547,
2014-08,0.483,
2014-09,0.432,
2014-10,0.552,
2014-11,0.652,
