"",BBK01.OXA8H3,BBK01.OXA8H3_FLAGS
"",Long-term loans (including bills of exchange) to domestic households - Consumer credit,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:01,
2002-12,113.946,
2003-01,109.650,
2003-02,105.405,
2003-03,109.005,
2003-04,108.151,
2003-05,108.100,
2003-06,109.811,
2003-07,110.700,
2003-08,101.934,
2003-09,91.683,
2003-10,92.579,
2003-11,92.318,
2003-12,91.344,
2004-01,91.025,
2004-02,90.843,
2004-03,89.741,
2004-04,90.238,
2004-05,90.640,
2004-06,94.036,
2004-07,94.600,
2004-08,94.452,
2004-09,95.134,
2004-10,95.388,
2004-11,94.820,
2004-12,94.652,
2005-01,94.451,
2005-02,94.119,
2005-03,93.663,
2005-04,94.459,
2005-05,94.133,
2005-06,94.337,
2005-07,94.845,
2005-08,94.913,
2005-09,95.067,
2005-10,95.446,
2005-11,94.451,
2005-12,93.865,
2006-01,93.942,
2006-02,93.936,
2006-03,93.601,
2006-04,93.625,
2006-05,93.932,
2006-06,94.080,
2006-07,94.284,
2006-08,95.096,
2006-09,94.169,
2006-10,94.333,
2006-11,94.041,
2006-12,93.704,
2007-01,93.443,
2007-02,93.273,
2007-03,92.935,
2007-04,93.121,
2007-05,93.056,
2007-06,93.303,
2007-07,94.075,
2007-08,94.309,
2007-09,95.040,
2007-10,95.556,
2007-11,95.920,
2007-12,95.310,
2008-01,95.169,
2008-02,95.809,
2008-03,96.104,
2008-04,96.616,
2008-05,97.612,
2008-06,98.028,
2008-07,98.272,
2008-08,98.516,
2008-09,98.942,
2008-10,99.426,
2008-11,99.613,
2008-12,99.712,
2009-01,99.919,
2009-02,100.202,
2009-03,100.284,
2009-04,101.114,
2009-05,101.362,
2009-06,101.468,
2009-07,101.756,
2009-08,100.410,
2009-09,101.460,
2009-10,101.336,
2009-11,100.720,
2009-12,100.466,
2010-01,100.024,
2010-02,99.924,
2010-03,99.969,
2010-04,100.716,
2010-05,101.076,
2010-06,101.756,
2010-07,102.127,
2010-08,101.750,
2010-09,101.727,
2010-10,101.782,
2010-11,101.798,
2010-12,101.149,
2011-01,100.968,
2011-02,100.943,
2011-03,100.888,
2011-04,101.626,
2011-05,102.021,
2011-06,101.828,
2011-07,102.152,
2011-08,102.424,
2011-09,102.729,
2011-10,102.861,
2011-11,102.715,
2011-12,102.481,
2012-01,102.124,
2012-02,102.097,
2012-03,101.921,
2012-04,102.433,
2012-05,102.375,
2012-06,100.595,
2012-07,100.732,
2012-08,100.595,
2012-09,99.298,
2012-10,98.549,
2012-11,96.871,
2012-12,95.119,
2013-01,94.381,
2013-02,94.074,
2013-03,93.850,
2013-04,94.004,
2013-05,93.802,
2013-06,93.743,
2013-07,93.634,
2013-08,93.786,
2013-09,90.610,
2013-10,90.806,
2013-11,90.583,
2013-12,89.937,
2014-01,89.939,
2014-02,90.030,
2014-03,90.011,
2014-04,91.496,
2014-05,91.638,
2014-06,91.538,
2014-07,91.924,
2014-08,91.544,
2014-09,91.274,
2014-10,91.574,
2014-11,90.908,
2014-12,90.919,Provisional value
