"",BBK01.TXI323,BBK01.TXI323_FLAGS
"",DEPOSITS OF GENERAL GOVERNMENT / CENTRAL GOVERNMENTS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:32,
1980-01,23829,
1980-02,23813,
1980-03,24194,
1980-04,25157,
1980-05,24738,
1980-06,26021,
1980-07,24539,
1980-08,24287,
1980-09,24574,
1980-10,24729,
1980-11,24801,
1980-12,25417,
1981-01,24672,
1981-02,24782,
1981-03,26200,
1981-04,25426,
1981-05,25372,
1981-06,25940,
1981-07,25850,
1981-08,25983,
1981-09,28399,
1981-10,27146,
1981-11,26646,
1981-12,27204,
1982-01,26566,
1982-02,26754,
1982-03,27193,
1982-04,30753,
1982-05,28085,
1982-06,27827,
1982-07,27600,
1982-08,28049,
1982-09,29365,
1982-10,30200,
1982-11,27980,
1982-12,28939,
1983-01,27892,
1983-02,28129,
1983-03,28543,
1983-04,28885,
1983-05,28544,
1983-06,29062,
1983-07,28749,
1983-08,28857,
1983-09,29651,
1983-10,30809,
1983-11,29392,
1983-12,30699,
1984-01,29447,
1984-02,29735,
1984-03,30373,
1984-04,30355,
1984-05,29985,
1984-06,31206,
1984-07,30384,
1984-08,30732,
1984-09,32083,
1984-10,31461,
1984-11,31327,
1984-12,32062,
1985-01,31135,
1985-02,31378,
1985-03,31664,
1985-04,31429,
1985-05,31893,
1985-06,33510,
1985-07,32981,
1985-08,33110,
1985-09,33908,
1985-10,32394,
1985-11,32345,
1985-12,33660,
1986-01,32267,
1986-02,32492,
1986-03,32676,
1986-04,32694,
1986-05,32640,
1986-06,34585,
1986-07,32974,
1986-08,32598,
1986-09,32898,
1986-10,32702,
1986-11,32923,
1986-12,33919,
1987-01,32819,
1987-02,33190,
1987-03,36157,
1987-04,33771,
1987-05,33913,
1987-06,34436,
1987-07,33223,
1987-08,34049,
1987-09,35266,
1987-10,34065,
1987-11,33830,
1987-12,36596,
1988-01,35296,
1988-02,35573,
1988-03,37748,
1988-04,35119,
1988-05,34621,
1988-06,35806,
1988-07,34362,
1988-08,34447,
1988-09,37790,
1988-10,34729,
1988-11,35111,
1988-12,37218,
1989-01,35297,
1989-02,35452,
1989-03,35578,
1989-04,35709,
1989-05,35735,
1989-06,38176,
1989-07,37253,
1989-08,35819,
1989-09,37298,
1989-10,36065,
1989-11,36262,
1989-12,39689,
1990-01,37175,
1990-02,36570,
1990-03,36713,
1990-04,39442,
1990-05,42011,
1990-06,46172,
1990-07,40831,
1990-08,45255,
1990-09,47133,
1990-10,50808,
1990-11,44921,
1990-12,48868,
1991-01,49192,
1991-02,46885,
1991-03,42045,
1991-04,39772,
1991-05,43455,
1991-06,44940,
1991-07,43106,
1991-08,41141,
1991-09,41587,
1991-10,40978,
1991-11,43858,
1991-12,49584,
1992-01,47106,
1992-02,45103,
1992-03,45874,
1992-04,50128,
1992-05,47767,
1992-06,50179,
1992-07,52615,
1992-08,51125,
1992-09,54161,
1992-10,53915,
1992-11,47003,
1992-12,49965,
1993-01,51694,
1993-02,51521,
1993-03,49864,
1993-04,52833,
1993-05,54878,
1993-06,59782,
1993-07,56436,
1993-08,56036,
1993-09,59373,
1993-10,57805,
1993-11,51777,
1993-12,58234,
1994-01,55302,
1994-02,53921,
1994-03,54979,
1994-04,55135,
1994-05,55910,
1994-06,54866,
1994-07,54528,
1994-08,54910,
1994-09,57098,
1994-10,55165,
1994-11,54430,
1994-12,55358,
1995-01,53246,
1995-02,53259,
1995-03,55781,
1995-04,55898,
1995-05,56301,
1995-06,56879,
1995-07,54091,
1995-08,55281,
1995-09,56232,
1995-10,54781,
1995-11,55258,
1995-12,56784,
1996-01,55967,
1996-02,56881,
1996-03,57127,
1996-04,55714,
1996-05,55604,
1996-06,56079,
1996-07,55759,
1996-08,55843,
1996-09,55874,
1996-10,56945,
1996-11,56549,
1996-12,58647,
1997-01,56020,
1997-02,55660,
1997-03,56175,
1997-04,55634,
1997-05,55260,
1997-06,55684,
1997-07,54546,
1997-08,54573,
1997-09,54410,
1997-10,54197,
1997-11,54737,
1997-12,55437,
1998-01,54964,
1998-02,55152,
1998-03,55003,
1998-04,54238,
1998-05,54528,
1998-06,55309,
1998-07,55139,
1998-08,55411,
1998-09,55493,
1998-10,55096,
1998-11,55312,
1998-12,56910,
1999-01,45798,
1999-02,46663,
1999-03,45503,
1999-04,45553,
1999-05,45566,
1999-06,46703,
1999-07,46080,
1999-08,46582,
1999-09,46223,
1999-10,46908,
1999-11,46506,
1999-12,46652,
2000-01,45407,
2000-02,46243,
2000-03,45772,
2000-04,46129,
2000-05,45639,
2000-06,51955,
2000-07,52300,
2000-08,51747,
2000-09,71511,
2000-10,73930,
2000-11,63191,
2000-12,69868,
2001-01,57683,
2001-02,58011,
2001-03,57687,
2001-04,58162,
2001-05,59070,
2001-06,58961,
2001-07,59871,
2001-08,59955,
2001-09,57021,
2001-10,55426,
2001-11,56571,
2001-12,49146,
2002-01,50114,
2002-02,49424,
2002-03,49384,
2002-04,47506,
2002-05,48205,
2002-06,48666,
2002-07,47593,
2002-08,48920,
2002-09,49943,
2002-10,48312,
2002-11,47669,
2002-12,47709,
2003-01,46871,
2003-02,48289,
2003-03,46608,
2003-04,45493,
2003-05,47692,
2003-06,48094,
2003-07,45329,
2003-08,45955,
2003-09,46276,
2003-10,45527,
2003-11,45672,
2003-12,45921,
2004-01,45954,
2004-02,47264,
2004-03,47870,
2004-04,47252,
2004-05,48263,
2004-06,50706,
2004-07,49703,
2004-08,52078,
2004-09,48131,
2004-10,45562,
2004-11,43691,
2004-12,43805,
2005-01,45159,
2005-02,44331,
2005-03,41015,
2005-04,41842,
2005-05,40520,
2005-06,41280,
2005-07,41728,
2005-08,41612,
2005-09,42105,
2005-10,40948,
2005-11,40670,
2005-12,41597,
2006-01,43617,
2006-02,37454,
2006-03,39285,
2006-04,39120,
2006-05,40812,
2006-06,42675,
2006-07,43699,
2006-08,46737,
2006-09,49070,
2006-10,46308,
2006-11,48374,
2006-12,45515,
2007-01,43683,
2007-02,43849,
2007-03,43373,
2007-04,43626,
2007-05,48863,
2007-06,49724,
2007-07,42966,
2007-08,42642,
2007-09,41338,
2007-10,40922,
2007-11,46657,
2007-12,40138,
2008-01,39993,
2008-02,38725,
2008-03,40848,
2008-04,37537,
2008-05,39700,
2008-06,39427,
2008-07,37255,
2008-08,37325,
2008-09,37989,
2008-10,36590,
2008-11,36742,
2008-12,36722,
2009-01,37296,
2009-02,45406,
2009-03,48580,
2009-04,62683,
2009-05,74700,
2009-06,65814,
2009-07,59977,
2009-08,50215,
2009-09,47883,
2009-10,49326,
2009-11,41565,
2009-12,32676,
2010-01,26553,
2010-02,22734,
2010-03,21165,
2010-04,21351,
2010-05,22966,
2010-06,21938,
2010-07,23467,
2010-08,30947,
2010-09,22430,
2010-10,43240,
2010-11,46493,
2010-12,39838,
2011-01,45192,
2011-02,47104,
2011-03,38928,
2011-04,34250,
2011-05,37671,
2011-06,40697,
2011-07,39527,
2011-08,39425,
2011-09,42861,
2011-10,40137,
2011-11,39896,
2011-12,40123,
2012-01,44100,
2012-02,47576,
2012-03,36918,
2012-04,36443,
2012-05,36423,
2012-06,38135,
2012-07,32943,
2012-08,31890,
2012-09,32636,
2012-10,30529,
2012-11,31864,
2012-12,29228,
2013-01,30106,
2013-02,27168,
2013-03,25420,
2013-04,22746,
2013-05,27773,
2013-06,28918,
2013-07,27091,
2013-08,18161,
2013-09,19230,
2013-10,15966,
2013-11,16452,
2013-12,19014,
2014-01,15884,
2014-02,18742,
2014-03,17146,
2014-04,14890,
2014-05,16803,
2014-06,15930,
2014-07,17262,
2014-08,12429,
2014-09,13890,
2014-10,12638,
2014-11,12381,
2014-12,14875,
2015-01,20466,
