"",BBFN1.M.DE.N.1.L.W03100.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W03100.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from trade credit / Total / Emerging economies and developing countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:08:10,
1995-01,17.334,
1995-02,17.236,
1995-03,17.535,
1995-04,17.646,
1995-05,17.621,
1995-06,18.051,
1995-07,18.384,
1995-08,18.721,
1995-09,18.230,
1995-10,17.681,
1995-11,17.913,
1995-12,17.751,
1996-01,18.251,
1996-02,18.205,
1996-03,18.365,
1996-04,18.646,
1996-05,18.879,
1996-06,18.286,
1996-07,18.399,
1996-08,18.373,
1996-09,17.703,
1996-10,18.133,
1996-11,18.135,
1996-12,17.961,
1997-01,18.235,
1997-02,18.343,
1997-03,18.753,
1997-04,19.062,
1997-05,19.331,
1997-06,19.189,
1997-07,19.883,
1997-08,19.791,
1997-09,19.884,
1997-10,20.232,
1997-11,20.505,
1997-12,19.969,
1998-01,20.154,
1998-02,20.870,
1998-03,20.845,
1998-04,21.044,
1998-05,20.842,
1998-06,19.288,
1998-07,19.683,
1998-08,19.174,
1998-09,18.952,
1998-10,19.040,
1998-11,19.145,
1998-12,18.412,
1999-01,18.394,
1999-02,18.429,
1999-03,18.780,
1999-04,17.593,
1999-05,17.960,
1999-06,18.250,
1999-07,18.403,
1999-08,18.465,
1999-09,17.815,
1999-10,18.009,
1999-11,18.734,
1999-12,18.594,
2000-01,19.110,
2000-02,19.227,
2000-03,19.469,
2000-04,19.316,
2000-05,20.131,
2000-06,19.850,
2000-07,20.153,
2000-08,19.946,
2000-09,20.615,
2000-10,21.225,
2000-11,22.533,
2000-12,21.613,
2001-01,20.935,
2001-02,21.391,
2001-03,21.739,
2001-04,21.668,
2001-05,21.854,
2001-06,22.497,
2001-07,21.091,
2001-08,21.983,
2001-09,22.599,
2001-10,22.604,
2001-11,23.005,
2001-12,22.572,
2002-01,21.233,
2002-02,21.376,
2002-03,21.583,
2002-04,20.832,
2002-05,21.764,
2002-06,22.103,
2002-07,22.651,
2002-08,22.566,
2002-09,23.264,
2002-10,23.516,
2002-11,23.864,
2002-12,22.956,
2003-01,23.447,
2003-02,22.378,
2003-03,23.072,
2003-04,23.366,
2003-05,23.587,
2003-06,23.926,
2003-07,24.186,
2003-08,24.598,
2003-09,24.732,
2003-10,25.583,
2003-11,25.296,
2003-12,25.503,
2004-01,25.195,
2004-02,25.714,
2004-03,26.947,
2004-04,26.953,
2004-05,22.902,
2004-06,22.348,
2004-07,22.666,
2004-08,23.422,
2004-09,22.829,
2004-10,23.009,
2004-11,23.534,
2004-12,24.117,
2005-01,23.694,
2005-02,23.819,
2005-03,24.721,
2005-04,25.066,
2005-05,25.234,
2005-06,25.727,
2005-07,26.260,
2005-08,26.072,
2005-09,26.507,
2005-10,26.950,
2005-11,27.732,
2005-12,27.934,
2006-01,28.218,
2006-02,28.689,
2006-03,29.354,
2006-04,28.945,
2006-05,29.587,
2006-06,30.065,
2006-07,30.613,
2006-08,31.544,
2006-09,32.518,
2006-10,33.074,
2006-11,32.631,
2006-12,33.519,
2007-01,32.654,
2007-02,32.745,
2007-03,33.731,
2007-04,34.612,
2007-05,34.383,
2007-06,35.653,
2007-07,35.917,
2007-08,37.488,
2007-09,37.902,
2007-10,38.102,
2007-11,38.686,
2007-12,38.589,
2008-01,38.514,
2008-02,38.398,
2008-03,39.468,
2008-04,39.678,
2008-05,39.979,
2008-06,41.112,
2008-07,41.899,
2008-08,42.865,
2008-09,42.152,
2008-10,42.443,
2008-11,42.060,
2008-12,39.664,
2009-01,40.192,
2009-02,40.401,
2009-03,40.762,
2009-04,40.214,
2009-05,40.320,
2009-06,40.235,
2009-07,40.658,
2009-08,41.172,
2009-09,40.114,
2009-10,40.147,
2009-11,40.268,
2009-12,41.104,
2010-01,41.213,
2010-02,41.653,
2010-03,42.410,
2010-04,42.959,
2010-05,44.491,
2010-06,44.784,
2010-07,44.914,
2010-08,44.671,
2010-09,44.605,
2010-10,45.239,
2010-11,44.492,
2010-12,44.767,
2011-01,45.606,
2011-02,45.202,
2011-03,45.349,
2011-04,45.838,
2011-05,45.604,
2011-06,45.323,
2011-07,46.176,
2011-08,46.077,
2011-09,46.666,
2011-10,45.785,
2011-11,45.713,
2011-12,46.606,
2012-01,46.445,
2012-02,47.444,
2012-03,46.640,
2012-04,46.634,
2012-05,47.558,
2012-06,48.268,
2012-07,47.036,
2012-08,47.931,
2012-09,49.771,
2012-10,49.537,
2012-11,50.447,
2012-12,48.864,
2013-01,49.005,
2013-02,49.554,
2013-03,50.203,
2013-04,48.895,
2013-05,47.998,
2013-06,49.721,
2013-07,46.060,
2013-08,46.849,
2013-09,48.215,
2013-10,48.515,
2013-11,48.696,
2013-12,48.002,
2014-01,46.508,
2014-02,47.521,
2014-03,47.586,
2014-04,46.716,
2014-05,47.508,
2014-06,48.585,
2014-07,47.855,
2014-08,49.131,
2014-09,48.389,
2014-10,47.737,
2014-11,48.200,
2014-12,48.248,
"","General: All countries that are not regarded as industrial countries. Up to December 2010 including Niederl. Antillen; from January 2011 including Bonaire,St.Eustatius, Saba; Curacao; St.Martin (Dutch part)",
