"",BBK01.QUK775,BBK01.QUK775_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:42,
2002-03,18.224,
2002-04,14.392,
2002-05,16.153,
2002-06,19.316,
2002-07,19.321,
2002-08,18.539,
2002-09,17.838,
2002-10,15.360,
2002-11,15.843,
2002-12,15.024,
2003-01,16.784,
2003-02,18.962,
2003-03,19.334,
2003-04,16.625,
2003-05,18.396,
2003-06,19.455,
2003-07,20.710,
2003-08,20.410,
2003-09,22.179,
2003-10,20.403,
2003-11,19.641,
2003-12,17.837,
2004-01,21.163,
2004-02,21.970,
2004-03,21.657,
2004-04,21.772,
2004-05,20.891,
2004-06,20.870,
2004-07,20.373,
2004-08,20.998,
2004-09,22.088,
2004-10,21.858,
2004-11,22.634,
2004-12,20.755,
2005-01,22.756,
2005-02,27.955,
2005-03,27.295,
2005-04,24.766,
2005-05,24.644,
2005-06,30.798,
2005-07,29.017,
2005-08,27.780,
2005-09,30.220,
2005-10,39.232,
2005-11,38.966,
2005-12,30.334,
2006-01,37.705,
2006-02,36.976,
2006-03,34.711,
2006-04,29.474,
2006-05,26.771,
2006-06,24.936,
2006-07,26.540,
2006-08,27.599,
2006-09,27.026,
2006-10,28.102,
2006-11,26.793,
2006-12,26.210,
2007-01,28.107,
2007-02,29.867,
2007-03,32.478,
2007-04,31.364,
2007-05,31.199,
2007-06,34.489,
2007-07,28.662,
2007-08,27.165,
2007-09,24.923,
2007-10,22.824,
2007-11,22.987,
2007-12,22.843,
2008-01,26.243,
2008-02,25.355,
2008-03,23.385,
2008-04,21.848,
2008-05,23.522,
2008-06,22.378,
2008-07,21.281,
2008-08,21.028,
2008-09,19.227,
2008-10,17.883,
2008-11,16.006,
2008-12,12.627,
2009-01,17.778,
2009-02,16.758,
2009-03,17.841,
2009-04,14.505,
2009-05,15.957,
2009-06,13.974,
2009-07,17.669,
2009-08,19.486,
2009-09,16.581,
2009-10,18.451,
2009-11,15.282,
2009-12,14.672,
2010-01,16.417,
2010-02,17.865,
2010-03,17.545,
2010-04,18.001,
2010-05,22.014,
2010-06,15.647,
2010-07,20.642,
2010-08,21.805,
2010-09,19.000,
2010-10,18.598,
2010-11,19.588,
2010-12,12.986,
2011-01,14.167,
2011-02,15.967,
2011-03,14.269,
2011-04,16.109,
2011-05,11.360,
2011-06,11.658,
2011-07,9.680,
2011-08,10.307,
2011-09,9.357,
2011-10,9.118,
2011-11,9.165,
2011-12,6.298,
2012-01,6.368,
2012-02,6.961,
2012-03,7.567,
2012-04,7.848,
2012-05,8.702,
2012-06,8.048,
2012-07,8.212,
2012-08,6.986,
2012-09,7.304,
2012-10,6.976,
2012-11,7.888,
2012-12,7.594,
2013-01,6.881,
2013-02,6.585,
2013-03,9.977,
2013-04,8.840,
2013-05,10.647,
2013-06,10.092,
2013-07,9.729,
2013-08,10.151,
2013-09,10.425,
2013-10,11.295,
2013-11,9.638,
2013-12,10.813,
2014-01,10.594,
2014-02,11.466,
2014-03,11.065,
2014-04,11.934,
2014-05,11.068,
2014-06,10.801,
2014-07,10.404,
2014-08,10.592,
2014-09,9.076,
2014-10,8.858,
