"",BBK01.PQN353,BBK01.PQN353_FLAGS
"",Lending to domestic enterprises and resident individuals / Long-term / Banks with special functions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:15,
1958-10,3.202,
1959-01,-,Nothing exists
1959-04,2.986,
1959-07,-,Nothing exists
1959-10,3.396,
1960-01,-,Nothing exists
1960-04,3.478,
1960-07,-,Nothing exists
1960-10,3.630,
1961-01,-,Nothing exists
1961-04,3.823,
1961-07,-,Nothing exists
1961-10,4.023,
1962-01,-,Nothing exists
1962-04,4.041,
1962-07,-,Nothing exists
1962-10,4.157,
1963-01,-,Nothing exists
1963-04,4.139,
1963-07,-,Nothing exists
1963-10,4.265,
1964-01,-,Nothing exists
1964-04,4.208,
1964-07,-,Nothing exists
1964-10,4.300,
1965-01,4.357,
1965-04,4.453,
1965-07,4.551,
1965-10,4.570,
1966-01,4.677,
1966-04,4.701,
1966-07,4.749,
1966-10,4.765,
1967-01,4.899,
1967-04,4.905,
1967-07,5.049,
1967-10,5.088,
1968-01,5.196,
1968-04,5.281,
1968-07,5.394,
1968-10,5.395,
1969-01,5.469,
1969-04,5.506,
1969-07,5.712,
1969-10,5.728,
1970-01,5.820,
1970-04,5.813,
1970-07,5.947,
1970-10,7.625,
1971-01,7.736,
1971-04,7.846,
1971-07,8.031,
1971-10,8.185,
1972-01,8.287,
1972-04,8.371,
1972-07,8.491,
1972-10,8.728,
1973-01,8.978,
1973-04,9.009,
1973-07,9.135,
1973-10,9.256,
1974-01,9.424,
1974-04,9.506,
1974-07,9.656,
1974-10,9.751,
1975-01,9.928,
1975-04,10.015,
1975-07,10.317,
1975-10,10.437,
1976-01,10.525,
1976-04,10.759,
1976-07,11.058,
1976-10,11.106,
1977-01,11.287,
1977-04,11.238,
1977-07,11.456,
1977-10,11.676,
1978-01,11.758,
1978-04,11.848,
1978-07,12.126,
1978-10,12.311,
1979-01,12.468,
1979-04,12.590,
1979-07,12.772,
1979-10,12.969,
1980-01,13.178,
1980-04,13.237,
1980-07,13.482,
1980-10,13.784,
1981-01,14.208,
1981-04,14.459,
1981-07,14.859,
1981-10,15.166,
1982-01,15.375,
1982-04,15.450,
1982-07,15.672,
1982-10,16.163,
1983-01,16.364,
1983-04,16.414,
1983-07,16.671,
1983-10,17.018,
1984-01,17.169,
1984-04,17.241,
1984-07,17.697,
1984-10,18.216,
1985-01,18.545,
1985-04,18.799,
1985-07,19.203,
1985-10,20.203,
1986-01,20.515,
1986-04,21.150,
1986-07,21.945,
1986-10,22.723,
1987-01,23.071,
1987-04,23.419,
1987-07,23.945,
1987-10,24.340,
1988-01,24.478,
1988-04,24.786,
1988-07,25.552,
1988-10,27.250,
1989-01,27.997,
1989-04,28.305,
1989-07,28.809,
1989-10,29.777,
1990-01,30.440,
1990-04,31.209,
1990-07,31.863,
1990-10,32.662,
1991-01,33.410,
1991-04,34.164,
1991-07,36.100,
1991-10,38.621,
1992-01,54.773,
1992-04,56.177,
1992-07,57.885,
1992-10,60.051,
1993-01,89.276,
1993-04,89.090,
1993-07,89.706,
1993-10,93.449,
1994-01,93.174,
1994-04,93.465,
1994-07,91.349,
1994-10,68.106,
1995-01,62.895,
1995-04,52.594,
1995-07,54.079,
1995-10,54.923,
1996-01,55.357,
1996-04,63.475,
1996-07,65.372,
1996-10,67.194,
1997-01,68.162,
1997-04,68.856,
1997-07,70.236,
1997-10,72.705,
1998-01,73.040,
1998-04,72.682,
1998-07,75.228,
1998-10,79.441,
1999-01,74.285,
1999-04,75.484,
1999-07,76.709,
1999-10,78.323,
2000-01,79.304,
2000-04,66.941,
2000-07,67.996,
2000-10,69.017,
2001-01,69.828,
2001-04,70.114,
2001-07,71.201,
2001-10,71.955,
2002-01,71.386,
2002-04,70.826,
2002-07,71.108,
2002-10,70.703,
2003-01,70.744,
2003-04,73.592,
2003-07,74.290,
2003-10,74.372,
2004-01,73.952,
2004-04,73.880,
2004-07,88.025,
2004-10,96.142,
2005-01,95.441,
2005-04,95.672,
2005-07,94.449,
2005-10,93.380,
2006-01,108.951,
2006-04,108.004,
2006-07,107.378,
2006-10,107.122,
2007-01,105.842,
2007-04,104.727,
2007-07,104.877,
2007-10,104.195,
2008-01,103.382,
2008-04,102.700,
2008-07,102.587,
2008-10,104.816,
2009-01,103.797,
2009-04,102.797,
2009-07,104.503,
2009-10,104.845,
2010-01,104.091,
2010-04,104.487,
2010-07,104.271,
2010-10,103.966,
2011-01,103.676,
2011-04,103.564,
2011-07,102.994,
2011-10,102.529,
2012-01,102.801,
2012-04,102.238,
2012-07,101.704,
2012-10,100.194,
2013-01,99.774,
2013-04,99.790,
2013-07,98.930,
2013-10,103.421,
2014-01,102.096,
2014-04,101.136,
2014-07,100.505,
2014-10,98.685,
