"",BBK01.OUU298,BBK01.OUU298_FLAGS
"",Time deposits of resident households / for more than two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:10,
1999-01,89.911,
1999-02,90.294,
1999-03,90.630,
1999-04,90.590,
1999-05,90.556,
1999-06,90.549,
1999-07,90.308,
1999-08,90.332,
1999-09,90.422,
1999-10,90.380,
1999-11,90.613,
1999-12,93.451,
2000-01,93.349,
2000-02,93.441,
2000-03,93.491,
2000-04,93.199,
2000-05,92.903,
2000-06,92.554,
2000-07,92.059,
2000-08,91.848,
2000-09,91.762,
2000-10,91.426,
2000-11,91.364,
2000-12,94.154,
2001-01,93.829,
2001-02,93.815,
2001-03,93.787,
2001-04,93.483,
2001-05,93.251,
2001-06,93.074,
2001-07,92.463,
2001-08,92.379,
2001-09,92.434,
2001-10,92.183,
2001-11,92.419,
2001-12,95.416,
2002-01,95.508,
2002-02,95.738,
2002-03,96.206,
2002-04,96.295,
2002-05,96.283,
2002-06,96.336,
2002-07,96.057,
2002-08,96.095,
2002-09,96.303,
2002-10,96.317,
2002-11,96.677,
2002-12,99.797,
2003-01,100.055,
2003-02,100.448,
2003-03,101.079,
2003-04,101.353,
2003-05,101.452,
2003-06,101.681,
2003-07,101.735,
2003-08,101.971,
2003-09,102.335,
2003-10,102.327,
2003-11,102.703,
2003-12,105.977,
2004-01,106.314,
2004-02,106.683,
2004-03,107.677,
2004-04,107.944,
2004-05,108.156,
2004-06,108.346,
2004-07,108.242,
2004-08,108.539,
2004-09,108.862,
2004-10,109.009,
2004-11,109.545,
2004-12,113.025,
2005-01,113.474,
2005-02,113.975,
2005-03,114.927,
2005-04,115.341,
2005-05,115.608,
2005-06,115.775,
2005-07,115.653,
2005-08,115.931,
2005-09,116.240,
2005-10,116.362,
2005-11,116.728,
2005-12,119.913,
2006-01,120.298,
2006-02,120.594,
2006-03,121.311,
2006-04,121.515,
2006-05,121.491,
2006-06,121.431,
2006-07,121.138,
2006-08,121.110,
2006-09,121.156,
2006-10,121.003,
2006-11,120.956,
2006-12,123.622,
2007-01,123.652,
2007-02,123.531,
2007-03,123.806,
2007-04,123.550,
2007-05,123.249,
2007-06,122.989,
2007-07,122.362,
2007-08,122.033,
2007-09,121.876,
2007-10,121.381,
2007-11,121.085,
2007-12,123.519,
2008-01,123.271,
2008-02,122.942,
2008-03,123.013,
2008-04,122.475,
2008-05,121.949,
2008-06,121.458,
2008-07,120.422,
2008-08,119.808,
2008-09,119.277,
2008-10,118.344,
2008-11,117.664,
2008-12,119.586,
2009-01,119.249,
2009-02,119.102,
2009-03,119.183,
2009-04,118.966,
2009-05,118.903,
2009-06,118.938,
2009-07,118.747,
2009-08,118.936,
2009-09,119.261,
2009-10,119.521,
2009-11,120.060,
2009-12,123.086,
2010-01,123.714,
2010-02,124.337,
2010-03,125.189,
2010-04,125.547,
2010-05,125.963,
2010-06,126.350,
2010-07,126.589,
2010-08,126.946,
2010-09,127.440,
2010-10,127.700,
2010-11,128.126,
2010-12,130.855,
2011-01,131.435,
2011-02,131.802,
2011-03,132.227,
2011-04,132.255,
2011-05,132.372,
2011-06,132.616,
2011-07,132.647,
2011-08,132.833,
2011-09,133.234,
2011-10,133.345,
2011-11,133.609,
2011-12,136.373,
2012-01,136.753,
2012-02,137.091,
2012-03,137.489,
2012-04,137.526,
2012-05,137.911,
2012-06,138.239,
2012-07,138.367,
2012-08,138.552,
2012-09,138.886,
2012-10,139.116,
2012-11,138.875,
2012-12,141.375,
2013-01,142.106,
2013-02,142.840,
2013-03,143.438,
2013-04,143.766,
2013-05,144.297,
2013-06,144.673,
2013-07,144.419,
2013-08,144.617,
2013-09,145.055,
2013-10,145.210,
2013-11,145.631,
2013-12,148.046,
2014-01,148.810,
2014-02,149.532,
2014-03,149.977,
2014-04,150.058,
2014-05,150.593,
2014-06,150.908,
2014-07,150.973,
2014-08,151.468,
2014-09,152.060,
2014-10,152.352,
2014-11,152.803,
2014-12,155.526,Provisional value
