"",BBK01.QUW178,BBK01.QUW178_FLAGS
"",Foreign branches in euro-area member states: Short-term loans and advances to foreign banks / In the country of domicile of the branch / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:13,
2001-12,24.922,
2002-01,25.029,
2002-02,27.325,
2002-03,27.849,
2002-04,27.323,
2002-05,27.434,
2002-06,27.647,
2002-07,28.218,
2002-08,23.824,
2002-09,18.224,
2002-10,17.592,
2002-11,18.157,
2002-12,19.754,
2003-01,17.283,
2003-02,20.086,
2003-03,18.323,
2003-04,18.736,
2003-05,17.132,
2003-06,16.995,
2003-07,18.575,
2003-08,18.216,
2003-09,18.175,
2003-10,18.435,
2003-11,17.966,
2003-12,18.371,
2004-01,17.113,
2004-02,17.755,
2004-03,14.600,
2004-04,13.430,
2004-05,14.735,
2004-06,17.411,
2004-07,17.394,
2004-08,16.217,
2004-09,16.487,
2004-10,16.489,
2004-11,18.546,
2004-12,18.890,
2005-01,20.407,
2005-02,24.000,
2005-03,24.165,
2005-04,24.685,
2005-05,24.009,
2005-06,23.659,
2005-07,23.702,
2005-08,26.660,
2005-09,23.668,
2005-10,25.617,
2005-11,26.609,
2005-12,25.769,
2006-01,23.674,
2006-02,22.904,
2006-03,18.798,
2006-04,19.162,
2006-05,15.328,
2006-06,15.657,
2006-07,14.364,
2006-08,16.607,
2006-09,17.937,
2006-10,17.664,
2006-11,14.737,
2006-12,16.185,
2007-01,17.452,
2007-02,17.729,
2007-03,18.742,
2007-04,19.803,
2007-05,18.224,
2007-06,20.502,
2007-07,23.747,
2007-08,20.485,
2007-09,21.255,
2007-10,19.611,
2007-11,23.736,
2007-12,23.239,
2008-01,22.629,
2008-02,21.006,
2008-03,25.953,
2008-04,22.427,
2008-05,28.400,
2008-06,29.100,
2008-07,24.485,
2008-08,23.491,
2008-09,21.667,
2008-10,19.584,
2008-11,16.837,
2008-12,16.669,
2009-01,14.288,
2009-02,16.317,
2009-03,21.466,
2009-04,15.851,
2009-05,14.809,
2009-06,14.711,
2009-07,12.795,
2009-08,11.922,
2009-09,11.541,
2009-10,12.665,
2009-11,9.506,
2009-12,7.635,
2010-01,9.003,
2010-02,10.486,
2010-03,9.121,
2010-04,10.584,
2010-05,10.554,
2010-06,12.408,
2010-07,15.107,
2010-08,12.548,
2010-09,11.627,
2010-10,10.033,
2010-11,9.462,
2010-12,7.195,
2011-01,10.885,
2011-02,10.900,
2011-03,10.063,
2011-04,8.811,
2011-05,11.070,
2011-06,9.655,
2011-07,10.182,
2011-08,10.839,
2011-09,12.664,
2011-10,10.175,
2011-11,12.429,
2011-12,6.718,
2012-01,6.128,
2012-02,8.499,
2012-03,7.458,
2012-04,7.920,
2012-05,9.003,
2012-06,9.248,
2012-07,9.576,
2012-08,8.034,
2012-09,9.889,
2012-10,9.317,
2012-11,10.134,
2012-12,10.311,
2013-01,8.274,
2013-02,9.214,
2013-03,9.599,
2013-04,10.173,
2013-05,11.564,
2013-06,13.490,
2013-07,13.491,
2013-08,11.349,
2013-09,11.919,
2013-10,11.861,
2013-11,11.991,
2013-12,11.356,
2014-01,11.759,
2014-02,11.503,
2014-03,11.545,
2014-04,8.956,
2014-05,9.403,
2014-06,6.211,
2014-07,6.645,
2014-08,7.113,
2014-09,5.889,
2014-10,7.143,
2014-11,6.251,
