"",BBK01.PC3727,BBK01.PC3727_FLAGS
"","Lending to wholesale and retail trade, repair of motor vehicles, motorcycles and personal and household goods /",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:48,
1985-10,5.587,
1986-01,5.764,
1986-04,5.570,
1986-07,6.075,
1986-10,5.739,
1987-01,6.136,
1987-04,5.747,
1987-07,6.032,
1987-10,5.717,
1988-01,6.417,
1988-04,6.433,
1988-07,7.056,
1988-10,7.038,
1989-01,7.368,
1989-04,7.242,
1989-07,7.462,
1989-10,7.189,
1990-01,7.328,
1990-04,7.064,
1990-07,6.750,
1990-10,6.609,
1991-01,6.791,
1991-04,7.136,
1991-07,7.261,
1991-10,7.129,
1992-01,7.452,
1992-04,7.129,
1992-07,7.352,
1992-10,8.228,
1993-01,8.278,
1993-04,8.349,
1993-07,8.251,
1993-10,7.829,
1994-01,9.211,
1994-04,9.390,
1994-07,9.639,
1994-10,9.481,
1995-01,9.410,
1995-04,9.208,
1995-07,9.592,
1995-10,9.495,
1996-01,9.754,
1996-04,9.250,
1996-07,9.275,
1996-10,9.778,
1997-01,9.676,
1997-04,9.970,
1997-07,9.301,
1997-10,9.716,
1998-01,9.398,
1998-04,9.650,
1998-07,9.678,
1998-10,9.732,
1999-01,8.540,
1999-04,8.267,
1999-07,8.344,
1999-10,7.993,
2000-01,9.124,
2000-04,8.740,
2000-07,9.005,
2000-10,9.527,
2001-01,9.799,
2001-04,10.179,
2001-07,10.032,
2001-10,10.104,
2002-01,9.643,
2002-04,9.689,
2002-07,9.851,
2002-10,10.480,
2003-01,9.821,
2003-04,9.200,
2003-07,8.915,
2003-10,9.006,
2004-01,8.743,
2004-04,8.802,
2004-07,8.644,
2004-10,8.865,
2005-01,8.626,
2005-04,8.434,
2005-07,8.649,
2005-10,15.026,
2006-01,14.679,
2006-04,14.450,
2006-07,14.320,
2006-10,14.292,
2007-01,14.393,
2007-04,15.382,
2007-07,15.516,
2007-10,16.413,
2008-01,16.488,
2008-04,16.266,
2008-07,15.937,
2008-10,16.053,
2009-01,15.639,
2009-04,14.939,
2009-07,14.187,
2009-10,13.427,
2010-01,12.748,
2010-04,12.876,
2010-07,12.904,
2010-10,13.401,
2011-01,13.142,
2011-04,12.889,
2011-07,13.830,
2011-10,14.010,
2012-01,13.891,
2012-04,13.715,
2012-07,14.019,
2012-10,13.768,
2013-01,13.869,
2013-04,13.353,
2013-07,13.168,
2013-10,13.361,
2014-01,13.618,
2014-04,13.543,
2014-07,14.206,
2014-10,14.169,
