"",BBDE1.M.DE.Y.AEB5.N2C130000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C130000.F.C.I10.A_FLAGS
"",Orders received from abroad / At constant prices / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:22,
1991-01,109.5,
1991-02,105.5,
1991-03,106.7,
1991-04,114.3,
1991-05,106.2,
1991-06,112.9,
1991-07,105.3,
1991-08,109.5,
1991-09,106.0,
1991-10,114.3,
1991-11,113.1,
1991-12,120.3,
1992-01,110.6,
1992-02,107.6,
1992-03,108.5,
1992-04,107.1,
1992-05,104.6,
1992-06,107.1,
1992-07,104.5,
1992-08,100.8,
1992-09,99.4,
1992-10,98.6,
1992-11,93.3,
1992-12,95.5,
1993-01,94.2,
1993-02,89.4,
1993-03,91.6,
1993-04,90.8,
1993-05,92.1,
1993-06,90.3,
1993-07,93.9,
1993-08,94.4,
1993-09,92.5,
1993-10,91.8,
1993-11,93.3,
1993-12,93.2,
1994-01,93.4,
1994-02,101.3,
1994-03,91.0,
1994-04,98.0,
1994-05,101.0,
1994-06,96.9,
1994-07,91.2,
1994-08,97.4,
1994-09,95.4,
1994-10,97.5,
1994-11,99.7,
1994-12,93.3,
1995-01,99.2,
1995-02,97.8,
1995-03,94.3,
1995-04,94.8,
1995-05,95.2,
1995-06,90.1,
1995-07,88.8,
1995-08,93.8,
1995-09,92.9,
1995-10,95.3,
1995-11,89.6,
1995-12,89.4,
1996-01,91.2,
1996-02,94.0,
1996-03,105.3,
1996-04,100.1,
1996-05,101.8,
1996-06,102.3,
1996-07,98.6,
1996-08,97.5,
1996-09,97.4,
1996-10,100.5,
1996-11,95.8,
1996-12,106.8,
1997-01,101.4,
1997-02,103.6,
1997-03,103.9,
1997-04,102.5,
1997-05,104.3,
1997-06,104.1,
1997-07,108.6,
1997-08,107.2,
1997-09,109.0,
1997-10,114.5,
1997-11,114.4,
1997-12,111.6,
1998-01,111.5,
1998-02,111.4,
1998-03,110.5,
1998-04,112.1,
1998-05,109.5,
1998-06,112.0,
1998-07,109.8,
1998-08,105.6,
1998-09,107.0,
1998-10,102.8,
1998-11,101.5,
1998-12,104.0,
1999-01,101.0,
1999-02,101.2,
1999-03,99.8,
1999-04,101.2,
1999-05,100.2,
1999-06,101.3,
1999-07,105.5,
1999-08,107.6,
1999-09,107.3,
1999-10,104.5,
1999-11,109.0,
1999-12,107.4,
2000-01,111.3,
2000-02,113.7,
2000-03,119.1,
2000-04,112.0,
2000-05,116.3,
2000-06,111.8,
2000-07,114.2,
2000-08,120.6,
2000-09,116.2,
2000-10,118.2,
2000-11,115.9,
2000-12,118.7,
2001-01,113.6,
2001-02,113.8,
2001-03,111.3,
2001-04,108.4,
2001-05,107.0,
2001-06,110.5,
2001-07,110.4,
2001-08,109.4,
2001-09,109.2,
2001-10,108.5,
2001-11,110.0,
2001-12,107.1,
2002-01,106.3,
2002-02,111.0,
2002-03,109.4,
2002-04,110.8,
2002-05,114.7,
2002-06,112.0,
2002-07,112.8,
2002-08,106.6,
2002-09,105.2,
2002-10,110.4,
2002-11,111.2,
2002-12,105.5,
2003-01,114.7,
2003-02,108.4,
2003-03,108.0,
2003-04,113.6,
2003-05,103.8,
2003-06,107.5,
2003-07,105.0,
2003-08,104.6,
2003-09,102.0,
2003-10,104.7,
2003-11,106.7,
2003-12,104.8,
2004-01,109.5,
2004-02,107.1,
2004-03,110.2,
2004-04,111.5,
2004-05,112.2,
2004-06,110.0,
2004-07,114.7,
2004-08,110.3,
2004-09,112.4,
2004-10,110.4,
2004-11,108.5,
2004-12,114.4,
2005-01,110.9,
2005-02,111.4,
2005-03,114.5,
2005-04,110.3,
2005-05,109.3,
2005-06,107.8,
2005-07,109.5,
2005-08,107.5,
2005-09,111.7,
2005-10,110.3,
2005-11,107.9,
2005-12,111.8,
2006-01,108.0,
2006-02,110.4,
2006-03,110.1,
2006-04,109.0,
2006-05,112.5,
2006-06,114.6,
2006-07,115.3,
2006-08,115.7,
2006-09,114.6,
2006-10,115.6,
2006-11,115.2,
2006-12,112.2,
2007-01,116.9,
2007-02,114.9,
2007-03,113.4,
2007-04,116.4,
2007-05,115.2,
2007-06,118.7,
2007-07,116.3,
2007-08,120.5,
2007-09,115.1,
2007-10,116.0,
2007-11,119.9,
2007-12,115.8,
2008-01,120.1,
2008-02,116.9,
2008-03,115.8,
2008-04,113.9,
2008-05,114.6,
2008-06,111.4,
2008-07,110.4,
2008-08,114.7,
2008-09,104.7,
2008-10,102.5,
2008-11,94.8,
2008-12,91.6,
2009-01,85.2,
2009-02,84.6,
2009-03,83.8,
2009-04,86.2,
2009-05,87.9,
2009-06,89.6,
2009-07,91.9,
2009-08,90.5,
2009-09,92.5,
2009-10,91.3,
2009-11,92.2,
2009-12,94.8,
2010-01,93.6,
2010-02,94.4,
2010-03,99.5,
2010-04,98.7,
2010-05,102.0,
2010-06,103.0,
2010-07,100.4,
2010-08,100.3,
2010-09,99.3,
2010-10,98.3,
2010-11,101.5,
2010-12,104.0,
2011-01,99.2,
2011-02,100.2,
2011-03,99.9,
2011-04,99.3,
2011-05,96.6,
2011-06,99.6,
2011-07,97.8,
2011-08,96.5,
2011-09,95.9,
2011-10,100.0,
2011-11,94.4,
2011-12,89.8,
2012-01,98.3,
2012-02,91.5,
2012-03,91.6,
2012-04,89.0,
2012-05,94.1,
2012-06,99.0,
2012-07,89.3,
2012-08,90.9,
2012-09,92.7,
2012-10,90.3,
2012-11,97.6,
2012-12,92.8,
2013-01,95.5,
2013-02,93.1,
2013-03,93.4,
2013-04,97.7,
2013-05,95.5,
2013-06,94.8,
2013-07,104.8,
2013-08,98.9,
2013-09,96.2,
2013-10,101.6,
2013-11,99.5,
2013-12,98.9,
2014-01,100.1,
2014-02,108.2,
2014-03,101.6,
2014-04,105.8,
2014-05,102.3,
2014-06,103.6,
2014-07,106.6,
2014-08,105.1,
2014-09,103.9,
2014-10,107.6,
2014-11,105.1,
2014-12,107.9,Provisional value
