"",BBK01.OEAH30M,BBK01.OEAH30M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:48,
2002-01,10.146,
2002-04,10.573,
2002-07,10.457,
2002-10,11.366,
2003-01,10.424,
2003-04,11.218,
2003-07,11.577,
2003-10,12.651,
2004-01,11.432,
2004-04,11.803,
2004-07,13.531,
2004-10,14.258,
2005-01,12.904,
2005-04,12.343,
2005-07,13.229,
2005-10,14.358,
2006-01,12.389,
2006-04,12.849,
2006-07,13.193,
2006-10,14.675,
2007-01,14.311,
2007-04,14.181,
2007-07,14.574,
2007-10,15.673,
2008-01,14.628,
2008-04,14.291,
2008-07,14.092,
2008-10,17.811,
2009-01,18.573,
2009-04,18.377,
2009-07,21.187,
2009-10,22.347,
2010-01,21.073,
2010-04,25.062,
2010-07,22.864,
2010-10,22.375,
2011-01,22.114,
2011-04,22.911,
2011-07,23.158,
2011-10,25.110,
2012-01,24.225,
2012-04,24.378,
2012-07,27.454,
2012-10,28.717,
2013-01,28.957,
2013-04,29.545,
2013-07,28.240,
2013-10,28.917,
2014-01,29.384,
2014-04,29.240,
2014-07,30.714,
