"",BBK01.AY4954,BBK01.AY4954_FLAGS
"",Deposits / Overnight / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:10,
1995-01,29.18774,
1995-02,29.27309,
1995-03,28.91065,
1995-04,29.24260,
1995-05,29.84593,
1995-06,29.77661,
1995-07,30.01963,
1995-08,30.18317,
1995-09,30.42092,
1995-10,30.80459,
1995-11,31.48362,
1995-12,31.88239,
1996-01,31.92905,
1996-02,32.23879,
1996-03,32.45522,
1996-04,32.90866,
1996-05,32.97857,
1996-06,33.17585,
1996-07,33.56526,
1996-08,33.78683,
1996-09,34.34029,
1996-10,34.82028,
1996-11,35.34823,
1996-12,35.55128,
1997-01,35.85024,
1997-02,36.06243,
1997-03,36.28978,
1997-04,36.55760,
1997-05,36.98701,
1997-06,37.18364,
1997-07,37.77015,
1997-08,38.10192,
1997-09,38.16162,
1997-10,38.32569,
1997-11,38.35580,
1997-12,38.53397,
1998-01,38.44912,
1998-02,38.87214,
1998-03,39.49712,
1998-04,40.43601,
1998-05,40.16872,
1998-06,40.69438,
1998-07,40.55332,
1998-08,41.72536,
1998-09,42.28336,
1998-10,43.13022,
1998-11,43.55360,
1998-12,44.65118,
1999-01,46.02604,
1999-02,46.24999,
1999-03,46.40315,
1999-04,47.23549,
1999-05,48.07152,
1999-06,49.31088,
1999-07,49.26397,
1999-08,49.53900,
1999-09,49.98743,
1999-10,49.97783,
1999-11,50.63295,
1999-12,49.05528,
2000-01,51.60555,
2000-02,52.46244,
2000-03,52.63493,
2000-04,53.56299,
2000-05,52.52658,
2000-06,52.17238,
2000-07,51.82282,
2000-08,51.66885,
2000-09,51.17502,
2000-10,51.36195,
2000-11,51.76174,
2000-12,51.84333,
2001-01,52.66794,
2001-02,53.85320,
2001-03,54.33812,
2001-04,54.85560,
2001-05,55.57035,
2001-06,56.29817,
2001-07,56.37533,
2001-08,57.51233,
2001-09,59.21785,
2001-10,59.63902,
2001-11,60.54665,
2001-12,61.49135,
2002-01,62.15315,
2002-02,62.03379,
2002-03,62.23524,
2002-04,63.06967,
2002-05,64.07950,
2002-06,65.00251,
2002-07,65.41465,
2002-08,65.47252,
2002-09,66.15189,
2002-10,66.73276,
2002-11,68.14038,
2002-12,69.62999,
2003-01,68.59826,
2003-02,69.52356,
2003-03,70.38260,
2003-04,71.26224,
2003-05,72.00942,
2003-06,73.76558,
2003-07,73.16402,
2003-08,73.73960,
2003-09,74.37115,
2003-10,75.15501,
2003-11,75.73185,
2003-12,75.61300,
2004-01,76.69159,
2004-02,77.67550,
2004-03,77.83821,
2004-04,78.46651,
2004-05,78.05357,
2004-06,78.18255,
2004-07,78.11997,
2004-08,78.70667,
2004-09,79.75872,
2004-10,79.74676,
2004-11,80.97165,
2004-12,78.67826,
2005-01,81.58008,
2005-02,82.49558,
2005-03,82.58693,
2005-04,82.81320,
2005-05,83.81814,
2005-06,84.67724,
2005-07,85.79539,
2005-08,86.38717,
2005-09,86.51374,
2005-10,87.30022,
2005-11,86.76487,
2005-12,87.04798,
2006-01,87.55554,
2006-02,87.50148,
2006-03,88.54020,
2006-04,89.58117,
2006-05,90.08111,
2006-06,90.07582,
2006-07,89.98959,
2006-08,89.49454,
2006-09,88.87648,
2006-10,88.35835,
2006-11,89.37104,
2006-12,91.21220,
2007-01,91.32429,
2007-02,91.50867,
2007-03,92.05898,
2007-04,91.67950,
2007-05,92.64754,
2007-06,93.36841,
2007-07,94.79965,
2007-08,94.16904,
2007-09,95.06256,
2007-10,93.92101,
2007-11,95.28947,
2007-12,94.79720,
2008-01,95.43716,
2008-02,95.18826,
2008-03,96.40851,
2008-04,94.70407,
2008-05,95.01186,
2008-06,95.56678,
2008-07,93.86776,
2008-08,94.23437,
2008-09,95.61333,
2008-10,99.00402,
2008-11,97.94806,
2008-12,99.47070,
2009-01,106.78870,
2009-02,109.14054,
2009-03,109.19283,
2009-04,112.84961,
2009-05,113.30321,
2009-06,115.34769,
2009-07,116.66878,
2009-08,118.39954,
2009-09,120.28160,
2009-10,123.42694,
2009-11,123.92689,
2009-12,123.59955,
2010-01,127.69090,
2010-02,128.09155,
2010-03,126.73634,
2010-04,131.27988,
2010-05,132.67469,
2010-06,132.71439,
2010-07,133.44169,
2010-08,133.70426,
2010-09,133.30036,
2010-10,133.07150,
2010-11,133.91382,
2010-12,134.68764,
2011-01,137.16920,
2011-02,135.62376,
2011-03,136.65268,
2011-04,136.87649,
2011-05,137.01341,
2011-06,138.05163,
2011-07,138.20464,
2011-08,139.60496,
2011-09,139.90332,
2011-10,140.28409,
2011-11,140.54602,
2011-12,142.28623,
2012-01,143.15722,
2012-02,144.66399,
2012-03,146.55495,
2012-04,146.90942,
2012-05,149.08165,
2012-06,151.56009,
2012-07,154.64315,
2012-08,155.90004,
2012-09,158.26994,
2012-10,163.80115,
2012-11,164.67503,
2012-12,166.11798,
2013-01,166.88280,
2013-02,167.51489,
2013-03,167.32266,
2013-04,169.73113,
2013-05,170.51195,
2013-06,170.99197,
2013-07,172.53256,
2013-08,173.71455,
2013-09,174.81262,
2013-10,176.43506,
2013-11,175.59764,
2013-12,176.36074,
2014-01,178.08213,
2014-02,179.51712,
2014-03,179.82998,
2014-04,182.66059,
2014-05,184.14221,
2014-06,183.89654,
2014-07,184.88088,
2014-08,186.26671,
2014-09,186.56009,
2014-10,187.65584,
2014-11,188.89291,
2014-12,189.30426,Provisional value
2015-01,193.67134,
"",General: 1 Statistical changes have been eliminated.,
