"",BBK01.QUV818,BBK01.QUV818_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Chile / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:13,
2001-12,1.790,
2002-01,1.801,
2002-02,1.774,
2002-03,1.966,
2002-04,1.921,
2002-05,1.830,
2002-06,1.637,
2002-07,1.672,
2002-08,1.682,
2002-09,1.673,
2002-10,1.745,
2002-11,1.788,
2002-12,1.710,
2003-01,1.735,
2003-02,1.753,
2003-03,1.751,
2003-04,1.754,
2003-05,1.683,
2003-06,1.738,
2003-07,1.721,
2003-08,1.774,
2003-09,1.689,
2003-10,1.758,
2003-11,1.682,
2003-12,1.606,
2004-01,1.614,
2004-02,1.594,
2004-03,1.648,
2004-04,1.667,
2004-05,1.624,
2004-06,1.605,
2004-07,1.596,
2004-08,1.556,
2004-09,1.501,
2004-10,1.364,
2004-11,1.335,
2004-12,1.218,
2005-01,1.267,
2005-02,1.296,
2005-03,1.281,
2005-04,1.311,
2005-05,1.291,
2005-06,1.284,
2005-07,1.251,
2005-08,1.237,
2005-09,1.277,
2005-10,1.276,
2005-11,1.247,
2005-12,1.264,
2006-01,1.234,
2006-02,1.436,
2006-03,1.400,
2006-04,1.321,
2006-05,1.356,
2006-06,1.544,
2006-07,1.537,
2006-08,1.241,
2006-09,1.339,
2006-10,1.279,
2006-11,1.208,
2006-12,1.307,
2007-01,1.267,
2007-02,1.210,
2007-03,1.410,
2007-04,1.413,
2007-05,1.748,
2007-06,1.845,
2007-07,1.869,
2007-08,1.934,
2007-09,2.052,
2007-10,2.048,
2007-11,2.059,
2007-12,2.034,
2008-01,2.080,
2008-02,2.171,
2008-03,2.181,
2008-04,2.343,
2008-05,2.246,
2008-06,2.263,
2008-07,2.258,
2008-08,2.375,
2008-09,2.425,
2008-10,2.759,
2008-11,2.744,
2008-12,2.500,
2009-01,2.626,
2009-02,2.510,
2009-03,2.225,
2009-04,2.011,
2009-05,1.861,
2009-06,1.621,
2009-07,1.515,
2009-08,1.464,
2009-09,1.476,
2009-10,1.573,
2009-11,1.629,
2009-12,1.701,
2010-01,1.769,
2010-02,1.831,
2010-03,1.814,
2010-04,1.834,
2010-05,2.017,
2010-06,2.000,
2010-07,1.886,
2010-08,1.905,
2010-09,1.783,
2010-10,1.692,
2010-11,1.705,
2010-12,1.630,
2011-01,1.595,
2011-02,1.542,
2011-03,1.486,
2011-04,1.442,
2011-05,1.344,
2011-06,1.308,
2011-07,1.313,
2011-08,1.256,
2011-09,1.323,
2011-10,1.266,
2011-11,1.322,
2011-12,1.352,
2012-01,1.338,
2012-02,1.304,
2012-03,1.282,
2012-04,1.293,
2012-05,1.301,
2012-06,1.261,
2012-07,1.215,
2012-08,1.179,
2012-09,0.949,
2012-10,1.088,
2012-11,1.086,
2012-12,0.979,
2013-01,0.945,
2013-02,0.967,
2013-03,0.974,
2013-04,0.921,
2013-05,0.923,
2013-06,0.800,
2013-07,0.787,
2013-08,0.781,
2013-09,0.739,
2013-10,0.727,
2013-11,0.725,
2013-12,0.778,
2014-01,0.898,
2014-02,0.940,
2014-03,0.961,
2014-04,0.957,
2014-05,0.977,
2014-06,0.960,
2014-07,0.949,
2014-08,0.960,
2014-09,0.984,
2014-10,0.957,
2014-11,0.815,
2014-12,0.760,
