"",BBDE1.M.DE.Y.GUB1.A2P330000.F.V.I10.A,BBDE1.M.DE.Y.GUB1.A2P330000.F.V.I10.A_FLAGS
"",Turnover from the domestic market / At current prices / Germany / Durable goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:51,
1991-01,129.2,
1991-02,133.9,
1991-03,135.3,
1991-04,131.1,
1991-05,130.6,
1991-06,140.4,
1991-07,136.7,
1991-08,126.5,
1991-09,134.2,
1991-10,136.1,
1991-11,137.8,
1991-12,134.7,
1992-01,137.4,
1992-02,141.7,
1992-03,139.4,
1992-04,138.9,
1992-05,139.7,
1992-06,137.0,
1992-07,137.4,
1992-08,134.7,
1992-09,137.2,
1992-10,136.9,
1992-11,136.9,
1992-12,141.0,
1993-01,139.7,
1993-02,136.9,
1993-03,134.1,
1993-04,134.1,
1993-05,135.6,
1993-06,133.2,
1993-07,132.0,
1993-08,137.1,
1993-09,136.7,
1993-10,135.4,
1993-11,133.3,
1993-12,133.9,
1994-01,132.4,
1994-02,132.3,
1994-03,132.7,
1994-04,135.8,
1994-05,133.3,
1994-06,131.4,
1994-07,127.0,
1994-08,132.0,
1994-09,132.7,
1994-10,134.8,
1994-11,134.4,
1994-12,134.0,
1995-01,137.0,
1995-02,134.8,
1995-03,134.1,
1995-04,138.7,
1995-05,137.9,
1995-06,138.1,
1995-07,137.7,
1995-08,133.0,
1995-09,136.8,
1995-10,136.6,
1995-11,136.7,
1995-12,135.1,
1996-01,132.8,
1996-02,129.0,
1996-03,132.6,
1996-04,131.5,
1996-05,131.9,
1996-06,134.5,
1996-07,130.8,
1996-08,129.9,
1996-09,132.7,
1996-10,131.3,
1996-11,132.7,
1996-12,135.1,
1997-01,129.8,
1997-02,129.0,
1997-03,130.1,
1997-04,127.3,
1997-05,123.8,
1997-06,130.5,
1997-07,133.1,
1997-08,123.9,
1997-09,132.3,
1997-10,129.0,
1997-11,128.4,
1997-12,130.2,
1998-01,128.8,
1998-02,131.6,
1998-03,136.1,
1998-04,130.6,
1998-05,131.7,
1998-06,130.0,
1998-07,130.4,
1998-08,129.8,
1998-09,131.3,
1998-10,127.6,
1998-11,126.8,
1998-12,127.7,
1999-01,128.2,
1999-02,125.1,
1999-03,125.1,
1999-04,124.1,
1999-05,125.8,
1999-06,128.1,
1999-07,126.9,
1999-08,130.9,
1999-09,128.4,
1999-10,129.8,
1999-11,129.1,
1999-12,128.3,
2000-01,126.0,
2000-02,130.3,
2000-03,129.8,
2000-04,130.9,
2000-05,134.6,
2000-06,128.8,
2000-07,131.7,
2000-08,130.2,
2000-09,130.4,
2000-10,130.5,
2000-11,130.8,
2000-12,128.2,
2001-01,131.1,
2001-02,131.5,
2001-03,131.1,
2001-04,131.7,
2001-05,132.5,
2001-06,133.6,
2001-07,128.2,
2001-08,132.1,
2001-09,128.9,
2001-10,126.4,
2001-11,124.5,
2001-12,128.6,
2002-01,123.4,
2002-02,120.8,
2002-03,121.7,
2002-04,119.2,
2002-05,116.5,
2002-06,117.8,
2002-07,116.7,
2002-08,114.7,
2002-09,116.6,
2002-10,113.7,
2002-11,114.9,
2002-12,114.1,
2003-01,114.2,
2003-02,111.6,
2003-03,114.1,
2003-04,112.1,
2003-05,109.2,
2003-06,107.6,
2003-07,117.1,
2003-08,99.3,
2003-09,108.2,
2003-10,109.1,
2003-11,109.2,
2003-12,109.3,
2004-01,109.4,
2004-02,106.7,
2004-03,107.5,
2004-04,106.6,
2004-05,107.6,
2004-06,105.6,
2004-07,112.1,
2004-08,98.1,
2004-09,103.6,
2004-10,103.9,
2004-11,103.6,
2004-12,102.9,
2005-01,105.4,
2005-02,105.5,
2005-03,106.4,
2005-04,107.9,
2005-05,106.3,
2005-06,109.2,
2005-07,108.6,
2005-08,104.9,
2005-09,105.7,
2005-10,107.1,
2005-11,106.4,
2005-12,105.4,
2006-01,111.4,
2006-02,113.5,
2006-03,111.3,
2006-04,113.4,
2006-05,121.4,
2006-06,112.0,
2006-07,111.5,
2006-08,116.3,
2006-09,115.3,
2006-10,117.5,
2006-11,119.5,
2006-12,122.7,
2007-01,116.5,
2007-02,117.5,
2007-03,115.8,
2007-04,112.9,
2007-05,116.0,
2007-06,115.4,
2007-07,113.2,
2007-08,117.5,
2007-09,116.1,
2007-10,113.6,
2007-11,114.5,
2007-12,115.6,
2008-01,118.8,
2008-02,119.2,
2008-03,118.1,
2008-04,119.5,
2008-05,115.3,
2008-06,118.5,
2008-07,110.7,
2008-08,121.2,
2008-09,114.3,
2008-10,113.2,
2008-11,112.3,
2008-12,106.8,
2009-01,101.5,
2009-02,96.2,
