"",BBK01.TVD447,BBK01.TVD447_FLAGS
"",Debt securities issued / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:24,
1980-01,0,
1980-02,1387,
1980-03,3774,
1980-04,3271,
1980-05,1996,
1980-06,1125,
1980-07,1943,
1980-08,419,
1980-09,1358,
1980-10,1063,
1980-11,2576,
1980-12,-167,
1981-01,3904,
1981-02,3416,
1981-03,6708,
1981-04,2298,
1981-05,3560,
1981-06,3807,
1981-07,3677,
1981-08,2565,
1981-09,3821,
1981-10,1712,
1981-11,2596,
1981-12,-864,
1982-01,6032,
1982-02,1455,
1982-03,4186,
1982-04,-1563,
1982-05,1882,
1982-06,698,
1982-07,1793,
1982-08,2009,
1982-09,1756,
1982-10,3101,
1982-11,2973,
1982-12,2191,
1983-01,5753,
1983-02,910,
1983-03,2158,
1983-04,2091,
1983-05,4369,
1983-06,2995,
1983-07,1275,
1983-08,967,
1983-09,2018,
1983-10,2702,
1983-11,2795,
1983-12,634,
1984-01,5329,
1984-02,2039,
1984-03,1254,
1984-04,412,
1984-05,1844,
1984-06,-597,
1984-07,1769,
1984-08,2429,
1984-09,2400,
1984-10,1833,
1984-11,2951,
1984-12,-1991,
1985-01,5449,
1985-02,2379,
1985-03,2379,
1985-04,-2125,
1985-05,2199,
1985-06,1108,
1985-07,3113,
1985-08,1135,
1985-09,774,
1985-10,35,
1985-11,3188,
1985-12,-755,
1986-01,5760,
1986-02,2600,
1986-03,1797,
1986-04,-44,
1986-05,1191,
1986-06,-369,
1986-07,2437,
1986-08,2731,
1986-09,583,
1986-10,-706,
1986-11,1491,
1986-12,-2193,
1987-01,5986,
1987-02,1073,
1987-03,1161,
1987-04,-1130,
1987-05,4707,
1987-06,-48,
1987-07,163,
1987-08,1910,
1987-09,1946,
1987-10,-815,
1987-11,2431,
1987-12,-2432,
1988-01,2046,
1988-02,-875,
1988-03,-1850,
1988-04,-957,
1988-05,1511,
1988-06,-918,
1988-07,-1377,
1988-08,937,
1988-09,-275,
1988-10,2028,
1988-11,839,
1988-12,-6229,
1989-01,1873,
1989-02,927,
1989-03,486,
1989-04,425,
1989-05,3675,
1989-06,2200,
1989-07,3302,
1989-08,942,
1989-09,2481,
1989-10,5599,
1989-11,5800,
1989-12,-298,
1990-01,10242,
1990-02,5943,
1990-03,5021,
1990-04,2878,
1990-05,3366,
1990-06,-470,
1990-07,2741,
1990-08,5116,
1990-09,9262,
1990-10,14478,
1990-11,9274,
1990-12,3221,
1991-01,11031,
1991-02,7949,
1991-03,4518,
1991-04,6919,
1991-05,5898,
1991-06,4103,
1991-07,5648,
1991-08,5129,
1991-09,4841,
1991-10,6306,
1991-11,7303,
1991-12,968,
1992-01,12079,
1992-02,5196,
1992-03,4675,
1992-04,3002,
1992-05,3371,
1992-06,2209,
1992-07,5092,
1992-08,5946,
1992-09,6778,
1992-10,8889,
1992-11,7079,
1992-12,-5014,
1993-01,9942,
1993-02,8108,
1993-03,7336,
1993-04,713,
1993-05,5830,
1993-06,5279,
1993-07,10111,
1993-08,8480,
1993-09,3023,
1993-10,11993,
1993-11,9316,
1993-12,-2153,
1994-01,10638,
1994-02,4827,
1994-03,-1546,
1994-04,1743,
1994-05,4228,
1994-06,5001,
1994-07,8435,
1994-08,6307,
1994-09,1864,
1994-10,4937,
1994-11,5795,
1994-12,5812,
1995-01,6056,
1995-02,3188,
1995-03,2828,
1995-04,5013,
1995-05,8123,
1995-06,5827,
1995-07,7393,
1995-08,11294,
1995-09,8686,
1995-10,9354,
1995-11,12580,
1995-12,4996,
1996-01,20492,
1996-02,10486,
1996-03,6413,
1996-04,7488,
1996-05,9124,
1996-06,3691,
1996-07,5083,
1996-08,6002,
1996-09,11932,
1996-10,7279,
1996-11,13184,
1996-12,-832,
1997-01,12838,
1997-02,14644,
1997-03,15539,
1997-04,7235,
1997-05,7237,
1997-06,10676,
1997-07,15341,
1997-08,5589,
1997-09,3682,
1997-10,4078,
1997-11,6877,
1997-12,-6339,
1998-01,13419,
1998-02,17627,
1998-03,9507,
1998-04,14526,
1998-05,9786,
1998-06,10526,
1998-07,24429,
1998-08,10022,
1998-09,11133,
1998-10,3144,
1998-11,12528,
1998-12,-1398,
1999-01,21467,
1999-02,17453,
1999-03,14164,
1999-04,25726,
1999-05,14012,
1999-06,8297,
1999-07,5373,
1999-08,14658,
1999-09,27264,
1999-10,10139,
1999-11,20179,
1999-12,-8526,
2000-01,-4407,
2000-02,13912,
2000-03,11064,
2000-04,18444,
2000-05,22202,
2000-06,4896,
2000-07,21684,
2000-08,7261,
2000-09,-640,
2000-10,6626,
2000-11,-7619,
2000-12,-2557,
2001-01,17815,
2001-02,15587,
2001-03,4936,
2001-04,2647,
2001-05,1147,
2001-06,2804,
2001-07,7857,
2001-08,-2749,
2001-09,2476,
2001-10,1600,
2001-11,8493,
2001-12,-3358,
2002-01,3855,
2002-02,12665,
2002-03,16968,
2002-04,1026,
2002-05,6289,
2002-06,-3449,
2002-07,-3525,
2002-08,1547,
2002-09,1030,
2002-10,-3886,
2002-11,11922,
2002-12,-24117,
2003-01,5001,
2003-02,8015,
2003-03,847,
2003-04,3623,
2003-05,3640,
2003-06,2933,
2003-07,12117,
2003-08,-7222,
2003-09,11772,
2003-10,7748,
2003-11,12356,
2003-12,-10437,
2004-01,4221,
2004-02,10234,
2004-03,23118,
2004-04,15505,
2004-05,12063,
2004-06,-5842,
2004-07,3838,
2004-08,5232,
2004-09,15678,
2004-10,-3185,
2004-11,3885,
2004-12,-11193,
2005-01,-228,
2005-02,12405,
2005-03,12855,
2005-04,20037,
2005-05,2181,
2005-06,20801,
2005-07,1569,
2005-08,46,
2005-09,-3984,
2005-10,-3152,
2005-11,-4781,
2005-12,-19039,
2006-01,4492,
2006-02,10209,
2006-03,5581,
2006-04,-3859,
2006-05,11863,
2006-06,-593,
2006-07,705,
2006-08,-2478,
2006-09,5284,
2006-10,4824,
2006-11,3370,
2006-12,-4583,
2007-01,14615,
2007-02,6596,
2007-03,4209,
2007-04,2264,
2007-05,7023,
2007-06,4827,
2007-07,3418,
2007-08,-8624,
2007-09,-7067,
2007-10,16149,
2007-11,-2419,
2007-12,-20134,
2008-01,6646,
2008-02,-8885,
2008-03,-3366,
2008-04,5443,
2008-05,1604,
2008-06,14057,
2008-07,4477,
2008-08,2459,
2008-09,-21106,
2008-10,-30287,
2008-11,21422,
2008-12,-26404,
2009-01,-12904,
2009-02,-9636,
2009-03,-12604,
2009-04,-3440,
2009-05,4550,
2009-06,-3511,
2009-07,-4828,
2009-08,6171,
2009-09,-22601,
2009-10,-11002,
2009-11,-10054,
2009-12,-24780,
2010-01,-4641,
2010-02,-11120,
2010-03,6024,
2010-04,-4050,
2010-05,-16610,
2010-06,-20822,
2010-07,-25981,
2010-08,1326,
2010-09,-475,
2010-10,-29676,
2010-11,10289,
2010-12,-10970,
2011-01,-1076,
2011-02,-1538,
2011-03,-12187,
2011-04,-1407,
2011-05,-3536,
2011-06,-15427,
2011-07,-8681,
2011-08,-991,
2011-09,-13707,
2011-10,-2848,
2011-11,-4174,
2011-12,-11331,
2012-01,-31413,
2012-02,11551,
2012-03,-12523,
2012-04,-5779,
2012-05,-13770,
2012-06,-8690,
2012-07,-2667,
2012-08,-4112,
2012-09,-3162,
2012-10,-10469,
2012-11,-8384,
2012-12,-17611,
2013-01,-11982,
2013-02,-2159,
2013-03,-19811,
2013-04,-4333,
2013-05,-14657,
2013-06,-10849,
2013-07,-12725,
2013-08,-8432,
2013-09,-234,
2013-10,-5898,
2013-11,-2102,
2013-12,-11699,
2014-01,-12203,
2014-02,-5089,
2014-03,-8103,
2014-04,-11013,
2014-05,8589,
