"",BBK01.OUD162,BBK01.OUD162_FLAGS
"",Savings deposits of domestic households / At three months' notice / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:11,
1968-12,2.666,
1969-01,2.674,
1969-02,2.686,
1969-03,2.678,
1969-04,2.681,
1969-05,2.685,
1969-06,2.703,
1969-07,2.742,
1969-08,2.777,
1969-09,2.788,
1969-10,2.807,
1969-11,2.793,
1969-12,2.868,
1970-01,2.893,
1970-02,2.866,
1970-03,2.842,
1970-04,2.831,
1970-05,2.824,
1970-06,2.811,
1970-07,2.869,
1970-08,2.890,
1970-09,2.897,
1970-10,2.911,
1970-11,2.917,
1970-12,3.035,
1971-01,3.109,
1971-02,3.137,
1971-03,3.176,
1971-04,3.213,
1971-05,3.222,
1971-06,3.253,
1971-07,3.333,
1971-08,3.328,
1971-09,3.327,
1971-10,3.348,
1971-11,3.359,
1971-12,3.517,
1972-01,3.577,
1972-02,3.579,
1972-03,3.540,
1972-04,3.610,
1972-05,3.616,
1972-06,3.635,
1972-07,3.703,
1972-08,3.699,
1972-09,3.729,
1972-10,3.762,
1972-11,3.777,
1972-12,3.914,
1973-01,3.855,
1973-02,3.836,
1973-03,3.806,
1973-04,3.809,
1973-05,3.797,
1973-06,3.779,
1973-07,3.735,
1973-08,3.680,
1973-09,3.661,
1973-10,3.661,
1973-11,3.694,
1973-12,3.872,
1974-01,3.944,
1974-02,3.966,
1974-03,3.971,
1974-04,3.997,
1974-05,4.038,
1974-06,4.054,
1974-07,4.117,
1974-08,4.087,
1974-09,4.112,
1974-10,4.153,
1974-11,4.210,
1974-12,4.490,
1975-01,4.580,
1975-02,4.605,
1975-03,4.701,
1975-04,4.918,
1975-05,4.998,
1975-06,5.044,
1975-07,5.161,
1975-08,5.242,
1975-09,5.313,
1975-10,5.401,
1975-11,5.458,
1975-12,5.758,
1976-01,5.866,
1976-02,5.931,
1976-03,5.936,
1976-04,5.944,
1976-05,5.962,
1976-06,5.982,
1976-07,6.059,
1976-08,6.050,
1976-09,6.026,
1976-10,6.046,
1976-11,6.046,
1976-12,6.264,
1977-01,6.404,
1977-02,6.378,
1977-03,6.344,
1977-04,6.318,
1977-05,6.328,
1977-06,6.341,
1977-07,6.532,
1977-08,6.518,
1977-09,6.529,
1977-10,6.564,
1977-11,6.608,
1977-12,6.833,
1978-01,6.977,
1978-02,6.985,
1978-03,6.938,
1978-04,6.953,
1978-05,6.959,
1978-06,6.991,
1978-07,7.123,
1978-08,7.157,
1978-09,7.154,
1978-10,7.188,
1978-11,7.208,
1978-12,7.452,
1979-01,7.580,
1979-02,7.629,
1979-03,7.597,
1979-04,7.561,
1979-05,7.522,
1979-06,7.478,
1979-07,7.465,
1979-08,7.428,
1979-09,7.390,
1979-10,7.352,
1979-11,7.281,
1979-12,7.486,
1980-01,7.498,
1980-02,7.455,
1980-03,7.334,
1980-04,7.208,
1980-05,7.150,
1980-06,7.122,
1980-07,7.141,
1980-08,7.181,
1980-09,7.167,
1980-10,7.166,
1980-11,7.186,
1980-12,7.544,
1981-01,7.544,
1981-02,7.524,
1981-03,7.291,
1981-04,7.204,
1981-05,7.107,
1981-06,6.992,
1981-07,6.959,
1981-08,6.886,
1981-09,6.800,
1981-10,6.779,
1981-11,6.816,
1981-12,7.279,
1982-01,7.355,
1982-02,7.392,
1982-03,7.337,
1982-04,7.449,
1982-05,7.455,
1982-06,7.499,
1982-07,7.582,
1982-08,7.556,
1982-09,7.564,
1982-10,7.593,
1982-11,7.661,
1982-12,8.154,
1983-01,8.397,
1983-02,8.511,
1983-03,8.573,
1983-04,8.674,
1983-05,8.688,
1983-06,8.696,
1983-07,8.899,
1983-08,8.859,
1983-09,8.805,
1983-10,8.789,
1983-11,8.781,
1983-12,9.109,
1984-01,9.157,
1984-02,9.106,
1984-03,9.060,
1984-04,9.032,
1984-05,8.988,
1984-06,8.969,
1984-07,9.039,
1984-08,8.999,
1984-09,8.990,
1984-10,9.007,
1984-11,9.025,
1984-12,9.432,
1985-01,9.562,
1985-02,9.610,
1985-03,9.583,
1985-04,9.552,
1985-05,9.520,
1985-06,9.568,
1985-07,9.656,
1985-08,9.655,
1985-09,9.696,
1985-10,9.720,
1985-11,9.648,
1985-12,10.031,
1986-01,10.084,
1986-02,10.079,
1986-03,10.087,
1986-04,10.163,
1986-05,10.165,
1986-06,10.185,
1986-07,10.259,
1986-08,10.293,
1986-09,10.295,
1986-10,10.312,
1986-11,10.353,
1986-12,12.711,
1987-01,12.869,
1987-02,12.857,
1987-03,12.880,
1987-04,12.924,
1987-05,12.920,
1987-06,12.953,
1987-07,13.101,
1987-08,13.141,
1987-09,13.138,
1987-10,13.171,
1987-11,13.194,
1987-12,13.645,
1988-01,13.774,
1988-02,13.854,
1988-03,13.837,
1988-04,13.919,
1988-05,13.939,
1988-06,13.981,
1988-07,14.076,
1988-08,14.068,
1988-09,14.022,
1988-10,13.999,
1988-11,13.993,
1988-12,14.435,
1989-01,14.689,
1989-02,14.653,
1989-03,14.508,
1989-04,14.363,
1989-05,14.174,
1989-06,13.963,
1989-07,13.848,
1989-08,13.719,
1989-09,13.632,
1989-10,13.514,
1989-11,13.365,
1989-12,13.757,
1990-01,13.525,
1990-02,13.345,
1990-03,13.113,
1990-04,12.932,
1990-05,12.756,
1990-06,12.953,
1990-07,12.991,
1990-08,13.299,
1990-09,13.527,
1990-10,13.706,
1990-11,13.859,
1990-12,14.506,
1991-01,13.902,
1991-02,13.913,
1991-03,13.891,
1991-04,13.892,
1991-05,13.839,
1991-06,13.816,
1991-07,13.104,
1991-08,13.092,
1991-09,13.048,
1991-10,13.098,
1991-11,13.162,
1991-12,13.832,
1992-01,13.842,
1992-02,13.933,
1992-03,14.030,
1992-04,14.071,
1992-05,14.100,
1992-06,14.102,
1992-07,14.153,
1992-08,14.133,
1992-09,14.046,
1992-10,13.989,
1992-11,13.918,
1992-12,14.727,
1993-01,14.900,
1993-02,15.464,
1993-03,15.666,
1993-04,15.811,
1993-05,15.948,
1993-06,16.037,
1993-07,16.162,
1993-08,16.243,
1993-09,16.411,
1993-10,16.703,
1993-11,17.069,
1993-12,18.722,
1994-01,18.828,
1994-02,19.094,
1994-03,19.271,
1994-04,19.476,
1994-05,19.634,
1994-06,19.580,
1994-07,19.644,
1994-08,19.673,
1994-09,19.655,
1994-10,19.618,
1994-11,19.622,
1994-12,20.383,
1995-01,20.504,
1995-02,20.834,
1995-03,20.997,
1995-04,21.192,
1995-05,21.366,
1995-06,21.512,
1995-07,21.581,
1995-08,21.540,
1995-09,21.684,
1995-10,21.863,
1995-11,22.062,
1995-12,22.777,
1996-01,23.131,
1996-02,23.306,
1996-03,23.328,
1996-04,23.324,
1996-05,23.283,
1996-06,23.247,
1996-07,23.239,
1996-08,23.293,
1996-09,23.431,
1996-10,23.652,
1996-11,23.459,
1996-12,24.474,
1997-01,24.715,
1997-02,24.703,
1997-03,24.560,
1997-04,24.385,
1997-05,24.344,
1997-06,24.313,
1997-07,24.415,
1997-08,24.650,
1997-09,24.491,
1997-10,24.505,
1997-11,24.568,
1997-12,26.870,
1998-01,27.099,
1998-02,27.315,
1998-03,27.632,
1998-04,27.042,
1998-05,26.959,
1998-06,26.779,
1998-07,26.665,
1998-08,26.636,
1998-09,26.512,
1998-10,26.267,
1998-11,26.333,
1998-12,26.984,
1999-01,46.230,
1999-02,46.249,
1999-03,46.009,
1999-04,45.860,
1999-05,45.830,
1999-06,45.626,
1999-07,45.735,
1999-08,45.614,
1999-09,51.573,
1999-10,51.427,
1999-11,51.071,
1999-12,51.699,
2000-01,51.227,
2000-02,50.853,
2000-03,49.899,
2000-04,49.080,
2000-05,48.093,
2000-06,47.141,
2000-07,46.408,
2000-08,45.665,
2000-09,44.848,
2000-10,44.143,
2000-11,43.497,
2000-12,44.050,
2001-01,43.675,
2001-02,43.516,
2001-03,43.585,
2001-04,43.739,
2001-05,43.642,
2001-06,43.756,
2001-07,43.849,
2001-08,43.987,
2001-09,44.276,
2001-10,44.770,
2001-11,45.478,
2001-12,47.502,
2002-01,48.508,
2002-02,48.980,
2002-03,49.274,
2002-04,49.402,
2002-05,49.352,
2002-06,49.381,
2002-07,49.447,
2002-08,49.551,
2002-09,50.108,
2002-10,51.101,
2002-11,53.191,
2002-12,54.901,
2003-01,56.169,
2003-02,57.279,
2003-03,57.997,
2003-04,58.392,
2003-05,58.554,
2003-06,58.789,
2003-07,58.496,
2003-08,58.886,
2003-09,58.957,
2003-10,59.448,
2003-11,60.486,
2003-12,61.469,
2004-01,61.711,
2004-02,62.113,
2004-03,62.325,
2004-04,62.411,
2004-05,62.636,
2004-06,61.684,
2004-07,61.807,
2004-08,61.763,
2004-09,61.679,
2004-10,61.758,
2004-11,62.115,
2004-12,26.264,
2005-01,26.472,
2005-02,26.673,
2005-03,27.016,
2005-04,27.387,
2005-05,27.399,
2005-06,27.475,
2005-07,27.563,
2005-08,26.258,
2005-09,25.455,
2005-10,25.348,
2005-11,25.793,
2005-12,26.104,
2006-01,25.954,
2006-02,25.918,
2006-03,25.952,
2006-04,25.837,
2006-05,25.571,
2006-06,25.427,
2006-07,25.173,
2006-08,24.978,
2006-09,24.692,
2006-10,25.012,
2006-11,25.124,
2006-12,25.262,
2007-01,25.119,
2007-02,25.108,
2007-03,24.981,
2007-04,24.864,
2007-05,24.688,
2007-06,24.537,
2007-07,24.178,
2007-08,24.052,
2007-09,23.783,
2007-10,23.661,
2007-11,23.426,
2007-12,23.840,
2008-01,23.866,
2008-02,23.703,
2008-03,23.557,
2008-04,23.534,
2008-05,23.285,
2008-06,22.976,
2008-07,22.603,
2008-08,22.438,
2008-09,22.468,
2008-10,23.101,
2008-11,22.943,
2008-12,23.190,
2009-01,23.302,
2009-02,24.027,
2009-03,23.794,
2009-04,23.811,
2009-05,24.002,
2009-06,24.282,
2009-07,25.380,
2009-08,26.115,
2009-09,26.621,
2009-10,27.289,
2009-11,27.954,
2009-12,28.781,
2010-01,28.964,
2010-02,29.062,
2010-03,28.897,
2010-04,28.574,
2010-05,27.875,
2010-06,27.416,
2010-07,27.702,
2010-08,26.929,
2010-09,26.935,
2010-10,27.658,
2010-11,27.794,
2010-12,28.103,
2011-01,27.959,
2011-02,27.991,
2011-03,28.305,
2011-04,27.710,
2011-05,26.855,
2011-06,26.166,
2011-07,25.899,
2011-08,25.836,
2011-09,25.690,
2011-10,25.974,
2011-11,26.494,
2011-12,27.283,
2012-01,27.820,
2012-02,28.127,
2012-03,28.300,
2012-04,28.304,
2012-05,28.375,
2012-06,28.305,
2012-07,28.636,
2012-08,28.674,
2012-09,28.731,
2012-10,28.774,
2012-11,28.952,
2012-12,29.523,
2013-01,29.736,
2013-02,29.680,
2013-03,29.590,
2013-04,29.476,
2013-05,29.459,
2013-06,29.359,
2013-07,29.376,
2013-08,29.465,
2013-09,29.555,
2013-10,29.575,
2013-11,29.608,
2013-12,29.797,
2014-01,29.637,
2014-02,29.565,
2014-03,29.425,
2014-04,29.184,
2014-05,29.185,
2014-06,29.170,
2014-07,29.032,
2014-08,28.947,
2014-09,28.869,
2014-10,28.839,
2014-11,28.826,
2014-12,29.019,Provisional value
