"",BBK01.OEHB04V,BBK01.OEHB04V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:40,
2002-01,11.175,
2002-04,11.169,
2002-07,11.165,
2002-10,11.163,
2003-01,11.071,
2003-04,11.136,
2003-07,11.172,
2003-10,11.223,
2004-01,10.985,
2004-04,10.988,
2004-07,10.993,
2004-10,11.021,
2005-01,10.776,
2005-04,10.803,
2005-07,10.921,
2005-10,10.902,
2006-01,10.955,
2006-04,11.139,
2006-07,11.181,
2006-10,11.110,
2007-01,11.074,
2007-04,11.049,
2007-07,11.064,
2007-10,11.158,
2008-01,11.112,
2008-04,11.152,
2008-07,11.305,
2008-10,11.351,
2009-01,11.358,
2009-04,11.499,
2009-07,11.635,
2009-10,11.757,
2010-01,11.983,
2010-04,12.210,
2010-07,12.403,
2010-10,12.522,
2011-01,12.629,
2011-04,12.656,
2011-07,12.864,
2011-10,12.994,
2012-01,13.121,
2012-04,13.253,
2012-07,13.376,
2012-10,13.611,
2013-01,13.628,
2013-04,13.747,
2013-07,13.894,
2013-10,14.023,
2014-01,14.045,
2014-04,14.216,
2014-07,14.385,
