"",BBK01.OEAH74O,BBK01.OEAH74O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:14,
2002-01,1.017,
2002-04,1.261,
2002-07,1.051,
2002-10,1.183,
2003-01,1.168,
2003-04,1.404,
2003-07,1.685,
2003-10,1.666,
2004-01,1.066,
2004-04,1.154,
2004-07,1.098,
2004-10,1.060,
2005-01,0.911,
2005-04,0.862,
2005-07,0.684,
2005-10,0.544,
2006-01,0.620,
2006-04,0.928,
2006-07,1.672,
2006-10,1.976,
2007-01,1.641,
2007-04,1.293,
2007-07,1.146,
2007-10,1.102,
2008-01,1.216,
2008-04,1.308,
2008-07,1.273,
2008-10,1.195,
2009-01,0.872,
2009-04,0.904,
2009-07,0.796,
2009-10,0.589,
2010-01,0.422,
2010-04,0.447,
2010-07,0.497,
2010-10,0.768,
2011-01,0.478,
2011-04,0.611,
2011-07,0.637,
2011-10,1.190,
2012-01,0.682,
2012-04,0.607,
2012-07,0.901,
2012-10,1.326,
2013-01,0.842,
2013-04,0.649,
2013-07,0.611,
2013-10,1.089,
2014-01,0.717,
2014-04,0.628,
2014-07,0.732,
