"",BBK01.OUE048,BBK01.OUE048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:48,
1968-12,0.004,
1969-01,0.004,
1969-02,0.005,
1969-03,0.006,
1969-04,0.007,
1969-05,0.009,
1969-06,0.012,
1969-07,0.011,
1969-08,0.016,
1969-09,0.025,
1969-10,0.026,
1969-11,0.024,
1969-12,0.012,
1970-01,0.011,
1970-02,0.007,
1970-03,0.006,
1970-04,0.006,
1970-05,0.006,
1970-06,0.005,
1970-07,0.007,
1970-08,0.006,
1970-09,0.006,
1970-10,0.005,
1970-11,0.005,
1970-12,0.007,
1971-01,0.006,
1971-02,0.008,
1971-03,0.008,
1971-04,0.009,
1971-05,0.008,
1971-06,0.008,
1971-07,0.009,
1971-08,0.009,
1971-09,0.009,
1971-10,0.010,
1971-11,0.009,
1971-12,0.009,
1972-01,0.010,
1972-02,0.011,
1972-03,0.011,
1972-04,0.010,
1972-05,0.010,
1972-06,0.010,
1972-07,0.012,
1972-08,0.012,
1972-09,0.011,
1972-10,0.012,
1972-11,0.018,
1972-12,0.027,
1973-01,0.025,
1973-02,0.019,
1973-03,0.017,
1973-04,0.023,
1973-05,0.026,
1973-06,0.034,
1973-07,0.033,
1973-08,0.043,
1973-09,0.047,
1973-10,0.049,
1973-11,0.044,
1973-12,0.043,
1974-01,0.049,
1974-02,0.042,
1974-03,0.041,
1974-04,0.040,
1974-05,0.037,
1974-06,0.036,
1974-07,0.038,
1974-08,0.041,
1974-09,0.041,
1974-10,0.042,
1974-11,0.037,
1974-12,0.039,
1975-01,0.044,
1975-02,0.043,
1975-03,0.042,
1975-04,0.037,
1975-05,0.038,
1975-06,0.034,
1975-07,0.031,
1975-08,0.030,
1975-09,0.034,
1975-10,0.035,
1975-11,0.036,
1975-12,0.033,
1976-01,0.031,
1976-02,0.031,
1976-03,0.031,
1976-04,0.034,
1976-05,0.032,
1976-06,0.033,
1976-07,0.031,
1976-08,0.032,
1976-09,0.031,
1976-10,0.030,
1976-11,0.028,
1976-12,0.029,
1977-01,0.030,
1977-02,0.030,
1977-03,0.028,
1977-04,0.029,
1977-05,0.028,
1977-06,0.029,
1977-07,0.030,
1977-08,0.027,
1977-09,0.026,
1977-10,0.024,
1977-11,0.027,
1977-12,0.026,
1978-01,0.028,
1978-02,0.029,
1978-03,0.024,
1978-04,0.027,
1978-05,0.027,
1978-06,0.025,
1978-07,0.031,
1978-08,0.031,
1978-09,0.030,
1978-10,0.028,
1978-11,0.026,
1978-12,0.026,
1979-01,0.025,
1979-02,0.024,
1979-03,0.024,
1979-04,0.026,
1979-05,0.025,
1979-06,0.026,
1979-07,0.026,
1979-08,0.028,
1979-09,0.028,
1979-10,0.030,
1979-11,0.036,
1979-12,0.035,
1980-01,0.038,
1980-02,0.037,
1980-03,0.038,
1980-04,0.042,
1980-05,0.036,
1980-06,0.037,
1980-07,0.041,
1980-08,0.041,
1980-09,0.040,
1980-10,0.046,
1980-11,0.040,
1980-12,0.045,
1981-01,0.048,
1981-02,0.049,
1981-03,0.054,
1981-04,0.057,
1981-05,0.063,
1981-06,0.067,
1981-07,0.066,
1981-08,0.075,
1981-09,0.073,
1981-10,0.072,
1981-11,0.073,
1981-12,0.076,
1982-01,0.081,
1982-02,0.081,
1982-03,0.081,
1982-04,0.083,
1982-05,0.082,
1982-06,0.081,
1982-07,0.082,
1982-08,0.082,
1982-09,0.081,
1982-10,0.081,
1982-11,0.082,
1982-12,0.082,
1983-01,0.078,
1983-02,0.078,
1983-03,0.080,
1983-04,0.082,
1983-05,0.082,
1983-06,0.081,
1983-07,0.084,
1983-08,0.082,
1983-09,0.083,
1983-10,0.083,
1983-11,0.083,
1983-12,0.083,
1984-01,0.082,
1984-02,0.083,
1984-03,0.083,
1984-04,0.082,
1984-05,0.079,
1984-06,0.082,
1984-07,0.078,
1984-08,0.078,
1984-09,0.080,
1984-10,0.080,
1984-11,0.080,
1984-12,0.084,
1985-01,0.087,
1985-02,0.093,
1985-03,0.093,
1985-04,0.092,
1985-05,0.089,
1985-06,0.097,
1985-07,0.112,
1985-08,0.112,
1985-09,0.108,
1985-10,0.105,
1985-11,0.106,
1985-12,0.105,
1986-01,0.102,
1986-02,0.100,
1986-03,0.104,
1986-04,0.115,
1986-05,0.070,
1986-06,0.072,
1986-07,0.069,
1986-08,0.071,
1986-09,0.071,
1986-10,0.071,
1986-11,0.069,
1986-12,0.065,
