"",BBK01.OUN245,BBK01.OUN245_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for more than 2 years / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:13,
1999-01,0.808,
1999-02,0.806,
1999-03,0.803,
1999-04,0.799,
1999-05,0.796,
1999-06,0.780,
1999-07,0.780,
1999-08,0.780,
1999-09,0.780,
1999-10,0.780,
1999-11,0.779,
1999-12,0.774,
2000-01,0.771,
2000-02,0.771,
2000-03,0.771,
2000-04,0.770,
2000-05,0.770,
2000-06,0.770,
2000-07,0.770,
2000-08,0.770,
2000-09,0.768,
2000-10,0.767,
2000-11,0.766,
2000-12,0.764,
2001-01,0.763,
2001-02,0.763,
2001-03,0.763,
2001-04,0.762,
2001-05,0.761,
2001-06,0.760,
2001-07,0.760,
2001-08,0.760,
2001-09,0.760,
2001-10,0.754,
2001-11,0.752,
2001-12,0.752,
2002-01,0.754,
2002-02,0.754,
2002-03,0.754,
2002-04,0.754,
2002-05,0.754,
2002-06,0.752,
2002-07,0.753,
2002-08,0.752,
2002-09,0.747,
2002-10,0.752,
2002-11,0.752,
2002-12,0.751,
2003-01,0.750,
2003-02,0.750,
2003-03,0.750,
2003-04,0.750,
2003-05,0.749,
2003-06,0.748,
2003-07,0.748,
2003-08,0.748,
2003-09,0.748,
2003-10,0.748,
2003-11,0.748,
2003-12,0.748,
2004-01,0.747,
2004-02,0.747,
2004-03,0.747,
2004-04,0.747,
2004-05,0.748,
2004-06,0.748,
2004-07,0.747,
2004-08,0.747,
2004-09,1.536,
2004-10,1.537,
2004-11,1.095,
2004-12,1.094,
2005-01,1.092,
2005-02,1.091,
2005-03,1.090,
2005-04,1.090,
2005-05,0.765,
2005-06,0.765,
2005-07,0.765,
2005-08,0.765,
2005-09,0.765,
2005-10,0.765,
2005-11,0.759,
2005-12,0.757,
2006-01,0.757,
2006-02,0.757,
2006-03,0.757,
2006-04,0.757,
2006-05,0.711,
2006-06,0.711,
2006-07,0.700,
2006-08,0.691,
2006-09,0.685,
2006-10,0.676,
2006-11,0.648,
2006-12,0.605,
2007-01,0.604,
2007-02,0.604,
2007-03,0.604,
2007-04,0.603,
2007-05,0.600,
2007-06,0.583,
2007-07,0.573,
2007-08,0.576,
2007-09,0.569,
2007-10,0.556,
2007-11,0.524,
2007-12,0.394,
2008-01,0.394,
2008-02,0.357,
2008-03,0.357,
2008-04,0.346,
2008-05,0.337,
2008-06,0.337,
2008-07,0.319,
2008-08,0.267,
2008-09,0.267,
2008-10,0.202,
2008-11,0.186,
2008-12,0.007,
2009-01,0.006,
2009-02,0.006,
2009-03,0.006,
2009-04,0.006,
2009-05,0.006,
2009-06,0.006,
2009-07,0.006,
2009-08,0.006,
2009-09,0.006,
2009-10,0.006,
2009-11,0.006,
2009-12,0.006,
2010-01,0.006,
2010-02,0.005,
2010-03,0.005,
2010-04,0.006,
2010-05,0.006,
2010-06,0.011,
2010-07,0.051,
2010-08,0.050,
2010-09,0.049,
2010-10,0.048,
2010-11,0.047,
2010-12,0.046,
2011-01,0.044,
2011-02,0.043,
2011-03,0.048,
2011-04,0.052,
2011-05,0.052,
2011-06,0.056,
2011-07,0.055,
2011-08,0.054,
2011-09,0.096,
2011-10,0.187,
2011-11,0.286,
2011-12,0.404,
2012-01,0.558,
2012-02,0.747,
2012-03,0.817,
2012-04,0.864,
2012-05,0.911,
2012-06,0.931,
2012-07,0.953,
2012-08,0.954,
2012-09,0.972,
2012-10,0.991,
2012-11,1.099,
2012-12,1.112,
2013-01,1.107,
2013-02,1.117,
2013-03,1.047,
2013-04,1.059,
2013-05,1.072,
2013-06,1.085,
2013-07,1.098,
2013-08,1.105,
2013-09,1.119,
2013-10,1.379,
2013-11,1.494,
2013-12,1.552,
2014-01,1.620,
2014-02,1.634,
2014-03,1.641,
2014-04,1.629,
2014-05,1.629,
2014-06,1.638,
2014-07,1.638,
2014-08,1.637,
2014-09,1.603,
2014-10,1.547,
2014-11,1.472,
2014-12,1.367,Provisional value
