"",BBK01.OEHB20G,BBK01.OEHB20G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:10,
2002-01,38.955,
2002-04,39.044,
2002-07,39.295,
2002-10,39.547,
2003-01,39.943,
2003-04,40.476,
2003-07,41.079,
2003-10,41.521,
2004-01,41.494,
2004-04,41.595,
2004-07,41.868,
2004-10,42.008,
2005-01,41.810,
2005-04,42.034,
2005-07,42.557,
2005-10,43.059,
2006-01,43.116,
2006-04,43.500,
2006-07,43.872,
2006-10,43.996,
2007-01,43.847,
2007-04,43.856,
2007-07,43.883,
2007-10,43.985,
2008-01,43.822,
2008-04,43.798,
2008-07,43.826,
2008-10,43.705,
2009-01,43.313,
2009-04,43.156,
2009-07,43.413,
2009-10,43.613,
2010-01,43.412,
2010-04,43.671,
2010-07,44.052,
2010-10,44.474,
2011-01,44.387,
2011-04,44.713,
2011-07,45.074,
2011-10,45.374,
2012-01,45.438,
2012-04,45.746,
2012-07,46.228,
2012-10,46.661,
2013-01,46.651,
2013-04,46.952,
2013-07,47.483,
2013-10,47.785,
2014-01,47.823,
2014-04,48.227,
2014-07,48.821,
