"",BBK01.PQL355,BBK01.PQL355_FLAGS
"",Lending to domestic enterprises / Short-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:26,
1968-10,2.460,
1969-01,2.552,
1969-04,2.675,
1969-07,2.729,
1969-10,2.907,
1970-01,3.115,
1970-04,3.268,
1970-07,3.299,
1970-10,3.369,
1971-01,3.407,
1971-04,3.599,
1971-07,3.737,
1971-10,3.866,
1972-01,3.950,
1972-04,4.180,
1972-07,4.318,
1972-10,4.634,
1973-01,4.650,
1973-04,4.749,
1973-07,4.718,
1973-10,5.130,
1974-01,5.216,
1974-04,5.331,
1974-07,5.310,
1974-10,5.409,
1975-01,5.367,
1975-04,5.361,
1975-07,5.302,
1975-10,5.422,
1976-01,5.517,
1976-04,5.746,
1976-07,5.970,
1976-10,6.073,
1977-01,6.252,
1977-04,6.457,
1977-07,6.459,
1977-10,6.630,
1978-01,6.778,
1978-04,7.071,
1978-07,7.133,
1978-10,7.360,
1979-01,7.700,
1979-04,8.221,
1979-07,8.536,
1979-10,8.983,
1980-01,9.324,
1980-04,9.593,
1980-07,9.638,
1980-10,10.061,
1981-01,10.757,
1981-04,11.395,
1981-07,11.762,
1981-10,12.014,
1982-01,12.314,
1982-04,12.558,
1982-07,12.462,
1982-10,12.322,
1983-01,12.253,
1983-04,12.082,
1983-07,12.213,
1983-10,12.568,
1984-01,13.084,
1984-04,13.461,
1984-07,13.567,
1984-10,13.464,
1985-01,14.015,
1985-04,13.811,
1985-07,13.255,
1985-10,13.417,
1986-01,13.897,
1986-04,13.637,
1986-07,12.925,
1986-10,12.334,
1987-01,12.783,
1987-04,12.721,
1987-07,12.442,
1987-10,12.002,
1988-01,12.411,
1988-04,12.602,
1988-07,12.679,
1988-10,12.588,
1989-01,13.144,
1989-04,13.516,
1989-07,13.851,
1989-10,13.840,
1990-01,14.449,
1990-04,15.272,
1990-07,16.160,
1990-10,16.166,
1991-01,16.845,
1991-04,17.180,
1991-07,17.098,
1991-10,17.519,
1992-01,18.266,
1992-04,18.949,
1992-07,19.045,
1992-10,19.176,
1993-01,19.573,
1993-04,20.014,
1993-07,20.046,
1993-10,19.949,
1994-01,20.129,
1994-04,20.823,
1994-07,21.251,
1994-10,21.769,
1995-01,22.950,
1995-04,24.364,
1995-07,24.778,
1995-10,24.577,
1996-01,24.727,
1996-04,25.292,
1996-07,25.124,
1996-10,25.033,
1997-01,25.582,
1997-04,25.559,
1997-07,25.401,
1997-10,25.038,
1998-01,25.229,
1998-04,25.391,
1998-07,25.229,
1998-10,25.045,
1999-01,22.555,
1999-04,22.344,
1999-07,21.936,
1999-10,21.110,
2000-01,21.680,
2000-04,22.669,
2000-07,22.693,
2000-10,22.258,
2001-01,22.969,
2001-04,23.099,
2001-07,23.185,
2001-10,22.567,
2002-01,23.016,
2002-04,22.747,
2002-07,22.385,
2002-10,21.313,
2003-01,21.333,
2003-04,21.033,
2003-07,20.481,
2003-10,19.542,
2004-01,19.678,
2004-04,19.573,
2004-07,18.687,
2004-10,17.413,
2005-01,18.049,
2005-04,17.258,
2005-07,16.892,
2005-10,15.663,
2006-01,16.309,
2006-04,16.115,
2006-07,16.218,
2006-10,15.530,
2007-01,16.062,
2007-04,16.115,
2007-07,16.131,
2007-10,16.161,
2008-01,16.780,
2008-04,16.448,
2008-07,16.739,
2008-10,16.089,
2009-01,16.750,
2009-04,16.349,
2009-07,15.959,
2009-10,14.973,
2010-01,15.579,
2010-04,15.593,
2010-07,15.001,
2010-10,14.179,
2011-01,14.673,
2011-04,15.169,
2011-07,15.001,
2011-10,14.247,
2012-01,15.126,
2012-04,15.375,
2012-07,15.617,
2012-10,15.317,
2013-01,16.027,
2013-04,15.808,
2013-07,15.502,
2013-10,15.140,
2014-01,15.817,
2014-04,15.937,
2014-07,15.861,
2014-10,15.390,
