"",BBK01.OEBB13H,BBK01.OEBB13H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:45,
2002-01,44.628,
2002-04,44.352,
2002-07,43.843,
2002-10,43.408,
2003-01,43.061,
2003-04,42.493,
2003-07,41.752,
2003-10,41.179,
2004-01,40.155,
2004-04,40.311,
2004-07,40.666,
2004-10,40.011,
2005-01,40.079,
2005-04,39.467,
2005-07,38.689,
2005-10,37.834,
2006-01,37.100,
2006-04,35.540,
2006-07,34.794,
2006-10,33.612,
2007-01,32.224,
2007-04,31.300,
2007-07,30.367,
2007-10,29.776,
2008-01,28.853,
2008-04,28.134,
2008-07,27.339,
2008-10,26.445,
2009-01,25.449,
2009-04,17.207,
2009-07,16.905,
2009-10,16.435,
2010-01,16.344,
2010-04,15.963,
2010-07,15.679,
2010-10,15.731,
2011-01,14.749,
2011-04,14.598,
2011-07,16.771,
2011-10,16.588,
2012-01,16.371,
2012-04,16.242,
2012-07,16.121,
2012-10,16.102,
2013-01,15.974,
2013-04,15.978,
2013-07,16.214,
2013-10,16.214,
2014-01,16.045,
2014-04,16.198,
2014-07,16.123,
