"",BBK01.OUZ084,BBK01.OUZ084_FLAGS
"",Other liabilities / Total / Big banks / Multi-office banks (MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:42,
1999-01,48.280,
1999-02,31.324,
1999-03,43.787,
1999-04,42.511,
1999-05,31.561,
1999-06,43.092,
1999-07,56.276,
1999-08,63.294,
1999-09,63.701,
1999-10,66.335,
1999-11,69.186,
1999-12,62.711,
2000-01,54.745,
2000-02,62.270,
2000-03,62.142,
2000-04,53.895,
2000-05,60.397,
2000-06,62.754,
2000-07,58.902,
2000-08,65.313,
2000-09,64.786,
2000-10,62.638,
2000-11,61.649,
2000-12,74.633,
2001-01,80.437,
2001-02,80.738,
2001-03,91.053,
2001-04,94.649,
2001-05,101.497,
2001-06,96.175,
2001-07,78.393,
2001-08,85.225,
2001-09,94.394,
2001-10,79.173,
2001-11,82.279,
2001-12,76.867,
2002-01,82.188,
2002-02,85.736,
2002-03,78.947,
2002-04,59.469,
2002-05,68.842,
2002-06,82.781,
2002-07,82.735,
2002-08,86.742,
2002-09,88.999,
2002-10,87.946,
2002-11,83.767,
2002-12,85.105,
2003-01,73.224,
2003-02,85.468,
2003-03,83.625,
2003-04,82.370,
2003-05,79.924,
2003-06,76.492,
2003-07,76.292,
2003-08,82.060,
2003-09,78.682,
2003-10,77.225,
2003-11,67.383,
2003-12,65.839,
2004-01,68.799,
2004-02,70.165,
2004-03,68.772,
2004-04,75.984,
2004-05,74.785,
2004-06,68.113,
2004-07,71.838,
2004-08,73.625,
2004-09,77.064,
2004-10,77.663,
2004-11,74.190,
2004-12,85.449,
2005-01,91.055,
2005-02,97.435,
2005-03,104.594,
2005-04,90.443,
2005-05,92.718,
2005-06,90.487,
2005-07,96.822,
2005-08,109.001,
2005-09,117.479,
2005-10,125.035,
2005-11,134.142,
2005-12,92.127,
2006-01,94.922,
2006-02,100.925,
2006-03,98.422,
2006-04,105.375,
2006-05,105.527,
2006-06,99.533,
2006-07,98.279,
2006-08,105.830,
2006-09,108.013,
2006-10,116.559,
2006-11,128.949,
2006-12,113.351,
2007-01,136.563,
2007-02,132.602,
2007-03,138.389,
2007-04,140.019,
2007-05,132.378,
2007-06,149.091,
2007-07,147.695,
2007-08,148.057,
2007-09,147.909,
2007-10,122.915,
2007-11,118.830,
2007-12,123.557,
2008-01,105.937,
2008-02,108.506,
2008-03,100.111,
2008-04,99.013,
2008-05,105.118,
2008-06,100.040,
2008-07,100.312,
2008-08,99.063,
2008-09,112.343,
2008-10,126.572,
2008-11,117.058,
2008-12,117.133,
2009-01,122.064,
2009-02,168.157,
2009-03,173.487,
2009-04,159.591,
2009-05,115.483,
2009-06,93.063,
2009-07,84.356,
2009-08,101.198,
2009-09,107.003,
2009-10,105.343,
2009-11,110.739,
2009-12,92.007,
2010-01,100.892,
2010-02,106.382,
2010-03,103.547,
2010-04,113.174,
2010-05,219.947,
2010-06,122.670,
2010-07,116.892,
2010-08,123.584,
2010-09,104.198,
2010-10,106.394,
2010-11,108.085,
2010-12,1355.458,
2011-01,1111.901,
2011-02,1043.526,
2011-03,981.454,
2011-04,1005.876,
2011-05,1044.991,
2011-06,945.108,
2011-07,1101.719,
2011-08,1291.842,
2011-09,1518.597,
2011-10,1300.478,
2011-11,1324.678,
2011-12,1381.941,
2012-01,1355.595,
2012-02,1317.731,
2012-03,1219.459,
2012-04,1277.542,
2012-05,1588.097,
2012-06,1416.222,
2012-07,1469.246,
2012-08,1420.183,
2012-09,1355.089,
2012-10,1301.542,
2012-11,1301.826,
2012-12,1276.505,
2013-01,1191.904,
2013-02,1179.211,
2013-03,1166.116,
2013-04,1179.369,
2013-05,1094.613,
2013-06,1004.124,
2013-07,977.031,
2013-08,920.398,
2013-09,939.149,
2013-10,938.976,
2013-11,937.416,
2013-12,821.916,
2014-01,964.448,
2014-02,892.854,
2014-03,853.604,
2014-04,850.160,
2014-05,887.603,
2014-06,841.129,
2014-07,861.585,
2014-08,930.428,
2014-09,948.989,
2014-10,970.786,
2014-11,998.655,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date. Up to and including December 1998, including fiduciary liabilities and value adjustments. Since January 1999, presentation in separate time series (fiduciary liabilities: time series OUZ449, value adjustments: time series OUZ463).",
