"",BBK01.WX4257,BBK01.WX4257_FLAGS
"",Yields on debt securities outstanding issued by residents / Mortgage Pfandbriefe / Mean residual maturity of more than 7 years / Monthly average,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:09:52,
1991-01,9.1,
1991-02,8.7,
1991-03,8.6,
1991-04,8.6,
1991-05,8.5,
1991-06,8.5,
1991-07,8.8,
1991-08,8.8,
1991-09,8.7,
1991-10,8.6,
1991-11,8.6,
1991-12,8.5,
1992-01,8.2,
1992-02,8.1,
1992-03,8.1,
1992-04,8.2,
1992-05,8.3,
1992-06,8.3,
1992-07,8.4,
1992-08,8.5,
1992-09,8.2,
1992-10,7.7,
1992-11,7.6,
1992-12,7.5,
1993-01,7.3,
1993-02,7.0,
1993-03,6.9,
1993-04,6.9,
1993-05,7.0,
1993-06,7.0,
1993-07,6.9,
1993-08,6.6,
1993-09,6.4,
1993-10,6.3,
1993-11,6.2,
1993-12,6.1,
1994-01,6.1,
1994-02,6.3,
1994-03,6.7,
1994-04,6.9,
1994-05,7.0,
1994-06,7.3,
1994-07,7.2,
1994-08,7.4,
1994-09,7.8,
1994-10,7.8,
1994-11,7.8,
1994-12,7.8,
1995-01,7.8,
1995-02,7.6,
1995-03,7.5,
1995-04,7.3,
1995-05,7.1,
1995-06,7.0,
1995-07,7.1,
1995-08,7.0,
1995-09,6.8,
1995-10,6.8,
1995-11,6.5,
1995-12,6.3,
1996-01,6.1,
1996-02,6.4,
1996-03,6.5,
1996-04,6.4,
1996-05,6.4,
1996-06,6.5,
1996-07,6.5,
1996-08,6.4,
1996-09,6.2,
1996-10,6.0,
1996-11,5.9,
1996-12,5.9,
1997-01,5.9,
1997-02,5.6,
1997-03,5.7,
1997-04,5.9,
1997-05,5.8,
1997-06,5.7,
1997-07,5.6,
1997-08,5.7,
1997-09,5.7,
1997-10,5.7,
1997-11,5.8,
1997-12,5.6,
1998-01,5.4,
1998-02,5.2,
1998-03,5.1,
1998-04,5.1,
1998-05,5.1,
1998-06,5.0,
1998-07,4.9,
1998-08,4.8,
1998-09,4.5,
1998-10,4.5,
1998-11,4.5,
1998-12,4.3,
1999-01,4.1,
1999-02,4.1,
1999-03,4.3,
1999-04,4.1,
1999-05,4.2,
1999-06,4.6,
1999-07,4.9,
1999-08,5.3,
1999-09,5.4,
1999-10,5.6,
1999-11,5.4,
1999-12,5.5,
2000-01,5.8,
2000-02,5.8,
2000-03,5.7,
2000-04,5.6,
2000-05,5.9,
2000-06,5.8,
2000-07,5.8,
2000-08,5.8,
2000-09,5.9,
2000-10,5.8,
2000-11,5.8,
2000-12,5.5,
2001-01,5.3,
2001-02,5.3,
2001-03,5.2,
2001-04,5.3,
2001-05,5.4,
2001-06,5.4,
2001-07,5.4,
2001-08,5.2,
2001-09,5.1,
2001-10,4.9,
2001-11,4.8,
2001-12,5.0,
2002-01,5.2,
2002-02,5.2,
2002-03,5.4,
2002-04,5.4,
