"",BBNZ1.Q.DE.Y.G.0071.A,BBNZ1.Q.DE.Y.G.0071.A_FLAGS
"",Germany / National accounts / Origin of GDP / All economic sectors / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:45,
1991-01,355.695,
1991-04,358.577,
1991-07,358.704,
1991-10,368.924,
1992-01,381.755,
1992-04,382.661,
1992-07,386.299,
1992-10,388.114,
1993-01,391.982,
1993-04,394.875,
1993-07,397.303,
1993-10,399.915,
1994-01,405.852,
1994-04,408.907,
1994-07,413.634,
1994-10,423.092,
1995-01,422.449,
1995-04,429.738,
1995-07,432.864,
1995-10,435.621,
1996-01,428.558,
1996-04,435.945,
1996-07,437.960,
1996-10,443.694,
1997-01,439.376,
1997-04,444.780,
1997-07,447.063,
1997-10,453.715,
1998-01,454.888,
1998-04,454.295,
1998-07,456.794,
1998-10,458.906,
1999-01,459.416,
1999-04,460.848,
1999-07,464.995,
1999-10,469.160,
2000-01,473.816,
2000-04,475.962,
2000-07,477.921,
2000-10,478.827,
2001-01,489.663,
2001-04,489.498,
2001-07,492.233,
2001-10,498.534,
2002-01,497.411,
2002-04,496.272,
2002-07,501.163,
2002-10,504.008,
2003-01,498.002,
2003-04,496.879,
2003-07,504.438,
2003-10,505.969,
2004-01,507.968,
2004-04,513.666,
2004-07,512.768,
2004-10,513.044,
2005-01,514.795,
2005-04,517.604,
2005-07,521.417,
2005-10,521.762,
2006-01,528.952,
2006-04,538.497,
2006-07,544.701,
2006-10,550.467,
2007-01,556.849,
2007-04,563.204,
2007-07,569.477,
2007-10,572.234,
2008-01,578.968,
2008-04,578.671,
2008-07,575.640,
2008-10,564.254,
2009-01,544.318,
2009-04,546.105,
2009-07,552.941,
2009-10,558.352,
2010-01,567.261,
2010-04,574.628,
2010-07,582.153,
2010-10,587.553,
2011-01,600.354,
2011-04,602.125,
2011-07,607.733,
2011-10,609.738,
2012-01,613.710,
2012-04,616.667,
2012-07,620.899,
2012-10,620.477,
2013-01,623.615,
2013-04,630.576,
2013-07,634.496,
2013-10,641.563,
2014-01,650.904,
2014-04,651.469,
2014-07,653.670,
2014-10,660.306,
