"",BBK01.OEAC01U,BBK01.OEAC01U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:33,
2002-01,11.508,
2002-04,11.569,
2002-07,11.517,
2002-10,11.629,
2003-01,11.397,
2003-04,11.363,
2003-07,11.289,
2003-10,11.240,
2004-01,11.210,
2004-04,10.634,
2004-07,10.639,
2004-10,10.589,
2005-01,10.475,
2005-04,10.368,
2005-07,10.293,
2005-10,10.204,
2006-01,10.170,
2006-04,10.175,
2006-07,10.233,
2006-10,10.303,
2007-01,10.314,
2007-04,10.486,
2007-07,10.444,
2007-10,10.588,
2008-01,10.713,
2008-04,10.832,
2008-07,10.825,
2008-10,10.820,
2009-01,10.752,
2009-04,11.287,
2009-07,11.273,
2009-10,11.272,
2010-01,11.382,
2010-04,11.582,
2010-07,11.623,
2010-10,11.567,
2011-01,11.822,
2011-04,12.030,
2011-07,12.081,
2011-10,12.068,
2012-01,12.171,
2012-04,12.641,
2012-07,12.735,
2012-10,12.699,
2013-01,12.836,
2013-04,13.049,
2013-07,13.252,
2013-10,13.361,
2014-01,13.584,
2014-04,13.944,
2014-07,13.730,
