"",BBK01.SUD214,BBK01.SUD214_FLAGS
"",New business (volumes) of German banks / Loans for consumption to households with an initial rate fixation of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:55,
2003-01,4415,
2003-02,5214,
2003-03,5053,
2003-04,4880,
2003-05,4796,
2003-06,4936,
2003-07,5969,
2003-08,4844,
2003-09,5374,
2003-10,5096,
2003-11,5631,
2003-12,5234,
2004-01,4233,
2004-02,4963,
2004-03,5806,
2004-04,6345,
2004-05,5257,
2004-06,5371,
2004-07,5020,
2004-08,5187,
2004-09,4878,
2004-10,4579,
2004-11,4159,
2004-12,4551,
2005-01,4289,
2005-02,3720,
2005-03,4173,
2005-04,4809,
2005-05,3972,
2005-06,4707,
2005-07,4978,
2005-08,4073,
2005-09,5262,
2005-10,4314,
2005-11,4327,
2005-12,4631,
2006-01,4330,
2006-02,4294,
2006-03,5483,
2006-04,5435,
2006-05,7186,
2006-06,5319,
2006-07,5564,
2006-08,4718,
2006-09,5422,
2006-10,7074,
2006-11,6222,
2006-12,5931,
2007-01,4034,
2007-02,3680,
2007-03,5349,
2007-04,5126,
2007-05,4881,
2007-06,4703,
2007-07,5248,
2007-08,4003,
2007-09,4399,
2007-10,3527,
2007-11,3131,
2007-12,2585,
2008-01,3199,
2008-02,2394,
2008-03,2523,
2008-04,2933,
2008-05,2634,
2008-06,2841,
2008-07,2864,
2008-08,2322,
2008-09,2555,
2008-10,2656,
2008-11,2289,
2008-12,2086,
2009-01,2204,
2009-02,2649,
2009-03,3180,
2009-04,3112,
2009-05,2915,
2009-06,3097,
2009-07,3184,
2009-08,2401,
2009-09,2294,
2009-10,2386,
2009-11,2242,
2009-12,2027,
2010-01,1775,
2010-02,1759,
2010-03,2385,
2010-04,2247,
2010-05,2074,
2010-06,2324,
2010-07,2285,
2010-08,2080,
2010-09,2142,
2010-10,2170,
2010-11,2175,
2010-12,1943,
2011-01,2029,
2011-02,2167,
2011-03,2652,
2011-04,2417,
2011-05,2625,
2011-06,2258,
2011-07,2307,
2011-08,2364,
2011-09,2243,
2011-10,2189,
2011-11,2293,
2011-12,2086,
2012-01,2083,
2012-02,2062,
2012-03,2649,
2012-04,2459,
2012-05,2491,
2012-06,2488,
2012-07,2570,
2012-08,2334,
2012-09,2091,
2012-10,2374,
2012-11,2229,
2012-12,1766,
2013-01,2314,
2013-02,2161,
2013-03,2503,
2013-04,2725,
2013-05,2401,
2013-06,2399,
2013-07,2708,
2013-08,2288,
2013-09,2195,
2013-10,2417,
2013-11,2218,
2013-12,2254,
2014-01,2478,
2014-02,2300,
2014-03,2702,
2014-04,2606,
2014-05,2520,
2014-06,2438,
2014-07,2704,
2014-08,2782,
2014-09,2836,
2014-10,2962,
2014-11,2657,
2014-12,2323,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. p = Provisional,
