"",BBK01.OXA8B5,BBK01.OXA8B5_FLAGS
"",Loans (including bills of exchange) to domestic general government - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:44,
1999-01,476.899,
1999-02,481.928,
1999-03,479.799,
1999-04,477.700,
1999-05,476.952,
1999-06,478.201,
1999-07,477.444,
1999-08,476.720,
1999-09,477.222,
1999-10,487.753,
1999-11,490.727,
1999-12,483.071,
2000-01,484.838,
2000-02,480.096,
2000-03,481.865,
2000-04,483.612,
2000-05,483.819,
2000-06,480.199,
2000-07,482.871,
2000-08,480.956,
2000-09,471.595,
2000-10,475.982,
2000-11,476.393,
2000-12,477.129,
2001-01,483.253,
2001-02,481.908,
2001-03,482.033,
2001-04,476.761,
2001-05,475.184,
2001-06,469.005,
2001-07,470.056,
2001-08,469.321,
2001-09,466.574,
2001-10,467.447,
2001-11,477.239,
2001-12,468.478,
2002-01,469.335,
2002-02,466.687,
2002-03,464.062,
2002-04,460.151,
2002-05,454.979,
2002-06,449.816,
2002-07,457.939,
2002-08,448.324,
2002-09,445.106,
2002-10,448.154,
2002-11,449.065,
2002-12,448.278,
2003-01,452.846,
2003-02,447.138,
2003-03,443.832,
2003-04,445.610,
2003-05,439.621,
2003-06,434.417,
2003-07,444.744,
2003-08,440.448,
2003-09,435.032,
2003-10,436.426,
2003-11,442.377,
2003-12,439.442,
2004-01,440.049,
2004-02,431.995,
2004-03,444.737,
2004-04,437.101,
2004-05,431.218,
2004-06,426.052,
2004-07,434.282,
2004-08,429.748,
2004-09,425.665,
2004-10,430.741,
2004-11,426.508,
2004-12,422.964,
2005-01,427.435,
2005-02,422.186,
2005-03,420.641,
2005-04,422.805,
2005-05,421.670,
2005-06,416.207,
2005-07,418.944,
2005-08,416.997,
2005-09,410.684,
2005-10,413.161,
2005-11,406.905,
2005-12,408.740,
2006-01,409.813,
2006-02,401.112,
2006-03,401.287,
2006-04,402.821,
2006-05,394.948,
2006-06,390.957,
2006-07,392.057,
2006-08,388.959,
2006-09,387.932,
2006-10,392.633,
2006-11,393.158,
2006-12,390.246,
2007-01,389.031,
2007-02,384.752,
2007-03,379.162,
2007-04,380.606,
2007-05,378.515,
2007-06,372.322,
2007-07,377.976,
2007-08,371.575,
2007-09,366.139,
2007-10,364.590,
2007-11,362.892,
2007-12,360.740,
2008-01,357.066,
2008-02,353.390,
2008-03,350.940,
2008-04,355.874,
2008-05,350.672,
2008-06,349.384,
2008-07,349.593,
2008-08,348.993,
2008-09,344.776,
2008-10,346.678,
2008-11,344.205,
2008-12,342.764,
2009-01,344.254,
2009-02,342.446,
2009-03,338.140,
2009-04,340.515,
2009-05,336.636,
2009-06,336.471,
2009-07,348.518,
2009-08,342.885,
2009-09,340.027,
2009-10,351.716,
2009-11,340.939,
2009-12,335.082,
2010-01,337.972,
2010-02,334.768,
2010-03,335.463,
2010-04,337.708,
2010-05,343.794,
2010-06,349.102,
2010-07,344.740,
2010-08,344.892,
2010-09,346.586,
2010-10,350.911,
2010-11,427.258,
2010-12,418.445,
2011-01,421.742,
2011-02,410.107,
2011-03,399.435,
2011-04,388.425,
2011-05,377.853,
2011-06,374.591,
2011-07,374.486,
2011-08,365.211,
2011-09,365.164,
2011-10,361.313,
2011-11,358.153,
2011-12,359.830,
2012-01,363.572,
2012-02,361.280,
2012-03,359.882,
2012-04,365.252,
2012-05,359.847,
2012-06,370.217,
2012-07,367.022,
2012-08,359.611,
2012-09,359.790,
2012-10,366.455,
2012-11,360.199,
2012-12,350.288,
2013-01,352.163,
2013-02,347.281,
2013-03,345.177,
2013-04,355.206,
2013-05,344.634,
2013-06,342.303,
2013-07,347.308,
2013-08,340.561,
2013-09,339.957,
2013-10,347.203,
2013-11,342.633,
2013-12,339.198,
2014-01,345.444,
2014-02,341.104,
2014-03,336.627,
2014-04,336.692,
2014-05,338.174,
2014-06,330.249,
2014-07,333.002,
2014-08,327.381,
2014-09,326.899,
2014-10,333.253,
2014-11,330.808,
2014-12,327.858,Provisional value
