"",BBK01.QUY323,BBK01.QUY323_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Greece / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:34,
2002-03,1.144,
2002-04,1.014,
2002-05,1.027,
2002-06,1.019,
2002-07,1.016,
2002-08,1.022,
2002-09,1.033,
2002-10,1.021,
2002-11,1.085,
2002-12,1.333,
2003-01,1.181,
2003-02,1.173,
2003-03,1.170,
2003-04,1.278,
2003-05,1.279,
2003-06,1.302,
2003-07,1.295,
2003-08,1.350,
2003-09,1.495,
2003-10,1.731,
2003-11,1.764,
2003-12,1.776,
2004-01,1.684,
2004-02,1.613,
2004-03,1.750,
2004-04,1.688,
2004-05,1.611,
2004-06,1.551,
2004-07,1.588,
2004-08,1.647,
2004-09,1.647,
2004-10,1.637,
2004-11,1.764,
2004-12,1.876,
2005-01,1.876,
2005-02,1.863,
2005-03,1.728,
2005-04,1.739,
2005-05,1.690,
2005-06,1.738,
2005-07,1.719,
2005-08,1.707,
2005-09,1.765,
2005-10,1.748,
2005-11,1.752,
2005-12,1.675,
2006-01,1.674,
2006-02,1.756,
2006-03,1.729,
2006-04,1.823,
2006-05,2.164,
2006-06,2.035,
2006-07,2.081,
2006-08,2.074,
2006-09,2.077,
2006-10,2.081,
2006-11,2.120,
2006-12,2.404,
2007-01,2.468,
2007-02,2.563,
2007-03,2.626,
2007-04,2.749,
2007-05,2.842,
2007-06,2.894,
2007-07,2.912,
2007-08,2.833,
2007-09,3.185,
2007-10,3.124,
2007-11,5.293,
2007-12,3.423,
2008-01,3.699,
2008-02,3.713,
2008-03,3.914,
2008-04,4.165,
2008-05,2.934,
2008-06,3.042,
2008-07,3.032,
2008-08,3.016,
2008-09,2.912,
2008-10,2.817,
2008-11,2.751,
2008-12,2.760,
2009-01,2.837,
2009-02,2.842,
2009-03,2.805,
2009-04,2.389,
2009-05,2.390,
2009-06,2.264,
2009-07,2.233,
2009-08,2.190,
2009-09,2.253,
2009-10,2.256,
2009-11,2.243,
2009-12,2.225,
2010-01,2.410,
2010-02,2.377,
2010-03,2.384,
2010-04,2.391,
2010-05,2.173,
2010-06,2.160,
2010-07,2.081,
2010-08,2.031,
2010-09,2.027,
2010-10,1.445,
2010-11,1.391,
2010-12,1.383,
2011-01,1.286,
2011-02,1.266,
2011-03,1.301,
2011-04,1.311,
2011-05,1.280,
2011-06,1.255,
2011-07,1.235,
2011-08,1.200,
2011-09,0.981,
2011-10,0.784,
2011-11,0.778,
2011-12,0.666,
2012-01,0.501,
2012-02,0.220,
2012-03,0.158,
2012-04,0.132,
2012-05,0.123,
2012-06,0.128,
2012-07,0.117,
2012-08,0.123,
2012-09,0.119,
2012-10,0.124,
2012-11,0.124,
2012-12,0.159,
2013-01,0.153,
2013-02,0.160,
2013-03,0.094,
2013-04,0.038,
2013-05,0.044,
2013-06,0.039,
2013-07,0.048,
2013-08,0.047,
2013-09,0.063,
2013-10,0.101,
2013-11,0.104,
2013-12,0.108,
2014-01,0.093,
2014-02,0.104,
2014-03,0.221,
2014-04,0.217,
2014-05,0.198,
2014-06,0.160,
2014-07,0.191,
2014-08,0.201,
2014-09,0.173,
2014-10,0.134,
