"",BBNZ1.A.DE.N.K.0161.A,BBNZ1.A.DE.N.K.0161.A_FLAGS
"",Germany / National accounts / Use of GDP / Changes in inventories and net increase in valuables / Contribution of growth to GDP,
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:42,
1992,-1.1,
1993,-0.5,
1994,-0.1,
1995,0.3,
1996,-0.7,
1997,0.2,
1998,0.3,
1999,0.1,
2000,0.1,
2001,-0.3,
2002,-0.6,
2003,0.4,
2004,-0.6,
2005,-0.3,
2006,0.3,
2007,0.6,
2008,-0.1,
2009,-1.6,
2010,1.3,
2011,0.0,
2012,-1.4,
2013,0.2,
2014,-0.4,
