"",BBK01.OUB240,BBK01.OUB240_FLAGS
"",Time deposits of non-profit institutions / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:02,
1968-12,0.945,
1969-01,0.971,
1969-02,0.979,
1969-03,0.974,
1969-04,1.003,
1969-05,1.133,
1969-06,1.060,
1969-07,1.034,
1969-08,1.034,
1969-09,1.167,
1969-10,1.195,
1969-11,1.114,
1969-12,1.092,
1970-01,1.007,
1970-02,1.025,
1970-03,0.980,
1970-04,1.032,
1970-05,1.043,
1970-06,1.086,
1970-07,1.159,
1970-08,1.164,
1970-09,1.088,
1970-10,1.115,
1970-11,1.131,
1970-12,1.141,
1971-01,1.093,
1971-02,1.176,
1971-03,1.139,
1971-04,1.169,
1971-05,1.193,
1971-06,1.224,
1971-07,1.264,
1971-08,1.254,
1971-09,1.218,
1971-10,1.227,
1971-11,1.254,
1971-12,1.306,
1972-01,1.293,
1972-02,1.333,
1972-03,1.288,
1972-04,1.289,
1972-05,1.370,
1972-06,1.333,
1972-07,1.330,
1972-08,1.381,
1972-09,1.250,
1972-10,1.280,
1972-11,1.417,
1972-12,1.551,
1973-01,1.540,
1973-02,1.579,
1973-03,1.571,
1973-04,1.541,
1973-05,1.700,
1973-06,1.664,
1973-07,1.698,
1973-08,1.807,
1973-09,1.892,
1973-10,1.963,
1973-11,1.958,
1973-12,2.096,
1974-01,2.036,
1974-02,2.081,
1974-03,2.092,
1974-04,2.266,
1974-05,2.319,
1974-06,2.253,
1974-07,2.168,
1974-08,2.175,
1974-09,2.116,
1974-10,2.210,
1974-11,2.119,
1974-12,2.140,
1975-01,2.093,
1975-02,2.133,
1975-03,2.000,
1975-04,2.033,
1975-05,1.989,
1975-06,1.969,
1975-07,1.929,
1975-08,1.915,
1975-09,1.871,
1975-10,1.901,
1975-11,1.908,
1975-12,2.023,
1976-01,1.862,
1976-02,1.855,
1976-03,1.759,
1976-04,1.795,
1976-05,1.797,
1976-06,1.802,
1976-07,1.757,
1976-08,1.851,
1976-09,1.849,
1976-10,1.869,
1976-11,1.819,
1976-12,1.935,
1977-01,1.803,
1977-02,1.858,
1977-03,1.826,
1977-04,1.988,
1977-05,2.017,
1977-06,1.941,
1977-07,1.911,
1977-08,1.942,
1977-09,1.906,
1977-10,1.969,
1977-11,2.002,
1977-12,2.289,
1978-01,2.002,
1978-02,1.981,
1978-03,1.840,
1978-04,1.967,
1978-05,2.108,
1978-06,2.035,
1978-07,2.093,
1978-08,2.139,
1978-09,2.016,
1978-10,2.080,
1978-11,2.054,
1978-12,2.204,
1979-01,2.081,
1979-02,2.137,
1979-03,2.045,
1979-04,2.154,
1979-05,2.380,
1979-06,2.357,
1979-07,2.311,
1979-08,2.347,
1979-09,2.373,
1979-10,2.366,
1979-11,2.387,
1979-12,2.530,
1980-01,2.435,
1980-02,2.468,
1980-03,2.437,
1980-04,2.474,
1980-05,2.775,
1980-06,2.656,
1980-07,2.585,
1980-08,2.580,
1980-09,2.547,
1980-10,2.629,
1980-11,2.555,
1980-12,2.772,
1981-01,2.704,
1981-02,2.651,
1981-03,2.640,
1981-04,2.719,
1981-05,2.927,
