"",BBK01.OUE364,BBK01.OUE364_FLAGS
"",Loans to foreign non-banks for over one year and up to and including five years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:21,
1999-01,0.849,
1999-02,0.873,
1999-03,0.952,
1999-04,0.987,
1999-05,1.011,
1999-06,1.104,
1999-07,1.052,
1999-08,0.999,
1999-09,1.109,
1999-10,1.252,
1999-11,1.569,
1999-12,1.626,
2000-01,1.640,
2000-02,1.423,
2000-03,1.506,
2000-04,1.628,
2000-05,1.542,
2000-06,1.507,
2000-07,1.484,
2000-08,1.517,
2000-09,1.369,
2000-10,1.395,
2000-11,1.305,
2000-12,1.323,
2001-01,1.346,
2001-02,1.370,
2001-03,1.435,
2001-04,1.432,
2001-05,1.445,
2001-06,1.445,
2001-07,1.467,
2001-08,1.459,
2001-09,1.397,
2001-10,1.366,
2001-11,1.405,
2001-12,1.243,
2002-01,1.354,
2002-02,1.350,
2002-03,1.494,
2002-04,1.508,
2002-05,1.470,
2002-06,1.393,
2002-07,1.419,
2002-08,1.459,
2002-09,1.463,
2002-10,1.469,
2002-11,1.611,
2002-12,1.543,
2003-01,1.564,
2003-02,1.546,
2003-03,1.787,
2003-04,1.772,
2003-05,1.756,
2003-06,1.816,
2003-07,1.874,
2003-08,1.860,
2003-09,1.723,
2003-10,1.678,
2003-11,1.622,
2003-12,1.616,
2004-01,1.598,
2004-02,1.593,
2004-03,1.587,
2004-04,1.574,
2004-05,1.571,
2004-06,1.551,
2004-07,1.667,
2004-08,1.637,
2004-09,1.577,
2004-10,1.613,
2004-11,1.726,
2004-12,1.721,
2005-01,1.866,
2005-02,1.894,
2005-03,1.988,
2005-04,2.011,
2005-05,2.062,
2005-06,2.122,
2005-07,2.125,
2005-08,2.180,
2005-09,2.177,
2005-10,2.165,
2005-11,2.236,
2005-12,2.529,
2006-01,1.944,
2006-02,2.144,
2006-03,2.379,
2006-04,2.263,
2006-05,2.353,
2006-06,2.464,
2006-07,2.349,
2006-08,2.768,
2006-09,3.608,
2006-10,3.569,
2006-11,3.559,
2006-12,3.723,
2007-01,3.922,
2007-02,3.967,
2007-03,4.051,
2007-04,3.907,
2007-05,4.144,
2007-06,4.966,
2007-07,4.893,
2007-08,5.488,
2007-09,6.115,
2007-10,5.976,
2007-11,5.777,
2007-12,5.965,
2008-01,6.044,
2008-02,5.965,
2008-03,5.795,
2008-04,6.291,
2008-05,6.418,
2008-06,6.793,
2008-07,6.727,
2008-08,6.999,
2008-09,7.414,
2008-10,7.581,
2008-11,7.664,
2008-12,7.375,
2009-01,7.360,
2009-02,7.331,
2009-03,6.852,
2009-04,6.620,
2009-05,6.494,
2009-06,6.838,
2009-07,6.898,
2009-08,6.883,
2009-09,6.458,
2009-10,6.156,
2009-11,6.055,
2009-12,6.039,
2010-01,6.034,
2010-02,6.039,
2010-03,6.096,
2010-04,6.094,
2010-05,6.055,
2010-06,6.100,
2010-07,5.942,
2010-08,6.010,
2010-09,5.923,
2010-10,5.872,
2010-11,5.997,
2010-12,5.977,
2011-01,6.263,
2011-02,6.228,
2011-03,6.090,
2011-04,6.258,
2011-05,6.200,
2011-06,4.761,
2011-07,4.908,
2011-08,5.033,
2011-09,5.194,
2011-10,5.183,
2011-11,5.152,
2011-12,4.902,
2012-01,4.776,
2012-02,4.729,
2012-03,4.558,
2012-04,4.028,
2012-05,4.291,
2012-06,4.236,
2012-07,4.398,
2012-08,4.382,
2012-09,4.438,
2012-10,4.239,
2012-11,4.367,
2012-12,4.241,
2013-01,4.056,
2013-02,4.177,
2013-03,4.404,
2013-04,4.333,
2013-05,4.497,
2013-06,4.335,
2013-07,4.282,
2013-08,4.099,
2013-09,4.061,
2013-10,4.118,
2013-11,4.181,
2013-12,4.323,
2014-01,4.410,
2014-02,4.465,
2014-03,4.489,
2014-04,4.565,
2014-05,4.897,
2014-06,4.935,
2014-07,4.917,
2014-08,4.943,
2014-09,4.804,
2014-10,5.155,
2014-11,4.941,
2014-12,4.832,Provisional value
