"",BBK01.OUZ439,BBK01.OUZ439_FLAGS
"","Provisions for liabilities and charges, Building and loan associations",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:11,
1999-01,3.271,
1999-02,3.191,
1999-03,3.109,
1999-04,3.054,
1999-05,3.023,
1999-06,2.983,
1999-07,2.954,
1999-08,2.942,
1999-09,2.934,
1999-10,2.905,
1999-11,2.870,
1999-12,3.009,
2000-01,3.234,
2000-02,3.089,
2000-03,3.052,
2000-04,3.013,
2000-05,2.976,
2000-06,2.951,
2000-07,2.846,
2000-08,2.811,
2000-09,2.797,
2000-10,2.800,
2000-11,2.777,
2000-12,2.940,
2001-01,3.156,
2001-02,3.124,
2001-03,3.073,
2001-04,3.033,
2001-05,2.991,
2001-06,2.957,
2001-07,2.923,
2001-08,2.953,
2001-09,2.843,
2001-10,2.819,
2001-11,2.801,
2001-12,3.123,
2002-01,3.177,
2002-02,3.182,
2002-03,3.183,
2002-04,3.124,
2002-05,3.096,
2002-06,2.988,
2002-07,3.005,
2002-08,3.104,
2002-09,3.105,
2002-10,3.062,
2002-11,3.052,
2002-12,3.315,
2003-01,3.669,
2003-02,3.629,
2003-03,3.591,
2003-04,3.556,
2003-05,3.488,
2003-06,3.452,
2003-07,3.430,
2003-08,3.412,
2003-09,3.394,
2003-10,3.361,
2003-11,3.347,
2003-12,3.618,
2004-01,3.926,
2004-02,3.893,
2004-03,3.843,
2004-04,3.763,
2004-05,3.689,
2004-06,3.660,
2004-07,3.576,
2004-08,3.553,
2004-09,3.505,
2004-10,3.493,
2004-11,3.488,
2004-12,3.833,
2005-01,4.007,
2005-02,3.936,
2005-03,3.905,
2005-04,3.815,
2005-05,3.780,
2005-06,3.744,
2005-07,3.721,
2005-08,3.698,
2005-09,3.682,
2005-10,3.670,
2005-11,3.650,
2005-12,3.960,
2006-01,4.210,
2006-02,4.186,
2006-03,4.138,
2006-04,4.197,
2006-05,4.143,
2006-06,4.174,
2006-07,4.112,
2006-08,4.094,
2006-09,4.075,
2006-10,4.157,
2006-11,4.163,
2006-12,4.640,
2007-01,4.746,
2007-02,4.736,
2007-03,4.672,
2007-04,4.596,
2007-05,4.576,
2007-06,4.561,
2007-07,4.549,
2007-08,4.555,
2007-09,4.547,
2007-10,4.537,
2007-11,4.520,
2007-12,4.847,
2008-01,4.929,
2008-02,4.829,
2008-03,4.772,
2008-04,4.689,
2008-05,4.653,
2008-06,4.608,
2008-07,4.614,
2008-08,4.591,
2008-09,4.582,
2008-10,4.561,
2008-11,4.558,
2008-12,4.902,
2009-01,4.963,
2009-02,4.939,
2009-03,4.848,
2009-04,4.766,
2009-05,4.999,
2009-06,4.933,
2009-07,4.950,
2009-08,4.938,
2009-09,4.925,
2009-10,4.916,
2009-11,4.887,
2009-12,5.185,
2010-01,5.481,
2010-02,5.486,
2010-03,5.406,
2010-04,5.296,
2010-05,5.257,
2010-06,5.210,
2010-07,5.191,
2010-08,5.183,
2010-09,5.189,
2010-10,5.175,
2010-11,5.162,
2010-12,5.343,
2011-01,5.657,
2011-02,5.612,
2011-03,5.566,
2011-04,5.506,
2011-05,5.447,
2011-06,5.319,
2011-07,5.402,
2011-08,5.399,
2011-09,5.374,
2011-10,5.395,
2011-11,5.380,
2011-12,5.615,
2012-01,5.844,
2012-02,5.804,
2012-03,5.734,
2012-04,5.657,
2012-05,5.648,
2012-06,5.656,
2012-07,5.610,
2012-08,5.599,
2012-09,5.584,
2012-10,5.555,
2012-11,5.543,
2012-12,5.524,
2013-01,5.777,
2013-02,5.730,
2013-03,5.661,
2013-04,5.634,
2013-05,5.616,
2013-06,5.599,
2013-07,5.583,
2013-08,5.580,
2013-09,5.393,
2013-10,5.387,
2013-11,5.363,
2013-12,5.537,
2014-01,5.828,
2014-02,5.778,
2014-03,5.712,
2014-04,5.676,
2014-05,5.655,
2014-06,5.678,
2014-07,5.628,
2014-08,5.633,
2014-09,5.630,
2014-10,5.617,
2014-11,5.596,
