"",BBK01.WXI099,BBK01.WXI099_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:43:01,
2009-09,3907,
2009-10,3803,
2009-11,3772,
2009-12,3667,
2010-01,3811,
2010-02,3822,
2010-03,3484,
2010-04,4351,
2010-05,4265,
2010-06,4400,
2010-07,4682,
2010-08,5041,
2010-09,5166,
2010-10,5558,
2010-11,5601,
2010-12,5985,
2011-01,6430,
2011-02,6694,
2011-03,6624,
2011-04,6614,
2011-05,6455,
2011-06,6325,
2011-07,6206,
2011-08,5214,
2011-09,5157,
2011-10,5436,
2011-11,5381,
2011-12,5363,
2012-01,5707,
2012-02,5892,
2012-03,5909,
2012-04,5866,
2012-05,5432,
2012-06,5549,
2012-07,5780,
2012-08,6014,
2012-09,6244,
2012-10,6732,
2012-11,7054,
2012-12,7298,
2013-01,7980,
2013-02,8182,
2013-03,8436,
2013-04,8642,
2013-05,8474,
2013-06,8655,
2013-07,8926,
2013-08,8608,
2013-09,8901,
2013-10,9963,
2013-11,10145,
2013-12,10047,
2014-01,9854,
2014-02,10005,
2014-03,9971,
2014-04,10097,
2014-05,10476,
2014-06,11262,
2014-07,11336,
2014-08,11763,
2014-09,12007,
2014-10,13765,
2014-11,14165,
