"",BBK01.OEAH31K,BBK01.OEAH31K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:40,
2002-01,30.507,
2002-04,30.613,
2002-07,31.829,
2002-10,32.903,
2003-01,33.166,
2003-04,33.896,
2003-07,34.449,
2003-10,34.561,
2004-01,34.683,
2004-04,35.749,
2004-07,36.016,
2004-10,27.209,
2005-01,27.083,
2005-04,27.120,
2005-07,28.166,
2005-10,28.810,
2006-01,29.662,
2006-04,31.652,
2006-07,39.037,
2006-10,37.205,
2007-01,38.629,
2007-04,38.912,
2007-07,40.493,
2007-10,40.505,
2008-01,40.220,
2008-04,40.550,
2008-07,40.967,
2008-10,40.923,
2009-01,39.348,
2009-04,38.706,
2009-07,37.416,
2009-10,36.731,
2010-01,36.598,
2010-04,36.789,
2010-07,36.659,
2010-10,37.121,
2011-01,35.661,
2011-04,35.579,
2011-07,29.268,
2011-10,28.747,
2012-01,27.635,
2012-04,27.693,
2012-07,27.271,
2012-10,26.572,
2013-01,26.860,
2013-04,25.597,
2013-07,24.574,
2013-10,24.329,
2014-01,23.691,
2014-04,23.760,
2014-07,22.222,
