"",BBK01.CEF505,BBK01.CEF505_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Total           creditor: OFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:42,
1999-01,30.7,
1999-04,32.8,
1999-07,34.3,
1999-10,35.8,
2000-01,38.2,
2000-04,40.6,
2000-07,42.8,
2000-10,45.4,
2001-01,49.4,
2001-04,55.3,
2001-07,59.8,
2001-10,66.0,
2002-01,63.5,
2002-04,63.9,
2002-07,70.3,
2002-10,64.8,
2003-01,74.2,
2003-04,79.3,
2003-07,81.9,
2003-10,75.8,
2004-01,78.4,
2004-04,81.1,
2004-07,83.6,
2004-10,86.2,
2005-01,92.4,
2005-04,98.4,
2005-07,104.5,
2005-10,110.3,
2006-01,136.5,
2006-04,160.9,
2006-07,175.5,
2006-10,182.0,
2007-01,191.0,
2007-04,187.3,
2007-07,176.0,
2007-10,202.6,
2008-01,226.1,
2008-04,218.8,
2008-07,220.8,
2008-10,214.8,
2009-01,206.6,
2009-04,200.3,
2009-07,209.7,
2009-10,204.5,
2010-01,201.8,
2010-04,203.8,
2010-07,199.5,
2010-10,194.0,
2011-01,197.9,
2011-04,205.8,
2011-07,201.0,
2011-10,206.8,
2012-01,211.9,
2012-04,212.3,
2012-07,220.0,
2012-10,228.2,
2013-01,235.6,
2013-04,234.5,
2013-07,237.8,
2013-10,240.3,
2014-01,246.8,
2014-04,247.8,
2014-07,250.6,
