"",BBNZ1.Q.DE.N.H.0152.A,BBNZ1.Q.DE.N.H.0152.A_FLAGS
"",Germany / National accounts / Use of GDP / Machinery and equipment / Chain-linked index,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:36,
1991-01,69.09,
1991-04,80.95,
1991-07,76.59,
1991-10,90.45,
1992-01,71.34,
1992-04,79.05,
1992-07,73.07,
1992-10,82.67,
1993-01,60.90,
1993-04,65.80,
1993-07,62.52,
1993-10,72.60,
1994-01,56.72,
1994-04,63.90,
1994-07,62.20,
1994-10,75.02,
1995-01,59.53,
1995-04,65.83,
1995-07,62.77,
1995-10,75.06,
1996-01,59.03,
1996-04,67.01,
1996-07,65.48,
1996-10,77.76,
1997-01,60.84,
1997-04,70.66,
1997-07,68.34,
1997-10,81.89,
1998-01,68.94,
1998-04,76.00,
1998-07,76.87,
1998-10,92.33,
1999-01,75.89,
1999-04,82.84,
1999-07,83.49,
1999-10,98.73,
2000-01,83.91,
2000-04,91.51,
2000-07,92.77,
2000-10,107.54,
2001-01,89.15,
2001-04,91.21,
2001-07,86.41,
2001-10,98.02,
2002-01,76.47,
2002-04,83.91,
2002-07,81.69,
2002-10,93.90,
2003-01,77.06,
2003-04,82.56,
2003-07,81.86,
2003-10,94.35,
2004-01,77.67,
2004-04,86.10,
2004-07,86.38,
2004-10,101.25,
2005-01,78.78,
2005-04,91.65,
2005-07,89.67,
2005-10,109.75,
2006-01,89.72,
2006-04,102.33,
2006-07,98.44,
2006-10,120.57,
2007-01,100.61,
2007-04,112.10,
2007-07,108.67,
2007-10,131.58,
2008-01,104.87,
2008-04,119.00,
2008-07,114.87,
2008-10,126.74,
2009-01,84.25,
2009-04,89.62,
2009-07,88.49,
2009-10,101.60,
2010-01,84.69,
2010-04,98.34,
2010-07,99.10,
2010-10,117.87,
2011-01,96.11,
2011-04,104.81,
2011-07,104.57,
2011-10,119.05,
2012-01,98.17,
2012-04,100.81,
2012-07,98.35,
2012-10,114.26,
2013-01,88.40,
2013-04,100.62,
2013-07,98.45,
2013-10,114.43,
2014-01,95.34,
2014-04,104.24,
2014-07,102.52,
2014-10,117.17,
