"",BBK01.OUG355,BBK01.OUG355_FLAGS
"",Lending to local government and local government associations / Total / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:20,
1999-01,57.622,
1999-02,58.453,
1999-03,57.796,
1999-04,58.244,
1999-05,57.811,
1999-06,57.939,
1999-07,57.907,
1999-08,57.954,
1999-09,57.782,
1999-10,58.177,
1999-11,58.230,
1999-12,57.544,
2000-01,57.550,
2000-02,56.993,
2000-03,56.874,
2000-04,56.673,
2000-05,56.462,
2000-06,55.836,
2000-07,55.924,
2000-08,55.667,
2000-09,55.671,
2000-10,56.042,
2000-11,55.864,
2000-12,56.248,
2001-01,56.101,
2001-02,56.093,
2001-03,56.192,
2001-04,55.864,
2001-05,55.908,
2001-06,55.754,
2001-07,55.884,
2001-08,56.161,
2001-09,56.103,
2001-10,56.687,
2001-11,56.677,
2001-12,56.883,
2002-01,56.745,
2002-02,56.729,
2002-03,56.406,
2002-04,56.631,
2002-05,55.937,
2002-06,55.792,
2002-07,56.206,
2002-08,56.696,
2002-09,56.564,
2002-10,57.069,
2002-11,57.480,
2002-12,57.612,
2003-01,57.447,
2003-02,58.072,
2003-03,58.347,
2003-04,58.946,
2003-05,58.789,
2003-06,58.868,
2003-07,58.639,
2003-08,58.439,
2003-09,58.630,
2003-10,58.687,
2003-11,58.694,
2003-12,58.814,
2004-01,59.026,
2004-02,58.967,
2004-03,59.356,
2004-04,60.118,
2004-05,59.361,
2004-06,60.071,
2004-07,60.257,
2004-08,60.611,
2004-09,60.835,
2004-10,60.133,
2004-11,59.340,
2004-12,46.244,
2005-01,46.610,
2005-02,46.227,
2005-03,45.889,
2005-04,46.256,
2005-05,46.052,
2005-06,46.154,
2005-07,46.408,
2005-08,46.327,
2005-09,46.612,
2005-10,47.213,
2005-11,46.465,
2005-12,46.939,
2006-01,47.129,
2006-02,47.790,
2006-03,47.518,
2006-04,47.592,
2006-05,47.740,
2006-06,47.157,
2006-07,47.322,
2006-08,46.816,
2006-09,46.825,
2006-10,46.813,
2006-11,47.180,
2006-12,46.630,
2007-01,46.694,
2007-02,47.273,
2007-03,47.371,
2007-04,47.131,
2007-05,46.426,
2007-06,46.609,
2007-07,46.591,
2007-08,45.893,
2007-09,45.409,
2007-10,45.143,
2007-11,44.876,
2007-12,44.050,
2008-01,44.070,
2008-02,43.896,
2008-03,44.418,
2008-04,44.256,
2008-05,43.802,
2008-06,43.481,
2008-07,43.151,
2008-08,43.526,
2008-09,43.242,
2008-10,43.403,
2008-11,43.103,
2008-12,42.988,
2009-01,43.665,
2009-02,43.403,
2009-03,43.239,
2009-04,43.527,
2009-05,44.058,
2009-06,44.319,
2009-07,44.311,
2009-08,44.564,
2009-09,43.359,
2009-10,43.631,
2009-11,43.463,
2009-12,44.289,
2010-01,44.131,
2010-02,44.582,
2010-03,44.250,
2010-04,44.816,
2010-05,44.386,
2010-06,44.501,
2010-07,44.942,
2010-08,45.740,
2010-09,45.827,
2010-10,47.670,
2010-11,46.443,
2010-12,45.354,
2011-01,45.754,
2011-02,47.162,
2011-03,46.858,
2011-04,47.751,
2011-05,47.055,
2011-06,47.056,
2011-07,48.294,
2011-08,48.014,
2011-09,48.222,
2011-10,48.636,
2011-11,48.634,
2011-12,47.669,
2012-01,48.031,
2012-02,48.523,
2012-03,49.186,
2012-04,49.992,
2012-05,49.467,
2012-06,50.675,
2012-07,50.490,
2012-08,50.857,
2012-09,51.313,
2012-10,50.860,
2012-11,50.839,
2012-12,50.171,
2013-01,50.433,
2013-02,50.037,
2013-03,50.105,
2013-04,49.705,
2013-05,49.032,
2013-06,49.376,
2013-07,48.072,
2013-08,47.315,
2013-09,47.471,
2013-10,47.921,
2013-11,47.322,
2013-12,46.090,
2014-01,46.585,
2014-02,46.125,
2014-03,45.398,
2014-04,45.484,
2014-05,45.056,
2014-06,44.278,
2014-07,44.348,
2014-08,44.245,
2014-09,44.170,
2014-10,44.191,
2014-11,44.112,
2014-12,43.902,Provisional value
